# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "16" "-F" "SAF" "-a" "B.SAF" "-o" "B_counts.txt" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_RR.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_RR.bam
NA_peak_166_R_Tb927.1.2430	Tb927_01_v5.1	593428	594129	.	702	4	25	16	20	9	7	17	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_167_R_Tb927.1.2450	Tb927_01_v5.1	594255	595718	.	1464	8	30	33	37	19	20	37	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_168_R_Tb927.1.2470	Tb927_01_v5.1	595894	597195	.	1302	2	48	30	51	19	20	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_169_R_Tb927.1.2490	Tb927_01_v5.1	598083	600543	.	2461	17	91	59	90	33	41	65	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_170_R_Tb927.1.2530	Tb927_01_v5.1	601291	602181	.	891	2	21	30	36	16	15	33	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_171_G_Tb927.1.2570	Tb927_01_v5.1	605946	607461	.	1516	2032	4841	3044	1874	1643	924	1193	31	39	25	10	55	51	60	34	27	37	36	14	18	28	30	2	11	20	0	10	10	11	0	3	2	32	0	2
NA_peak_172_G_Tb927.1.2580	Tb927_01_v5.1	608285	609268	.	984	610	1546	991	905	6394	2053	3552	15	11	17	10	103	0	4	94	65	0	1	71	63	0	2	68	227	9	24	174	69	4	5	63	144	22	34	105
NA_peak_173_G_Tb927.1.2600	Tb927_01_v5.1	612632	613475	.	844	979	1452	1410	2351	58	19	93	19	33	55	18	9	36	62	6	3	49	75	1	10	89	80	1	2	0	0	2	0	0	0	1	2	1	0	5
NA_peak_174_G_Tb927.1.2600	Tb927_01_v5.1	615410	618899	.	3490	794	769	1528	2077	5	6	20	12	9	9	7	8	0	3	12	19	1	2	15	23	0	4	36	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_175_G_Tb927.1.2710	Tb927_01_v5.1	624481	626809	.	2329	2677	7214	4133	3420	3880	2814	4423	40	12	23	36	121	1	21	110	73	1	11	67	48	1	7	54	31	37	43	34	12	32	33	16	21	48	66	18
NA_peak_176_G_Tb927.1.2730	Tb927_01_v5.1	630888	631572	.	685	692	3795	1896	2196	14	26	12	6	54	45	4	10	218	211	8	13	128	94	0	9	135	105	4	0	0	0	0	0	0	0	0	0	0	0	2
NA_peak_177_G_Tb927.1.2750	Tb927_01_v5.1	633878	635070	.	1193	574	874	351	181	999	456	350	9	8	11	11	17	0	5	20	11	0	1	6	3	0	0	6	8	20	20	4	3	9	17	3	2	11	10	0
NA_peak_179_G_Tb927.1.3050	Tb927_01_v5.1	674506	676725	.	2220	3137	4467	4487	4129	526	484	406	58	26	3	43	26	60	28	5	28	62	31	2	21	52	29	1	15	0	0	3	3	0	0	6	2	0	0	2
NA_peak_182_G_Tb927.1.3260	Tb927_01_v5.1	708347	710107	.	1761	6881	13683	5757	3470	6225	2027	1609	99	16	28	107	179	23	56	157	66	29	53	46	10	47	76	18	70	12	25	77	7	12	19	17	6	22	17	14
NA_peak_183_G_Tb927.1.3400	Tb927_01_v5.1	731083	732993	.	1911	3146	3765	1541	1174	5291	4674	5496	35	46	0	0	22	77	0	1	14	30	0	0	8	23	0	0	84	41	0	0	78	16	0	0	102	13	0	0
NA_peak_184_R_Tb927.1.3400	Tb927_01_v5.1	731983	732341	.	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_185_R_Tb927.1.3400	Tb927_01_v5.1	732469	733027	.	559	149	252	105	72	204	183	193	0	0	68	25	0	0	90	7	0	0	36	0	0	0	39	2	0	0	41	96	0	0	21	126	0	0	22	127
NA_peak_192_G_Tb927.1.3850	Tb927_01_v5.1	821237	822763	.	1527	4009	30497	32775	36381	1197	211	356	83	52	34	82	526	199	187	451	583	166	177	482	695	78	90	570	2	39	35	2	3	3	1	4	2	7	5	0
NA_peak_193_G_Tb927.1.3880	Tb927_01_v5.1	833316	834055	.	740	378	946	8	32	1715	1023	1479	3	22	14	3	1	31	33	0	0	0	0	0	0	1	0	0	1	47	63	4	1	20	45	1	3	43	55	5
NA_peak_194_G_Tb927.1.3950	Tb927_01_v5.1	843113	844298	.	1186	1362	8219	6338	8526	219	57	53	39	7	10	45	171	18	61	212	130	7	34	196	195	10	41	220	1	5	2	2	1	0	1	0	0	0	1	0
NA_peak_195_G_Tb927.1.4280	Tb927_01_v5.1	884532	885421	.	890	81	1148	1890	2144	5	16	8	1	2	2	3	6	41	49	1	5	63	80	4	5	72	86	3	0	0	0	0	0	0	0	1	0	0	0	0
NA_peak_196_G_Tb927.1.4300	Tb927_01_v5.1	888938	890147	.	1210	484	1468	1081	1062	551	390	464	2	5	19	0	5	12	18	0	8	13	26	0	2	12	30	0	6	0	1	14	9	0	0	6	6	2	1	9
NA_peak_199_G_Tb927.1.4310	Tb927_01_v5.1	895509	896324	.	816	111	532	276	98	95	0	11	10	0	1	5	5	6	20	13	2	11	13	4	0	6	3	1	3	0	0	6	0	0	0	0	0	0	0	1
NA_peak_200_G_Tb927.1.4310	Tb927_01_v5.1	896586	899885	.	3300	1051	5263	7310	9849	695	579	364	18	13	15	22	112	4	26	96	124	2	32	122	180	4	44	137	4	13	15	5	0	10	7	0	2	8	7	2
NA_peak_201_G_Tb927.1.4340	Tb927_01_v5.1	901746	902625	.	880	1637	13244	6373	11018	75	104	8	45	31	52	33	121	295	350	95	53	162	174	48	150	223	267	105	0	3	0	0	0	0	0	0	0	0	0	0
NA_peak_202_G_Tb927.1.4370	Tb927_01_v5.1	905194	906326	.	1133	165	542	107	89	364	119	210	2	3	3	0	15	10	7	10	1	1	4	1	1	1	1	0	3	8	4	1	1	4	3	0	1	7	4	0
NA_peak_203_G_Tb927.1.4400	Tb927_01_v5.1	909071	909730	.	660	774	1513	1271	602	686	16	478	40	10	2	33	102	0	1	73	81	0	0	59	36	0	0	33	11	21	24	12	0	1	1	1	43	0	1	46
NA_peak_204_G_Tb927.1.4490	Tb927_01_v5.1	929268	929834	.	567	686	2666	3979	6249	176	46	58	5	30	38	0	4	124	168	0	3	184	248	1	4	240	344	0	0	7	0	0	1	2	0	0	0	3	0	0
NA_peak_205_G_Tb927.1.4500	Tb927_01_v5.1	933182	934655	.	1474	587	2169	1116	1320	219	179	225	8	4	9	7	17	26	36	5	4	19	25	4	8	25	38	3	1	2	3	1	4	0	1	2	3	0	0	7
NA_peak_207_R_Tb927.1.4540	Tb927_01_v5.1	942013	942342	.	330	3206	3023	1923	2114	2772	2562	3462	6	35	43	25	0	135	36	0	0	102	37	0	0	116	27	0	0	14	9	24	0	0	9	23	0	0	24	48
NA_peak_208_R_Tb927.1.4560	Tb927_01_v5.1	945124	945583	.	460	2088	2064	1315	1387	1679	1616	2091	3	25	17	5	0	119	15	0	0	94	8	0	0	83	9	0	0	4	11	7	0	0	2	9	0	0	10	9
NA_peak_209_R_Tb927.1.4580	Tb927_01_v5.1	948191	948658	.	468	3735	3379	2196	2338	3378	3098	4071	3	28	75	54	0	138	107	4	0	125	80	2	0	123	72	1	0	16	34	59	0	0	24	61	0	0	52	59
NA_peak_210_R_Tb927.1.4600	Tb927_01_v5.1	951371	951885	.	515	3744	4296	2661	3069	3550	3131	4287	8	26	106	56	0	99	181	4	0	72	112	0	0	78	115	1	0	6	63	83	0	1	35	83	0	0	76	106
NA_peak_211_R_Tb927.1.4630	Tb927_01_v5.1	954451	954755	.	305	3514	3021	2041	2191	2832	2726	3380	20	43	15	7	1	117	6	0	1	110	8	0	0	84	3	0	0	7	6	5	0	0	2	4	0	0	3	9
NA_peak_212_G_Tb927.1.4650	Tb927_01_v5.1	960066	961256	.	1191	408	886	1191	2286	161	89	113	25	2	1	9	26	1	4	25	39	1	10	32	53	1	17	57	0	7	6	0	0	3	5	0	2	4	6	0
NA_peak_213_G_Tb927.1.4650	Tb927_01_v5.1	961690	963763	.	2074	3891	2828	3930	5141	2366	2572	2644	3	66	78	3	50	3	6	50	54	2	24	58	59	3	27	77	2	40	57	0	1	37	54	0	5	45	57	0
NA_peak_214_G_Tb927.1.4720	Tb927_01_v5.1	970813	971410	.	598	742	4587	1023	11	215	80	1342	37	0	0	39	233	0	3	197	50	0	0	54	0	0	0	2	0	0	11	2	0	0	3	0	64	4	21	59
NA_peak_216_G_Tb927.1.4740	Tb927_01_v5.1	975158	976095	.	938	217	277	182	553	275	19	121	6	3	8	0	10	0	0	14	8	2	1	6	29	0	1	13	0	18	18	0	0	1	1	0	0	5	8	0
NA_peak_217_G_Tb927.1.4760	Tb927_01_v5.1	977383	979206	.	1824	192	882	291	77	222	195	214	4	2	3	2	2	10	24	0	0	4	3	0	0	1	1	0	6	0	0	3	4	2	2	0	6	0	0	4
NA_peak_218_G_Tb927.1.4800	Tb927_01_v5.1	984274	985167	.	894	2440	3372	1567	1351	542	219	326	50	44	40	60	109	3	3	116	43	0	2	46	32	0	2	39	5	9	0	2	0	3	2	3	0	5	1	1
NA_peak_220_G_Tb927.1.4830	Tb927_01_v5.1	987248	989283	.	2036	1406	4649	4923	5990	2232	1462	1984	16	23	25	9	85	2	23	78	95	6	28	76	105	3	27	84	11	25	29	6	2	29	17	4	10	41	37	0
NA_peak_221_R_Tb927.1.4900	Tb927_01_v5.1	994364	994657	.	294	2068	2115	1631	1927	1749	1738	1841	36	97	4	0	115	0	0	1	91	3	0	0	110	1	0	1	4	59	1	0	2	58	0	0	5	68	2	0
NA_peak_223_G_Tb927.1.5030	Tb927_01_v5.1	1009505	1010159	.	655	191	498	335	870	11	71	86	0	0	5	3	1	10	17	0	0	5	13	0	0	16	24	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_224_R_Tb927.1.5110	Tb927_01_v5.1	1020421	1020944	.	524	3158	2643	2115	2388	2027	1768	2101	120	127	52	0	177	1	1	1	149	3	1	6	124	2	3	7	8	69	5	0	16	81	1	0	46	100	1	0
NA_peak_232_R_Tb927.2.170	Tb927_02_v5.1	16972	17176	.	205	194	265	108	115	104	97	145	8	8	0	1	23	2	1	0	10	0	1	0	10	0	0	0	0	0	0	1	0	0	0	1	0	0	1	3
NA_peak_240_G_Tb927.2.1045	Tb927_02_v5.1	171871	174155	.	2285	13654	19314	14359	11310	16657	16189	21717	85	51	56	79	16	85	108	5	8	70	84	2	9	51	70	5	156	17	23	70	149	5	11	45	208	11	23	97
NA_peak_243_G_Tb927.2.1680	Tb927_02_v5.1	316424	317898	.	1475	3996	15305	10315	6871	3115	1026	1287	50	25	7	94	188	9	32	227	122	1	21	185	93	0	21	126	30	36	44	27	0	41	17	1	4	26	38	1
NA_peak_245_G_Tb927.2.1760	Tb927_02_v5.1	327126	329150	.	2025	3844	4154	2882	1515	8045	6827	7406	62	8	6	29	64	0	5	36	22	1	2	26	9	0	0	8	124	15	1	55	130	6	0	68	114	8	15	63
NA_peak_246_G_Tb927.2.1800	Tb927_02_v5.1	334803	335625	.	823	63	112	29	12	17	13	8	1	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
NA_peak_247_G_Tb927.2.1800	Tb927_02_v5.1	335330	335555	.	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_248_G_Tb927.2.1810	Tb927_02_v5.1	339022	339945	.	924	165	720	254	568	30	6	9	2	4	4	1	15	4	1	3	8	0	1	5	18	0	0	15	0	1	1	0	0	0	0	0	0	0	1	0
NA_peak_250_G_Tb927.2.2060	Tb927_02_v5.1	387996	388911	.	916	152	748	577	456	265	126	490	3	1	0	2	3	25	30	0	2	19	20	0	0	17	17	1	2	0	0	11	0	0	0	4	12	0	1	24
NA_peak_251_G_Tb927.2.2090	Tb927_02_v5.1	397558	398843	.	1286	689	2632	835	907	1883	1190	1037	11	14	15	15	6	100	112	0	4	44	56	0	3	37	58	0	36	12	23	31	31	2	6	34	24	5	3	24
NA_peak_252_G_Tb927.2.2120	Tb927_02_v5.1	400853	403614	.	2762	3886	7406	8932	8932	644	429	592	32	67	48	32	28	86	96	4	24	107	126	3	26	124	107	1	15	0	0	7	11	0	0	9	10	0	2	6
NA_peak_253_G_Tb927.2.2160	Tb927_02_v5.1	410335	411245	.	911	2858	10698	4157	5014	687	556	82	70	39	23	67	296	41	1	248	112	22	0	112	140	29	0	133	22	3	0	13	14	5	0	14	2	0	0	0
NA_peak_254_R_Tb927.2.2160	Tb927_02_v5.1	411377	412008	.	632	1208	1919	797	875	393	172	65	0	0	32	21	0	0	60	14	0	0	25	11	0	0	32	9	0	0	0	16	0	0	10	2	0	0	1	3
NA_peak_255_G_Tb927.2.2190	Tb927_02_v5.1	413806	415937	.	2132	6830	5659	3507	2900	10040	12102	10786	270	9	11	134	40	86	72	5	25	50	44	4	28	47	47	4	586	21	0	17	727	5	0	12	671	2	5	16
NA_peak_256_G_Tb927.2.2210	Tb927_02_v5.1	419834	420445	.	612	79	813	1458	4	192	83	13	2	6	0	1	31	60	3	15	10	96	12	1	0	0	0	0	0	20	3	0	0	9	1	0	1	0	0	1
NA_peak_258_G_Tb927.2.2230	Tb927_02_v5.1	424875	426119	.	1245	1009	3582	4083	4318	411	248	479	10	15	6	3	12	60	93	16	19	74	107	6	14	68	120	6	7	0	0	1	2	4	0	1	0	7	0	1
NA_peak_259_G_Tb927.2.2270	Tb927_02_v5.1	446133	447291	.	1159	949	983	411	399	1098	567	753	28	1	1	31	4	16	26	3	7	6	18	2	1	7	11	1	29	4	2	23	18	2	0	17	17	0	3	19
NA_peak_261_G_Tb927.2.2340	Tb927_02_v5.1	451864	452751	.	888	279	454	185	398	145	215	155	0	2	4	3	3	9	18	0	2	5	12	1	1	8	20	0	4	1	0	4	4	2	0	9	3	1	2	4
NA_peak_262_G_Tb927.2.2390	Tb927_02_v5.1	467227	468717	.	1491	499	1435	863	538	629	492	309	6	6	16	14	10	28	37	6	10	9	15	1	11	7	15	3	9	8	9	11	3	8	12	4	2	2	5	8
NA_peak_263_G_Tb927.2.2400	Tb927_02_v5.1	469014	470134	.	1121	2866	6703	5338	4759	531	115	179	57	77	72	48	8	163	158	6	7	132	135	4	5	132	122	2	6	1	0	18	3	1	0	0	4	0	1	2
NA_peak_264_G_Tb927.2.2460	Tb927_02_v5.1	484779	485511	.	733	4248	10980	4932	3469	1809	636	755	53	158	158	29	10	323	326	0	1	161	151	0	1	122	137	0	5	70	51	1	2	31	20	3	5	23	18	2
NA_peak_265_G_Tb927.2.2490	Tb927_02_v5.1	489093	490928	.	1836	3840	15899	9868	15663	478	285	191	85	73	49	50	65	285	337	34	43	182	233	18	48	268	333	19	2	15	3	0	7	3	0	0	5	1	0	3
NA_peak_266_G_Tb927.2.2570	Tb927_02_v5.1	503246	503974	.	729	1183	3671	2372	981	1216	1257	340	4	2	6	68	1	1	1	118	1	1	1	78	0	0	0	44	2	6	11	43	1	2	2	59	0	3	7	13
NA_peak_267_G_Tb927.2.2590	Tb927_02_v5.1	510524	511083	.	560	42	646	4	45	2	60	8	0	0	3	0	0	32	34	0	0	0	0	0	0	2	1	0	0	0	0	0	0	6	0	0	0	0	0	0
NA_peak_269_R_Tb927.2.2770	Tb927_02_v5.1	541809	542199	.	391	195	134	189	213	3	2	6	12	0	0	0	1	0	0	0	4	3	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_270_G_Tb927.2.2770	Tb927_02_v5.1	544902	547210	.	2309	695	2890	2436	2516	132	108	149	4	3	4	25	66	8	17	51	58	3	16	47	64	2	11	58	0	0	3	0	1	1	1	1	0	1	1	0
NA_peak_271_G_Tb927.2.2940	Tb927_02_v5.1	559962	561467	.	1506	4942	6495	1118	1263	2994	2973	2611	134	43	54	89	175	1	7	144	36	0	1	26	43	0	1	34	25	36	46	24	52	31	41	49	29	28	46	28
NA_peak_272_G_Tb927.2.2970	Tb927_02_v5.1	565317	567574	.	2258	726	2605	2155	1157	205	183	277	6	7	10	6	48	41	53	44	47	13	19	34	30	6	7	18	1	3	4	0	0	2	5	0	1	3	5	0
NA_peak_274_G_Tb927.2.3265	Tb927_02_v5.1	596310	597796	.	1487	3757	4516	3159	2991	4879	3403	4508	25	77	160	25	57	130	126	102	59	71	56	68	58	1	17	82	3	59	172	7	2	26	151	3	12	52	155	3
NA_peak_275_G_Tb927.2.3270	Tb927_02_v5.1	599866	601343	.	1478	1280	1809	1274	1271	2403	1385	2551	11	34	77	13	29	1	70	58	16	0	31	43	21	1	5	64	3	20	96	4	1	9	88	1	6	15	69	2
NA_peak_276_G_Tb927.2.3280	Tb927_02_v5.1	603410	604417	.	1008	1024	1517	927	919	1897	1013	2109	11	37	39	13	28	4	55	36	15	2	26	21	24	0	5	22	2	19	36	2	1	12	28	0	0	8	40	1
NA_peak_277_G_Tb927.2.3300	Tb927_02_v5.1	610495	611973	.	1479	2406	2409	1593	1552	5734	3347	5808	27	100	79	15	45	15	7	35	19	4	5	22	29	0	3	25	3	164	207	4	0	154	131	3	7	167	240	2
NA_peak_278_G_Tb927.2.3310	Tb927_02_v5.1	614027	615517	.	1491	2099	2710	1757	1490	3965	2276	4273	18	48	38	13	39	26	23	27	32	18	14	26	34	2	4	17	1	25	45	2	0	21	30	0	2	16	65	0
NA_peak_279_G_Tb927.2.3390	Tb927_02_v5.1	624860	625780	.	921	124	160	56	27	249	166	242	2	4	5	1	0	7	5	0	0	4	3	0	0	0	1	0	1	5	2	3	0	2	1	3	5	2	2	6
NA_peak_280_G_Tb927.2.3580	Tb927_02_v5.1	636727	638614	.	1888	1436	11293	10891	8561	13	4	9	65	2	7	46	319	63	135	190	281	73	147	184	129	144	218	117	0	0	0	0	0	0	0	0	0	0	1	0
NA_peak_281_G_Tb927.2.3620	Tb927_02_v5.1	645603	646784	.	1182	1165	1581	1434	859	219	484	111	45	13	8	41	31	14	18	11	21	11	21	6	8	15	14	7	3	1	1	2	2	1	3	5	1	3	3	0
NA_peak_282_G_Tb927.2.3720	Tb927_02_v5.1	663783	665550	.	1768	398	2558	2699	3224	574	104	286	6	12	9	4	22	68	49	4	13	71	65	4	14	60	66	4	12	0	0	5	8	0	0	3	8	1	0	8
NA_peak_284_R_Tb927.2.3730	Tb927_02_v5.1	666611	668474	.	1864	2524	9878	6103	11882	9693	9533	7958	26	65	76	4	201	0	4	149	75	0	0	69	45	0	0	26	11	14	10	4	13	8	2	5	22	11	4	7
NA_peak_287_G_Tb927.2.3960	Tb927_02_v5.1	696124	697865	.	1742	146	1099	900	1456	792	530	782	0	4	5	2	19	4	5	27	16	4	6	16	33	1	5	35	25	1	2	22	11	0	0	11	14	0	3	26
NA_peak_288_G_Tb927.2.3970	Tb927_02_v5.1	698076	698870	.	795	972	1869	942	482	181	126	29	5	26	11	3	18	31	30	20	22	9	7	8	7	0	7	15	4	3	0	1	0	0	1	0	0	1	1	0
NA_peak_289_G_Tb927.2.4050	Tb927_02_v5.1	709537	710735	.	1199	330	567	120	90	409	211	127	6	5	5	7	11	4	7	8	3	1	2	8	0	0	0	3	4	7	6	4	1	4	3	2	1	0	1	3
NA_peak_290_G_Tb927.2.4110	Tb927_02_v5.1	719796	720987	.	1192	316	2905	3775	4242	718	272	161	3	3	7	4	60	3	15	68	70	2	15	81	87	0	11	82	0	14	20	1	0	7	3	0	0	3	10	0
NA_peak_291_G_Tb927.2.4150	Tb927_02_v5.1	728276	728985	.	710	233	1644	469	467	229	154	240	4	1	0	6	64	8	12	69	19	2	7	15	24	2	2	26	4	3	0	4	2	0	0	6	5	0	0	12
NA_peak_292_G_Tb927.2.4200	Tb927_02_v5.1	733832	736453	.	2622	1308	2235	599	77	1378	959	803	18	6	12	20	28	2	9	34	5	0	3	7	1	0	0	1	13	8	13	11	3	13	16	1	1	6	9	1
NA_peak_293_G_Tb927.2.4210	Tb927_02_v5.1	739461	740509	.	1049	270	822	589	273	545	109	313	5	12	6	0	3	18	18	0	3	16	12	0	1	10	14	0	12	12	10	5	4	0	0	2	9	0	3	8
NA_peak_294_G_Tb927.2.4210	Tb927_02_v5.1	740609	742204	.	1596	2381	2289	1093	789	2497	1952	3019	23	75	80	13	65	2	14	35	23	6	3	17	15	0	2	10	17	54	34	14	7	35	48	9	17	72	50	5
