# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-F" "SAF" "-a" "merge_macs_BSF_G/merge_macs_BSF_G.SAF" "-o" "merge_macs_BSF_G/merge_macs_BSF_G_counts.txt" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_RR.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_RR.bam
NA_peak_7983	fake_vsgs	666897	667653	.	757	600	1062	829	1122	24	17	0	0	1	46	0	0	1	44	0	0	13	41	0	0
NA_peak_7984	fake_vsgs	671334	671695	.	362	674	1218	601	628	0	0	2	18	0	0	4	1	0	0	4	3	0	0	5	0
NA_peak_7985	fake_vsgs	672139	672658	.	520	1004	1593	1404	1554	11	10	1	0	15	30	0	0	1	36	0	0	12	42	0	1
NA_peak_7986	fake_vsgs	673016	673829	.	814	496	1048	921	508	0	0	18	13	0	0	28	9	0	0	36	5	0	0	24	3
NA_peak_7987	fake_vsgs	675255	675994	.	740	279	502	460	714	5	7	0	0	22	9	0	0	10	18	0	0	17	23	0	0
NA_peak_7988	fake_vsgs	679968	680882	.	915	228	679	594	751	4	4	0	0	23	16	0	0	18	8	0	0	24	19	0	0
NA_peak_7989	fake_vsgs	683291	683671	.	381	381	657	604	518	0	0	10	11	0	0	22	8	0	0	27	13	0	0	29	6
NA_peak_7990	fake_vsgs	694204	695207	.	1004	306	551	849	561	6	8	3	11	2	16	18	1	2	25	36	1	3	23	16	4
NA_peak_7991	fake_vsgs	706510	706930	.	421	156	337	382	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_7992	fake_vsgs	709171	710161	.	991	505	1531	1098	2228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_7993	fake_vsgs	712859	713192	.	334	75	314	225	347	2	3	0	0	1	15	0	0	1	11	0	0	5	12	0	0
NA_peak_7994	fake_vsgs	713436	713736	.	301	207	791	55	17	0	0	0	34	0	0	2	99	0	0	6	1	0	0	2	0
NA_peak_7995	fake_vsgs	714240	714662	.	423	148	424	301	343	7	2	0	0	12	11	0	0	2	16	0	0	4	25	0	0
NA_peak_7996	fake_vsgs	715276	716359	.	1084	954	1363	1737	2091	30	15	0	0	44	24	0	0	54	28	0	0	70	23	0	0
NA_peak_7997	fake_vsgs	716965	717438	.	474	298	648	482	368	0	0	34	5	0	0	35	3	0	0	23	2	0	0	27	0
NA_peak_7998	fake_vsgs	722353	722773	.	421	59	257	93	153	1	3	0	0	0	15	0	0	0	5	0	0	1	11	0	0
NA_peak_7999	fake_vsgs	723210	723826	.	617	68	348	372	137	4	4	0	0	10	13	0	0	3	23	0	0	5	9	0	0
NA_peak_8000	fake_vsgs	725650	725953	.	304	34	62	134	46	0	0	1	1	0	0	1	5	0	0	1	8	0	0	0	4
NA_peak_8001	fake_vsgs	731007	731562	.	556	677	2203	138	974	0	0	6	30	0	0	9	97	0	0	2	3	0	0	5	57
NA_peak_8002	fake_vsgs	733184	733946	.	763	344	608	405	749	4	7	22	0	3	4	0	0	4	6	0	0	13	9	28	0
NA_peak_8003	fake_vsgs	737284	737935	.	652	112	334	278	341	1	1	5	5	0	3	14	3	0	0	23	0	0	0	21	0
NA_peak_8004	fake_vsgs	738981	739596	.	616	78	119	129	127	0	0	2	2	0	0	0	1	0	0	0	11	0	0	1	3
NA_peak_8005	fake_vsgs	742171	742511	.	341	614	835	823	571	0	0	3	0	0	0	1	0	0	0	3	1	0	0	5	0
NA_peak_8006	fake_vsgs	749224	749680	.	457	37	170	178	92	3	1	0	0	7	1	0	0	8	6	0	0	3	3	0	0
NA_peak_8007	fake_vsgs	751739	752105	.	367	250	263	361	231	0	0	12	10	0	0	18	1	0	0	22	1	0	0	16	3
NA_peak_8008	fake_vsgs	753422	754465	.	1044	77	15	122	522	3	0	0	0	1	0	0	0	4	0	0	0	17	0	0	0
NA_peak_8009	fake_vsgs	756208	756806	.	599	242	1376	1247	1295	0	0	8	7	0	0	21	33	0	0	29	31	0	0	35	30
NA_peak_8010	fake_vsgs	756898	757552	.	655	1627	3618	3064	4033	11	59	8	7	42	123	22	33	43	106	31	32	38	128	34	33
NA_peak_8011	fake_vsgs	761248	762173	.	926	1328	1886	1027	2050	0	0	0	4	0	0	0	9	0	0	0	6	0	0	0	3
NA_peak_8012	fake_vsgs	768076	768450	.	375	98	162	101	124	3	1	0	0	0	10	0	0	0	5	0	0	3	9	0	0
NA_peak_8013	fake_vsgs	769735	770143	.	409	52	79	80	97	1	6	0	0	9	6	0	0	10	1	0	0	16	1	0	0
NA_peak_8014	fake_vsgs	773940	774257	.	318	121	286	524	272	0	4	2	2	0	0	8	4	0	0	11	15	0	0	3	4
NA_peak_8015	fake_vsgs	778146	778608	.	463	261	750	425	731	0	0	14	5	0	0	38	0	0	0	30	0	0	0	52	0
NA_peak_8016	fake_vsgs	780555	781124	.	570	313	2380	1239	1591	1	17	0	0	0	152	0	1	0	76	0	0	5	113	0	0
NA_peak_8017	fake_vsgs	784411	785193	.	783	759	2613	1786	2400	3	0	23	23	0	8	51	61	0	1	54	51	0	0	61	68
NA_peak_8018	fake_vsgs	786700	787107	.	408	387	512	492	789	22	14	0	0	2	51	0	0	1	34	0	0	12	56	0	0
NA_peak_8019	fake_vsgs	791166	791681	.	516	85	188	190	203	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NA_peak_8020	fake_vsgs	793559	794183	.	625	129	89	45	1604	2	18	6	0	1	9	5	0	0	3	5	0	1	115	90	0
NA_peak_8021	fake_vsgs	801801	802201	.	401	44	100	83	254	0	3	0	0	1	4	0	0	1	5	0	0	11	10	0	0
NA_peak_8022	fake_vsgs	802493	802823	.	331	30	3	65	270	0	0	0	1	0	0	0	0	0	0	0	2	0	0	4	21
NA_peak_8023	fake_vsgs	803052	803695	.	644	319	701	845	735	14	16	0	0	21	33	0	0	35	30	0	0	31	31	0	0
NA_peak_8024	fake_vsgs	804489	805155	.	667	49	426	332	383	2	1	1	0	2	7	0	0	2	4	0	0	2	8	0	0
NA_peak_8025	fake_vsgs	807159	808019	.	861	2901	4774	5409	9645	40	87	44	43	10	140	127	10	3	155	145	0	17	235	163	12
NA_peak_8026	fake_vsgs	809520	810070	.	551	461	901	877	808	1	0	25	13	0	0	28	46	1	0	35	40	1	0	52	27
NA_peak_8027	fake_vsgs	810469	811259	.	791	434	1576	1241	1425	9	15	1	0	19	53	1	1	34	28	0	1	33	50	0	0
NA_peak_8028	fake_vsgs	813301	813883	.	583	270	767	891	1025	1	1	19	3	0	2	30	20	0	1	42	14	1	0	50	9
NA_peak_8029	fake_vsgs	815018	815868	.	851	948	4056	3328	4235	0	0	53	0	0	0	151	5	0	0	119	4	0	0	174	0
NA_peak_8030	fake_vsgs	817839	818314	.	476	1651	2910	5147	3199	64	79	0	0	4	146	0	0	2	257	0	0	16	153	0	0
NA_peak_8031	fake_vsgs	819691	820027	.	337	326	308	480	629	32	36	0	0	20	35	0	0	13	64	0	0	29	73	0	0
NA_peak_8032	fake_vsgs	821105	821673	.	569	293	512	487	410	4	6	0	2	0	21	0	0	0	16	0	0	1	15	0	0
NA_peak_8033	fake_vsgs	822048	822635	.	588	370	1393	466	420	0	0	1	3	0	0	5	0	0	0	2	1	0	0	3	0
NA_peak_8034	fake_vsgs	822791	823535	.	745	382	1384	731	726	1	0	1	3	1	7	5	0	3	5	3	1	1	30	5	0
NA_peak_8035	fake_vsgs	826276	826962	.	687	153	315	240	587	5	2	0	6	15	13	0	2	4	4	0	4	28	22	0	0
NA_peak_8036	fake_vsgs	828837	829704	.	868	275	2222	3313	2398	3	0	2	15	0	10	27	103	0	0	3	133	2	4	6	121
NA_peak_8037	fake_vsgs	837467	837825	.	359	1021	2274	873	910	0	0	62	37	0	0	168	1	0	0	71	1	0	0	82	2
NA_peak_8038	fake_vsgs	839199	840674	.	1476	181	883	413	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_8039	fake_vsgs	842768	844058	.	1291	962	1263	1560	1893	20	17	0	2	22	40	0	0	18	47	1	0	38	56	3	1
NA_peak_8040	fake_vsgs	845064	845724	.	661	175	601	672	731	4	1	0	0	2	29	0	0	0	22	0	0	10	39	0	0
NA_peak_8041	fake_vsgs	850055	850685	.	631	105	363	222	459	2	1	0	0	7	15	0	0	3	13	0	0	3	24	0	0
NA_peak_8042	fake_vsgs	861074	861911	.	838	588	1654	1908	2147	0	4	17	8	0	0	13	4	0	0	11	1	0	0	17	2
NA_peak_8043	fake_vsgs	862735	863242	.	508	12	32	20	385	0	2	1	0	0	0	1	0	0	1	0	0	0	23	29	0
NA_peak_8044	fake_vsgs	863302	863684	.	383	53	135	92	111	2	1	0	0	2	8	0	0	0	8	0	0	1	6	0	0
NA_peak_8045	fake_vsgs	866024	866633	.	610	248	584	628	924	0	0	11	4	0	0	10	20	0	0	13	24	0	0	28	43
NA_peak_8046	fake_vsgs	875816	876220	.	405	554	1042	907	970	16	9	35	17	0	0	121	14	0	0	103	13	0	0	102	10
NA_peak_8047	fake_vsgs	877331	878296	.	966	728	5453	6186	6557	0	0	32	2	0	0	211	8	0	0	221	1	1	0	250	1
NA_peak_8048	fake_vsgs	882284	882736	.	453	93	103	166	80	5	0	0	1	2	2	0	0	5	5	0	1	1	3	0	0
NA_peak_8049	fake_vsgs	882985	883331	.	347	55	130	110	107	0	0	1	7	2	6	1	1	0	5	7	2	3	4	0	1
NA_peak_8050	fake_vsgs	889265	889638	.	374	241	424	426	439	2	6	0	0	5	14	0	0	0	16	0	0	5	17	0	0
NA_peak_8051	fake_vsgs	893701	894630	.	930	1057	2361	1826	2179	0	0	15	5	0	1	92	12	0	3	72	14	0	0	92	4
NA_peak_8052	fake_vsgs	897305	898249	.	945	2462	2980	3334	2882	12	2	0	55	3	4	0	0	5	2	0	0	4	1	0	0
NA_peak_8053	fake_vsgs	900189	901015	.	827	200	1262	1388	1138	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	0
NA_peak_8054	fake_vsgs	901024	901433	.	410	636	1046	1051	1006	25	19	3	0	13	7	3	1	4	8	0	0	12	5	0	0
NA_peak_8055	fake_vsgs	901945	903225	.	1281	3493	5548	4134	4986	0	0	52	0	0	2	0	0	0	1	0	0	0	2	1	0
NA_peak_8056	fake_vsgs	904195	904865	.	671	337	577	412	552	12	3	0	1	5	21	0	0	4	22	0	0	7	20	0	0
NA_peak_8057	fake_vsgs	908593	909807	.	1215	34	343	84	63	0	1	2	0	3	2	5	8	3	0	0	0	2	1	1	1
NA_peak_8058	fake_vsgs	911773	913021	.	1249	712	1461	874	1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_8059	fake_vsgs	915045	915373	.	329	195	265	206	615	1	20	19	4	0	4	23	8	0	2	27	2	0	42	72	3
NA_peak_8060	fake_vsgs	915702	916461	.	760	745	1615	2026	2519	21	30	0	0	0	76	0	0	3	90	0	0	8	95	0	0
NA_peak_8061	fake_vsgs	919260	919683	.	424	63	451	361	488	2	2	0	0	5	21	0	0	14	17	0	0	13	30	0	0
NA_peak_8062	fake_vsgs	929589	930318	.	730	251	940	707	489	2	0	4	8	2	7	28	16	0	4	27	5	1	1	27	1
NA_peak_8063	fake_vsgs	931107	932593	.	1487	437	1895	1521	1869	5	3	1	0	15	5	1	0	13	2	1	0	12	3	2	0
NA_peak_8064	fake_vsgs	940192	940576	.	385	42	311	125	121	5	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0
NA_peak_8065	fake_vsgs	941290	942035	.	746	263	732	460	560	12	3	0	9	10	12	0	0	7	2	0	0	21	6	0	0
NA_peak_8066	fake_vsgs	945535	946324	.	790	730	1746	5353	4671	2	49	55	7	0	23	116	5	0	12	312	0	0	17	254	1
NA_peak_8067	fake_vsgs	955261	955674	.	414	4415	5389	5130	5473	14	0	204	63	0	0	267	4	0	0	249	1	72	0	242	38
NA_peak_8068	fake_vsgs	962392	962831	.	440	564	903	718	712	24	14	0	0	6	20	0	0	6	23	0	0	4	26	0	0
NA_peak_8069	fake_vsgs	966784	967448	.	665	465	955	724	1125	17	13	0	0	9	49	0	0	2	42	0	0	14	60	0	0
NA_peak_8070	fake_vsgs	969764	970207	.	444	427	850	972	811	30	10	2	3	34	56	0	0	58	46	0	1	41	56	2	4
NA_peak_8071	fake_vsgs	971226	971920	.	695	1385	1942	1507	2063	2	14	69	51	5	12	90	34	5	8	83	18	3	56	126	18
NA_peak_8072	fake_vsgs	972046	972410	.	365	453	528	469	1534	8	21	48	12	14	54	17	1	6	47	8	4	13	82	136	0
NA_peak_8073	fake_vsgs	975884	976208	.	325	4458	6095	4224	4713	0	0	61	132	0	0	18	135	0	0	22	67	0	0	47	121
NA_peak_8074	fake_vsgs	979929	980298	.	370	160	477	484	703	9	4	0	0	16	26	0	0	14	18	0	0	27	34	1	0
NA_peak_8075	fake_vsgs	988568	989599	.	1032	421	786	825	761	14	1	0	0	14	6	0	0	14	17	0	0	18	5	0	0
NA_peak_8076	fake_vsgs	989900	990215	.	316	187	334	291	235	0	0	11	11	0	0	31	8	0	0	24	8	0	0	25	6
NA_peak_8077	fake_vsgs	1000808	1001326	.	519	127	248	208	137	0	0	3	6	0	0	16	11	0	0	2	0	0	0	7	1
NA_peak_8078	fake_vsgs	1001553	1002008	.	456	43	68	115	188	5	2	0	0	4	0	0	0	3	5	1	0	5	4	1	0
NA_peak_8079	fake_vsgs	1002344	1003344	.	1001	209	714	483	1162	0	0	6	2	0	0	31	2	0	0	18	0	0	0	49	0
NA_peak_8080	fake_vsgs	1007057	1008399	.	1343	2075	4309	3641	4460	56	31	0	0	96	52	0	0	59	53	0	0	97	59	0	0
NA_peak_8081	fake_vsgs	1010153	1011146	.	994	155	403	240	505	1	0	9	4	0	0	9	2	0	0	8	5	0	1	8	5
NA_peak_8082	fake_vsgs	1011812	1012284	.	473	216	446	323	485	0	0	2	5	0	0	4	10	0	0	0	8	0	0	8	17
NA_peak_8083	fake_vsgs	1015686	1016062	.	377	260	421	490	552	30	16	2	0	12	52	0	4	10	73	1	0	20	72	1	0
NA_peak_8084	fake_vsgs	1017241	1017649	.	409	209	421	480	523	23	17	3	0	10	48	0	6	2	68	2	0	17	77	0	0
NA_peak_8085	fake_vsgs	1020486	1020792	.	307	35	62	53	48	4	1	0	0	2	7	0	0	0	12	0	0	1	7	0	0
NA_peak_8086	fake_vsgs	1021040	1021372	.	333	45	158	113	185	1	0	0	0	1	2	0	0	0	4	0	0	3	2	0	0
NA_peak_8087	fake_vsgs	1024136	1024558	.	423	501	526	430	720	0	0	2	2	0	0	2	4	0	0	1	0	0	0	6	0
NA_peak_8088	fake_vsgs	1026480	1026894	.	415	64	251	201	179	3	7	0	0	7	23	0	1	9	12	0	1	4	25	0	0
NA_peak_8089	fake_vsgs	1027246	1027773	.	528	319	545	318	398	0	4	6	7	0	0	19	1	0	0	19	0	0	0	30	2
NA_peak_8090	fake_vsgs	1035322	1036279	.	958	2486	5866	4866	4675	27	83	0	0	64	161	0	0	45	153	0	0	53	140	0	0
NA_peak_8091	fake_vsgs	1037170	1037791	.	622	193	609	456	647	4	4	0	0	17	25	0	0	14	16	0	0	31	24	0	0
NA_peak_8092	fake_vsgs	1042634	1043938	.	1305	627	2078	1362	1851	5	8	54	3	7	15	145	4	6	3	164	1	10	17	163	1
NA_peak_8093	fake_vsgs	1044616	1045086	.	471	11	50	46	181	0	0	0	0	0	2	0	0	0	1	0	0	10	3	1	0
NA_peak_8094	fake_vsgs	1045175	1045509	.	335	54	155	135	143	0	2	0	0	3	2	0	0	0	6	0	0	6	12	1	0
NA_peak_8095	fake_vsgs	1049153	1049599	.	447	981	1522	1839	2625	0	28	98	3	3	27	131	5	1	25	194	4	2	86	197	1
NA_peak_8096	fake_vsgs	1052040	1053090	.	1051	1064	2599	1923	2063	19	13	0	0	37	41	0	0	24	23	0	0	36	35	0	0
NA_peak_8097	fake_vsgs	1054375	1054758	.	384	897	1833	2227	2129	69	43	0	0	1	136	0	0	0	155	0	0	3	152	0	0
NA_peak_8098	fake_vsgs	1055416	1056212	.	797	660	2771	1097	1526	32	0	0	39	121	0	0	115	48	1	0	63	81	1	0	75
NA_peak_8099	fake_vsgs	1058876	1059386	.	511	371	850	573	440	13	7	0	0	0	34	0	0	0	17	0	0	6	8	0	0
NA_peak_8100	fake_vsgs	1061205	1062364	.	1160	1336	2316	1978	3136	15	27	0	0	29	44	0	0	14	48	0	0	43	66	0	0
NA_peak_8101	fake_vsgs	1066508	1066854	.	347	247	384	212	445	0	0	11	5	0	0	20	3	0	0	12	3	0	0	42	4
NA_peak_8102	fake_vsgs	1072661	1073035	.	375	247	398	326	269	1	1	0	0	1	2	0	0	7	1	0	0	0	2	0	0
NA_peak_8103	fake_vsgs	1074982	1075643	.	662	196	345	192	335	0	0	1	1	0	0	8	1	0	0	7	0	0	0	10	0
NA_peak_8104	fake_vsgs	1076446	1077394	.	949	561	1484	1029	1324	0	0	9	5	0	3	52	7	0	0	32	5	0	13	37	5
NA_peak_8105	fake_vsgs	1079700	1080699	.	1000	25	134	79	94	1	1	0	0	2	9	0	0	0	7	0	1	1	7	0	0
NA_peak_8106	fake_vsgs	1081744	1082312	.	569	50	277	196	246	7	3	0	0	25	23	0	0	7	9	0	0	30	16	0	0
NA_peak_8107	fake_vsgs	1086476	1086824	.	349	290	978	1010	0	0	45	0	0	1	102	0	0	0	102	0	0	0	0	0	0
NA_peak_8108	fake_vsgs	1094678	1095358	.	681	1702	2460	2233	2641	0	0	26	44	1	0	118	2	0	0	95	0	0	0	105	2
NA_peak_8109	fake_vsgs	1097029	1097428	.	400	33	103	154	141	3	1	0	0	4	2	0	0	2	15	0	0	7	3	0	0
NA_peak_8110	fake_vsgs	1097779	1098999	.	1221	386	763	1079	1033	10	12	0	0	11	4	0	0	7	15	0	0	15	8	0	0
NA_peak_8111	fake_vsgs	1100774	1101256	.	483	701	1035	675	932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_8112	fake_vsgs	1103849	1104474	.	626	237	614	309	437	0	0	6	7	0	0	19	11	0	0	13	2	0	0	32	0
NA_peak_8113	fake_vsgs	1105910	1106494	.	585	24	111	89	138	0	0	0	0	1	3	0	0	0	3	0	0	0	5	0	0
NA_peak_8114	fake_vsgs	1109943	1110617	.	675	522	942	631	819	0	0	11	17	0	0	22	6	0	0	17	1	0	0	23	2
NA_peak_8115	fake_vsgs	1114546	1114995	.	450	29	74	47	121	0	0	1	1	1	0	1	0	0	1	0	0	3	1	5	0
NA_peak_8116	fake_vsgs	1116741	1117157	.	417	112	367	245	360	0	2	0	0	0	3	0	0	1	0	0	0	0	0	1	0
NA_peak_8117	fake_vsgs	1118871	1120075	.	1205	391	1146	1370	1504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_8118	fake_vsgs	1124088	1124582	.	495	392	431	513	426	9	14	0	0	0	15	0	0	0	12	0	0	5	13	0	0
NA_peak_8119	fake_vsgs	1128182	1129252	.	1071	522	1464	1091	2405	8	24	34	2	8	61	4	1	5	49	1	0	19	136	145	0
NA_peak_8120	fake_vsgs	1136126	1136824	.	699	528	711	607	789	6	11	0	0	8	4	0	0	10	3	0	0	6	6	0	0
NA_peak_8121	fake_vsgs	1138051	1138377	.	327	162	298	356	42	17	4	0	0	32	10	0	0	55	19	0	0	1	6	0	0
NA_peak_8122	fake_vsgs	1139314	1139860	.	547	22	126	287	132	1	3	0	0	1	7	0	0	4	17	0	0	6	6	0	0
NA_peak_8123	fake_vsgs	1143006	1143656	.	651	132	235	344	342	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_8124	fake_vsgs	1148039	1148688	.	650	486	1116	817	1217	15	24	0	0	44	22	0	0	28	12	0	0	44	29	0	0
NA_peak_8125	fake_vsgs	1148998	1149499	.	502	179	383	282	361	0	0	11	7	0	0	18	0	0	0	16	0	0	0	14	0
NA_peak_8126	fake_vsgs	1149940	1150290	.	351	89	170	42	357	1	14	14	0	3	18	0	0	0	4	0	0	2	39	32	0
NA_peak_8127	fake_vsgs	1158016	1158331	.	316	78	184	209	193	0	0	8	6	2	0	19	1	0	0	21	0	0	0	19	0
NA_peak_8128	fake_vsgs	1165985	1166588	.	604	980	2704	1416	2600	14	40	1	1	2	117	8	0	0	66	3	1	16	126	1	0
NA_peak_8129	fake_vsgs	1171952	1172559	.	608	6	9	13	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
NA_peak_8130	fake_vsgs	1179682	1180006	.	325	26	38	81	116	2	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0
NA_peak_8131	fake_vsgs	1186644	1187422	.	779	511	647	711	902	3	30	0	0	0	31	0	0	0	29	0	0	9	28	0	0
NA_peak_8132	fake_vsgs	1188079	1188591	.	513	590	692	863	1049	10	2	0	0	2	20	0	0	1	23	0	0	7	28	0	0
NA_peak_8133	fake_vsgs	1197040	1197399	.	360	104	192	81	260	4	4	0	1	6	5	0	0	0	5	0	0	4	23	0	0
NA_peak_8134	fake_vsgs	1198634	1199338	.	705	1409	2177	1982	2941	8	82	71	3	4	64	0	2	0	71	0	0	2	109	0	0
NA_peak_8135	fake_vsgs	1210508	1210907	.	400	240	202	334	247	5	4	0	0	0	8	1	1	2	9	0	0	4	10	2	0
NA_peak_8136	fake_vsgs	1212823	1213658	.	836	386	677	348	705	0	12	50	6	0	2	48	1	0	0	31	0	0	11	59	1
NA_peak_8137	fake_vsgs	1221680	1222094	.	415	355	766	117	529	0	0	1	14	0	0	0	40	0	0	0	0	0	0	0	18
NA_peak_8138	fake_vsgs	1228959	1229734	.	776	2930	5119	3791	2804	2	0	123	38	0	0	158	17	0	0	122	3	0	0	92	8
NA_peak_8139	fake_vsgs	1236319	1237202	.	884	228	804	419	463	1	0	4	2	0	0	23	16	2	0	10	13	1	1	10	8
NA_peak_8140	fake_vsgs	1243068	1243511	.	444	170	248	255	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_8141	fake_vsgs	1244393	1244917	.	525	217	719	577	867	8	12	0	0	3	49	0	0	1	43	0	0	10	56	0	0
NA_peak_8142	fake_vsgs	1247121	1247983	.	863	632	1139	1542	1669	15	14	0	0	12	29	0	0	6	50	0	0	19	52	0	0
NA_peak_8143	fake_vsgs	1249803	1250258	.	456	8	34	7	32	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0
NA_peak_8144	fake_vsgs	1261674	1262530	.	857	450	5638	3591	3091	22	0	0	0	193	0	0	0	142	1	0	0	137	1	0	0
NA_peak_8145	fake_vsgs	1262685	1263872	.	1188	1359	3237	1929	2671	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NA_peak_8146	fake_vsgs	1268442	1269713	.	1272	3235	9087	5039	5207	2	0	75	116	0	0	161	195	0	0	144	73	0	0	63	163
NA_peak_8147	fake_vsgs	1277240	1277978	.	739	949	1293	798	1282	0	0	3	2	0	0	5	0	0	0	5	0	0	0	3	1
NA_peak_8148	fake_vsgs	1280599	1280938	.	340	136	170	200	237	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0
NA_peak_8149	fake_vsgs	1284758	1285125	.	368	495	121	39	1681	0	33	28	1	0	7	8	1	0	4	2	0	0	116	119	0
NA_peak_8150	fake_vsgs	1286014	1286569	.	556	32	152	174	163	0	0	2	2	0	0	11	0	0	0	7	0	0	0	14	0
NA_peak_8151	fake_vsgs	1288739	1289424	.	686	98	235	206	405	5	6	1	0	3	2	2	0	1	6	5	2	5	7	11	9
NA_peak_8152	fake_vsgs	1291500	1292741	.	1242	2211	4144	3543	4354	127	10	0	0	80	68	0	0	83	43	0	0	135	47	0	0
NA_peak_8153	fake_vsgs	1293594	1294136	.	543	809	1648	1180	1481	26	23	0	0	33	35	0	0	35	34	0	0	39	40	0	0
