# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-T" "16" "-F" "SAF" "-a" "G.SAF" "-o" "G_counts.txt" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_RR.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_06/res4/BSF_06/BSF_06_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_07/res4/BSF_07/BSF_07_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_08/res4/BSF_08/BSF_08_sorted_RR.bam
NA_peak_300_R_Tb927.1.1530	Tb927_01_v5.1	392619	393159	.	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_302_G_Tb927.1.1550	Tb927_01_v5.1	398936	399820	.	885	197	536	391	469	402	223	229	3	6	1	0	18	0	6	10	12	0	3	10	12	0	1	15	5	9	2	3	0	9	0	1	1	11	6	0
NA_peak_303_G_Tb927.1.1580	Tb927_01_v5.1	404732	405499	.	768	1413	16	15	8	2073	3504	1474	43	15	38	37	0	0	2	0	0	0	0	0	0	0	0	0	61	1	0	58	110	1	0	98	43	2	3	61
NA_peak_304_G_Tb927.1.1610	Tb927_01_v5.1	411523	412973	.	1451	714	906	160	271	1749	924	1028	22	8	11	14	11	17	19	11	1	2	7	1	2	1	9	2	26	23	9	24	6	9	4	14	19	17	10	19
NA_peak_305_G_Tb927.1.1680	Tb927_01_v5.1	424653	425440	.	788	77	11	2	6	722	456	654	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	4	23	11	6	0	17	5	0	13	19	11	2
NA_peak_309_G_Tb927.1.1840	Tb927_01_v5.1	475224	477423	.	2200	3736	257	157	65	4396	3365	4990	119	10	14	81	5	0	0	8	4	0	1	8	0	0	0	3	39	29	32	46	29	32	18	31	32	49	49	47
NA_peak_310_G_Tb927.1.1850	Tb927_01_v5.1	481815	482566	.	752	1484	8	4	27	4984	2616	3801	1	82	88	0	0	0	0	0	0	0	0	0	0	0	0	0	1	168	195	0	0	119	107	0	8	142	167	1
NA_peak_311_G_Tb927.1.1850	Tb927_01_v5.1	483346	484680	.	1335	613	2790	2583	2551	864	713	870	11	3	16	13	67	0	14	65	56	2	16	53	56	0	13	48	1	15	15	1	1	17	11	0	2	24	25	0
NA_peak_313_G_Tb927.1.1920	Tb927_01_v5.1	500014	500826	.	813	2728	2469	1988	2070	5871	5170	5771	47	79	0	18	37	105	97	0	17	102	112	0	12	128	119	0	128	108	0	94	176	35	0	138	165	74	0	134
NA_peak_317_G_Tb927.1.1980	Tb927_01_v5.1	516740	517846	.	1107	2237	1011	231	447	8430	8977	6957	68	1	11	76	17	0	0	30	1	0	0	1	1	0	1	1	204	6	33	178	227	11	36	190	163	8	27	165
NA_peak_318_G_Tb927.1.2040	Tb927_01_v5.1	520700	521545	.	846	1914	2	3	2	12536	11682	11750	33	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	32	0	0	359	38	0	0	357	47	0	0
NA_peak_323_G_Tb927.1.2120	Tb927_01_v5.1	542546	543378	.	833	2664	40	38	29	8071	8735	4184	3	73	10	2	1	0	1	2	2	0	0	0	0	0	0	2	1	196	35	1	0	207	49	0	0	101	61	0
NA_peak_324_G_Tb927.1.2120	Tb927_01_v5.1	543479	545909	.	2431	707	563	101	134	1034	1402	1586	11	8	2	2	7	0	1	3	5	0	1	0	3	0	0	0	17	5	0	4	21	5	2	5	17	16	5	0
NA_peak_325_R_Tb927.1.2120	Tb927_01_v5.1	545542	545807	.	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_328_G_Tb927.1.2260	Tb927_01_v5.1	566436	567417	.	982	282	788	662	757	377	531	56	4	6	1	2	13	0	4	15	12	0	7	14	10	1	7	19	0	6	14	5	0	14	12	1	0	0	3	0
NA_peak_334_R_Tb927.1.2450	Tb927_01_v5.1	594094	594509	.	416	0	7	22	17	9	9	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_335_R_Tb927.1.2450	Tb927_01_v5.1	595367	595706	.	340	0	10	12	17	7	6	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_336_R_Tb927.1.2470	Tb927_01_v5.1	595815	596579	.	765	2	36	23	34	14	16	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_337_R_Tb927.1.2490	Tb927_01_v5.1	598545	598769	.	225	0	19	13	16	8	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_338_R_Tb927.1.2510	Tb927_01_v5.1	599419	599626	.	208	4	18	9	19	5	15	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_339_R_Tb927.1.2510	Tb927_01_v5.1	600042	600548	.	507	0	26	23	32	9	15	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_340_R_Tb927.1.2530	Tb927_01_v5.1	601714	602071	.	358	0	14	18	27	9	4	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_341_R_Tb927.1.2550	Tb927_01_v5.1	602185	602437	.	253	0	8	3	2	9	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_342_G_Tb927.1.2580	Tb927_01_v5.1	608427	609262	.	836	598	1494	949	869	6360	2035	3530	15	9	17	10	98	0	4	94	64	0	1	71	63	0	2	68	223	6	24	173	67	2	5	63	142	18	34	105
NA_peak_343_G_Tb927.1.2700	Tb927_01_v5.1	622674	624034	.	1361	8595	384	298	170	16986	11037	18745	201	120	114	103	7	11	2	5	2	6	3	2	2	3	3	0	314	141	102	175	221	39	31	138	659	102	74	383
NA_peak_346_G_Tb927.1.2780	Tb927_01_v5.1	637077	637821	.	745	119	3	10	13	308	306	307	1	5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	7	3	2	4	4	7	10	4	3	15	10	1
NA_peak_347_G_Tb927.1.2820	Tb927_01_v5.1	640045	641248	.	1204	3089	92	69	124	4253	3019	3985	97	14	18	54	3	1	1	0	2	0	0	0	1	0	0	2	61	49	56	38	35	25	55	19	65	52	66	34
NA_peak_348_G_Tb927.1.2850	Tb927_01_v5.1	644040	645246	.	1207	2582	75	92	80	3891	2624	3557	85	9	11	62	1	1	3	0	0	1	2	0	0	1	0	1	66	47	43	80	35	39	40	24	61	36	62	56
NA_peak_349_R_Tb927.1.2850	Tb927_01_v5.1	644647	644868	.	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_350_G_Tb927.1.2880	Tb927_01_v5.1	648038	649249	.	1212	2325	68	67	69	3551	2341	3246	77	11	6	46	0	4	0	0	5	0	0	0	1	0	0	1	59	34	17	52	27	29	14	16	70	35	23	38
NA_peak_351_R_Tb927.1.2880	Tb927_01_v5.1	648632	648955	.	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_354_G_Tb927.1.2985	Tb927_01_v5.1	663420	664626	.	1207	1413	393	234	205	2568	2290	1605	11	30	41	13	4	1	1	5	4	2	0	6	0	4	1	1	16	19	49	16	21	19	38	17	25	10	21	21
NA_peak_357_G_Tb927.1.3030	Tb927_01_v5.1	671491	672543	.	1053	35	28	6	7	167	21	105	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	4	0	0	0	0	0	1	6	0
NA_peak_359_G_Tb927.1.3070	Tb927_01_v5.1	676984	677844	.	861	2320	563	301	324	6981	480	4718	24	49	66	36	9	0	3	28	10	2	2	13	10	0	1	12	1	160	253	0	0	18	15	1	6	127	156	0
NA_peak_360_G_Tb927.1.3110	Tb927_01_v5.1	677988	678941	.	954	1354	53	15	61	5767	3033	7174	73	3	2	39	0	1	0	2	0	0	1	1	0	0	0	1	191	2	3	145	103	1	3	71	251	2	6	183
NA_peak_361_G_Tb927.1.3130	Tb927_01_v5.1	683358	684702	.	1345	4835	1041	336	415	14642	11790	8789	173	25	1	76	38	13	0	0	21	1	0	0	23	0	0	0	300	23	0	177	257	26	1	143	195	7	3	133
NA_peak_362_G_Tb927.1.3200	Tb927_01_v5.1	690367	691364	.	998	38	58	41	37	87	48	53	2	0	0	1	0	0	1	1	0	0	0	2	0	0	0	0	0	1	6	0	0	1	2	0	0	3	2	0
NA_peak_368_G_Tb927.1.3270	Tb927_01_v5.1	711719	712353	.	635	1087	469	92	114	2016	2016	5973	0	24	23	7	0	0	8	8	0	0	0	1	0	0	1	1	0	39	41	22	0	43	50	29	0	186	207	26
NA_peak_369_G_Tb927.1.3270	Tb927_01_v5.1	712634	713578	.	945	3791	2596	83	47	7351	4303	2646	19	52	8	9	5	38	2	4	0	0	0	1	1	1	0	1	17	85	44	9	18	44	10	7	12	40	15	8
NA_peak_370_G_Tb927.1.3290	Tb927_01_v5.1	717148	717986	.	839	131	162	29	30	636	84	148	8	1	5	9	3	9	4	0	0	3	1	0	0	1	0	0	12	2	6	6	4	0	1	3	9	0	4	5
NA_peak_373_G_Tb927.1.3400	Tb927_01_v5.1	731082	733016	.	1935	4625	5954	2308	1761	8297	7180	8293	35	46	68	27	22	77	106	8	14	30	40	0	8	23	44	2	84	41	48	104	78	16	24	132	102	13	23	134
NA_peak_374_G_Tb927.1.3450	Tb927_01_v5.1	734483	736984	.	2502	2463	262	29	13	4565	1847	4885	39	25	18	24	1	6	3	2	0	0	0	0	0	0	0	0	86	6	6	40	34	4	2	20	79	9	15	52
NA_peak_377_G_Tb927.1.3550	Tb927_01_v5.1	756490	757902	.	1413	89	19	12	0	187	126	88	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	6	0	0	1	7	0	0	0	2	0	0
NA_peak_378_G_Tb927.1.3550	Tb927_01_v5.1	756494	758545	.	2052	1687	364	192	122	2392	1977	1263	0	0	25	24	0	0	9	2	0	0	3	0	0	0	1	0	0	0	45	38	0	0	26	40	0	0	14	14
NA_peak_394_G_Tb927.1.3840	Tb927_01_v5.1	818871	821023	.	2153	9026	4533	3005	1924	13233	12516	13042	62	112	165	75	54	0	16	114	34	1	3	64	12	0	3	44	95	87	125	86	75	94	129	64	97	91	140	90
NA_peak_395_G_Tb927.1.3860	Tb927_01_v5.1	824633	827512	.	2880	16899	209	426	111	16457	15891	19345	179	65	102	176	1	0	3	0	7	0	1	5	1	1	1	0	129	64	71	112	109	66	72	95	145	68	124	138
NA_peak_397_G_Tb927.1.3880	Tb927_01_v5.1	831831	832449	.	619	32	5	4	16	86	20	206	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	1	1	0	0	1	12	1	0
NA_peak_398_G_Tb927.1.3880	Tb927_01_v5.1	833172	834068	.	897	399	982	9	33	1795	1074	1549	3	29	14	3	4	44	33	0	0	0	0	0	0	1	0	0	3	69	64	4	3	35	46	1	4	59	55	5
NA_peak_399_G_Tb927.1.3940	Tb927_01_v5.1	838819	840831	.	2013	3748	375	252	273	8052	4743	6170	40	41	33	29	6	2	5	7	5	1	0	5	7	0	2	3	60	78	94	57	35	66	56	23	82	68	77	51
NA_peak_402_G_Tb927.1.4050	Tb927_01_v5.1	859440	860547	.	1108	2953	1559	1585	1622	4446	2575	2253	67	33	50	75	28	0	4	38	25	0	1	64	29	0	3	45	2	89	126	0	0	54	69	0	3	61	70	2
NA_peak_403_G_Tb927.1.4100	Tb927_01_v5.1	863242	865031	.	1790	489	275	33	16	1288	1259	1261	2	9	9	2	0	9	7	0	0	1	0	0	0	0	0	0	33	11	1	25	28	6	3	18	26	0	6	31
NA_peak_407_G_Tb927.1.4280	Tb927_01_v5.1	883608	884435	.	828	170	10	26	28	317	254	190	1	1	5	17	0	0	0	0	0	1	0	0	0	0	0	0	2	8	9	4	4	10	11	2	5	1	5	2
NA_peak_408_G_Tb927.1.4370	Tb927_01_v5.1	905199	906300	.	1102	164	541	106	89	362	119	210	2	3	2	0	15	10	7	10	1	1	3	1	1	1	1	0	3	8	4	1	1	4	3	0	1	7	4	0
NA_peak_409_G_Tb927.1.4410	Tb927_01_v5.1	911196	912616	.	1421	2146	2204	375	138	7299	5226	4649	57	6	26	46	50	1	9	59	3	0	3	5	6	0	1	1	114	22	56	122	62	28	46	80	44	50	75	32
NA_peak_410_G_Tb927.1.4420	Tb927_01_v5.1	912984	915443	.	2460	1900	226	362	175	12497	7346	10712	40	24	35	34	4	2	2	4	9	1	3	5	4	0	0	1	190	32	43	222	103	34	36	152	189	49	73	186
NA_peak_412_G_Tb927.1.4450	Tb927_01_v5.1	920766	922190	.	1425	4788	2759	1158	885	7513	9141	7745	39	75	74	30	68	3	9	38	19	1	9	21	19	0	6	12	8	147	144	5	1	134	168	0	8	127	142	1
NA_peak_413_R_Tb927.1.4580	Tb927_01_v5.1	947986	948198	.	213	2482	1728	1120	1179	2330	2162	2776	0	32	9	2	0	161	2	0	0	131	1	0	0	130	1	0	0	15	0	1	0	0	0	0	0	0	0	0
NA_peak_414_R_Tb927.1.4600	Tb927_01_v5.1	950702	950908	.	207	2793	100	43	22	2701	2522	3397	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_418_G_Tb927.1.4780	Tb927_01_v5.1	980399	981621	.	1223	3491	137	88	188	7083	3801	5329	100	8	15	109	2	0	1	2	2	1	2	0	4	0	0	4	118	68	73	95	49	44	49	38	93	66	58	78
NA_peak_419_G_Tb927.1.4830	Tb927_01_v5.1	987253	989280	.	2028	1247	3984	4251	5161	1912	1253	1707	16	22	20	9	84	2	23	78	94	6	28	76	104	3	27	84	11	25	29	6	2	29	17	4	10	41	37	0
NA_peak_420_R_Tb927.1.4830	Tb927_01_v5.1	987973	988412	.	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_423_G_Tb927.1.4970	Tb927_01_v5.1	1001339	1002535	.	1197	2598	10	4	3	10703	8445	6316	79	12	10	87	0	0	0	0	0	0	0	0	0	0	0	0	205	49	69	208	172	45	62	175	115	97	97	111
NA_peak_427_G_Tb927.1.5060	Tb927_01_v5.1	1014168	1014954	.	787	446	475	50	36	1211	1184	912	0	3	13	3	3	0	0	4	0	0	0	1	0	0	0	2	0	2	9	8	0	4	6	4	2	7	5	3
NA_peak_450_G_Tb927.2.170	Tb927_02_v5.1	16181	17679	.	1499	616	363	153	172	656	637	889	18	15	1	1	26	2	6	0	10	0	1	0	11	0	2	0	8	7	14	12	13	3	12	6	19	2	16	15
NA_peak_455_G_Tb927.2.240	Tb927_02_v5.1	24995	26705	.	1711	6904	741	403	159	9084	7304	8595	23	62	238	45	2	2	22	23	0	5	13	3	1	0	4	5	46	65	181	96	33	57	164	70	64	75	188	91
NA_peak_461_G_Tb927.2.280	Tb927_02_v5.1	34422	35209	.	788	1212	206	64	139	1673	1443	2141	11	12	36	50	0	2	8	0	0	0	1	0	1	0	5	0	7	7	37	67	9	7	33	71	6	12	50	95
NA_peak_466_G_Tb927.2.340	Tb927_02_v5.1	46105	46992	.	888	6387	1293	138	124	10701	7526	8612	135	238	145	143	4	87	25	0	1	9	6	2	2	5	3	2	204	208	86	283	126	107	56	254	190	123	111	204
NA_peak_471_G_Tb927.2.370	Tb927_02_v5.1	55199	57063	.	1865	9634	5969	4101	4351	10395	9182	10476	54	29	92	104	28	105	19	132	12	74	8	101	31	71	15	118	47	33	35	91	51	22	46	50	74	44	65	80
NA_peak_482_G_Tb927.2.450	Tb927_02_v5.1	77089	77962	.	874	5897	2854	327	245	13348	10880	9405	50	38	165	119	12	3	33	1	2	2	9	0	1	2	10	2	130	45	160	289	165	17	70	279	109	36	130	251
NA_peak_488_G_Tb927.2.470	Tb927_02_v5.1	86815	87706	.	892	4430	1667	168	141	8203	6060	6117	72	107	152	122	1	53	31	0	2	8	3	2	0	13	3	5	262	94	106	316	271	68	47	286	196	89	117	216
NA_peak_496_G_Tb927.2.560	Tb927_02_v5.1	108167	110202	.	2036	4555	1672	658	209	6955	5758	8010	20	52	47	9	3	8	5	1	1	6	1	0	0	2	0	0	25	110	6	4	43	66	4	5	43	97	3	10
NA_peak_503_G_Tb927.2.680	Tb927_02_v5.1	124788	125118	.	331	2118	1405	800	290	2326	2603	3237	5	1	10	12	11	1	15	4	11	0	5	4	2	0	1	3	1	3	8	24	0	1	7	12	0	1	11	26
NA_peak_507_G_Tb927.2.690	Tb927_02_v5.1	128771	130082	.	1312	512	24	25	22	816	999	1161	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	5	3	8	3	2	5	10	3	9	5	9
NA_peak_519_G_Tb927.2.900	Tb927_02_v5.1	151936	153439	.	1504	7966	1902	362	608	7634	6097	7398	171	59	103	190	36	0	3	30	10	0	1	4	10	1	4	9	159	66	49	59	112	73	53	60	115	71	57	44
NA_peak_525_G_Tb927.2.950	Tb927_02_v5.1	163098	164378	.	1281	349	64	40	45	773	698	1059	0	3	2	0	0	1	0	0	1	0	0	0	0	2	0	0	5	3	2	2	1	2	1	1	3	2	1	2
NA_peak_531_G_Tb927.2.1045	Tb927_02_v5.1	173155	174104	.	950	6786	9594	7113	5592	8983	9163	12078	51	9	40	34	0	8	103	4	0	4	77	2	1	5	67	4	113	0	9	40	116	0	3	32	147	0	11	55
NA_peak_533_G_Tb927.2.1080	Tb927_02_v5.1	179087	180796	.	1710	4260	378	208	107	5796	4632	5461	18	56	53	50	4	2	1	0	1	3	0	0	1	1	0	0	31	50	10	4	24	42	8	3	49	68	9	10
NA_peak_547_G_Tb927.2.1170	Tb927_02_v5.1	204990	206281	.	1292	5216	431	642	204	10753	6126	8732	117	140	74	68	7	4	6	15	33	1	5	36	1	7	1	0	136	85	75	135	68	65	44	68	154	97	81	152
NA_peak_551_G_Tb927.2.1180	Tb927_02_v5.1	209427	210565	.	1139	4372	90	55	50	8918	8394	13150	63	30	49	39	1	1	0	3	0	0	0	1	1	0	0	0	138	29	24	78	111	22	38	85	101	33	48	149
NA_peak_552_G_Tb927.2.1180	Tb927_02_v5.1	210702	211558	.	857	4945	731	406	195	8483	7649	8101	165	81	54	95	7	63	25	1	1	16	12	0	0	7	2	1	258	54	66	187	222	72	55	175	217	44	103	163
NA_peak_556_G_Tb927.2.1210	Tb927_02_v5.1	219395	221356	.	1962	2447	891	393	115	3701	3214	4402	33	26	51	49	0	4	15	1	0	0	11	0	0	0	0	1	45	32	51	52	53	17	13	34	29	41	32	69
NA_peak_557_R_Tb927.2.1210	Tb927_02_v5.1	219966	220478	.	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_563_G_Tb927.2.1250	Tb927_02_v5.1	229629	231132	.	1504	7673	1202	348	326	9749	10444	8758	107	38	87	158	23	3	7	24	6	0	3	14	5	0	2	2	96	30	82	97	121	31	68	167	107	42	74	106
NA_peak_593_G_Tb927.2.1760	Tb927_02_v5.1	327125	329065	.	1941	3819	4142	2874	1515	8009	6792	7380	62	8	6	23	64	0	5	35	22	1	2	21	9	0	0	8	124	15	1	46	130	6	0	59	114	8	15	55
NA_peak_597_G_Tb927.2.1860	Tb927_02_v5.1	349826	351363	.	1538	1210	385	17	22	4354	3883	4943	6	24	26	3	0	13	6	1	0	0	0	0	1	0	0	0	8	92	79	3	2	84	64	0	4	78	87	1
NA_peak_608_G_Tb927.2.2060	Tb927_02_v5.1	387598	388890	.	1293	170	764	603	480	292	151	563	6	1	0	2	3	27	30	0	2	20	20	0	0	23	17	1	4	0	0	11	7	0	0	4	24	0	1	24
NA_peak_610_G_Tb927.2.2090	Tb927_02_v5.1	397550	398820	.	1271	689	2632	835	906	1881	1191	1037	11	14	15	15	6	100	112	0	4	44	56	0	3	37	57	0	36	12	22	31	31	2	6	34	24	5	3	24
NA_peak_611_G_Tb927.2.2140	Tb927_02_v5.1	408099	408887	.	789	1744	10	1	3	2192	3268	2537	40	1	0	42	0	1	0	0	0	0	0	0	0	0	0	0	41	6	1	52	58	10	0	98	61	12	2	82
NA_peak_612_G_Tb927.2.2190	Tb927_02_v5.1	415749	416669	.	921	5056	2188	1340	980	17528	23484	20527	135	0	21	264	0	0	133	5	0	0	83	4	0	0	56	4	389	0	24	329	493	0	8	419	509	1	18	449
