GeneID	Chromosome	CDS start	CDS end	PCF1r	PCF2r	PCF3r	slBF1r	slBF2r	slBF3r	cBF1r	cBF2r	cBF3r	PCF1m	PCF2m	PCF3m	slBF1m	slBF2m	slBF3m	cBF1m	cBF2m	cBF3m	Percent Multialigners	Annotation source	is Pseudogene	Functional category	Prodcut description
Tb927.7.360	Tb927_07_v4	67120	65972	8.4	7.7	7.9	15.2	15.1	13.7	51.7	21.0	17.4	144.3	111.7	104.3	260.3	238.3	232.0	226.7	227.2	177.9	88.8	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.3600	Tb927_07_v4	938288	937611	93.2	90.6	136.5	98.5	145.3	135.4	199.5	128.5	95.4	356.9	553.1	420.3	417.1	259.8	245.7	506.6	429.8	223.9	0.8	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.3610	Tb927_07_v4	940058	938793	238.0	248.3	245.3	642.7	935.7	914.0	285.6	337.5	287.4	880.0	1135.5	869.5	1483.8	1246.5	1220.5	979.2	1009.6	888.1	1.3	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.3620	Tb927_07_v4	942837	940744	2099.2	1477.8	1541.3	810.9	597.6	604.3	644.6	1203.6	894.7	1401.0	1391.1	1663.1	1007.6	1000.1	1101.2	724.8	1243.4	1535.3	0.3	TriTrypDB V5.0	No	Translation	"tyrosyl-tRNA synthetase, putative"
Tb927.7.3630	Tb927_07_v4	946155	944569	180.3	287.9	247.9	917.8	871.1	782.4	996.9	925.7	1502.9	637.9	880.7	811.0	1230.8	1293.7	1334.0	1362.2	1369.4	2463.7	0.5	TriTrypDB V5.0	No	Protein folding	"TPR-repeat-containing chaperone protein DNAJ, putative"
Tb927.7.3640	Tb927_07_v4	949136	948081	106.2	123.4	64.5	137.5	269.5	169.5	125.7	126.8	144.7	610.5	785.7	611.3	1148.3	958.9	961.7	854.3	706.6	842.1	0.7	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.3650	Tb927_07_v4	952967	951054	247.8	419.0	137.9	283.7	349.2	238.4	338.9	297.8	225.5	496.2	189.1	137.4	191.3	881.7	600.0	140.7	169.6	182.7	0.6	TriTrypDB V5.0	No	Phosphorylation	"protein kinase, putative"
Tb927.7.3660	Tb927_07_v4	957459	955510	28.0	41.8	35.3	440.8	253.4	198.8	69.4	89.3	25.0	210.7	200.3	200.2	589.6	569.4	560.1	185.8	223.6	258.9	0.8	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.3670	Tb927_07_v4	960520	958559	146.3	193.0	141.2	451.0	415.9	415.4	291.4	263.4	219.3	328.1	324.9	323.9	484.4	544.8	694.5	417.9	373.4	486.4	0.8	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.3680	Tb927_07_v4	961748	961287	2793.3	531.2	1976.7	1103.7	473.4	669.2	1160.5	1682.8	1269.7	12920.3	12630.3	11172.5	7156.4	4726.2	3433.9	6375.0	7782.9	3198.3	29.2	TriTrypDB V5.0	No	Translation	"ubiquitin/ribosomal protein S27a, putative"
Tb927.7.3690	Tb927_07_v4	963241	962765	11.0	14.3	11.8	8.7	10.1	11.1	7.5	11.5	12.1	169.0	83.9	68.2	111.3	194.2	243.5	94.6	87.5	102.3	65.9	TriTrypDB V5.0	No	Unknown: Tb-specific	hypothetical protein
Tb927.7.370	Tb927_07_v4	68038	67568	25.2	21.0	17.2	22.6	22.2	6.2	28.3	29.0	47.1	210.8	242.9	165.6	359.3	204.1	186.8	437.7	245.3	188.6	97.7	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.3700	Tb927_07_v4	965622	964705	259.3	134.8	203.6	362.9	419.9	488.9	494.3	644.1	549.0	247.4	148.5	141.2	159.0	574.9	517.0	122.8	202.3	234.9	0.6	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.3710	Tb927_07_v4	967801	966383	137.8	161.1	154.0	265.5	302.8	235.1	309.3	170.7	197.4	394.2	522.6	440.1	686.6	481.2	509.8	698.9	575.8	574.6	2.5	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.3730	Tb927_07_v4	977311	976289	14.9	42.8	32.5	941.5	968.0	1027.0	780.3	571.7	407.0	166.8	113.6	48.8	85.4	783.0	465.8	102.3	129.0	84.4	0.6	TriTrypDB V5.0	No	RNA-associated	"RNA-binding protein, putative (RBP26)"
Tb927.7.3740	Tb927_07_v4	981364	978815	1988.5	2636.3	1745.1	3699.2	3339.1	3231.9	1525.3	2064.2	1912.3	1064.2	1153.0	1177.6	1457.9	1550.9	2014.6	773.1	1097.3	1639.0	0.8	TriTrypDB V5.0	No	organelle biogenesis and structure	"hypothetical protein, conserved"
Tb927.7.3750	Tb927_07_v4	982605	982009	178.9	220.6	171.2	285.6	198.9	402.4	344.2	332.0	516.9	593.4	778.3	660.0	595.7	367.6	374.7	1086.2	941.2	616.4	1.8	TriTrypDB V5.0	No	phosphorylation	"TFIIF-stimulated CTD phosphatase, putative"
Tb927.7.3760	Tb927_07_v4	985848	984322	217.2	152.4	187.9	226.5	195.8	234.1	339.1	315.4	309.3	417.1	478.2	473.4	509.1	462.5	601.8	444.4	444.2	770.0	1.2	TriTrypDB V5.0	No	Metabolism	"phosphatidylserine synthase, putative"
Tb927.7.3770	Tb927_07_v4	987887	986160	526.8	699.5	479.2	545.4	596.6	592.9	485.6	522.4	518.5	493.0	868.8	818.4	708.5	611.3	676.1	854.2	725.1	854.7	1.0	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.3780	Tb927_07_v4	990373	988310	455.4	478.9	360.5	492.2	453.2	389.7	717.2	658.1	538.3	910.8	1397.7	1162.5	1072.2	824.7	931.5	1296.4	1155.4	1322.4	0.7	TriTrypDB V5.0	No	RNA-associated	"poly(A) polymerase, putative"
Tb927.7.3790	Tb927_07_v4	992879	991146	264.5	271.5	244.2	353.8	353.3	365.1	363.4	323.3	298.4	514.8	658.2	693.1	500.4	528.5	721.3	588.1	697.2	725.9	1.8	TriTrypDB V5.0	No	Protein transport/modification	"ras-like small GTPase, putative (TbFRP)"
Tb927.7.380	Tb927_07_v4	70202	69132	10.7	6.7	6.7	10.9	25.2	14.3	50.5	23.7	17.4	97.3	104.3	103.9	187.8	172.1	174.8	167.9	171.3	137.2	96.3	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.3800	Tb927_07_v4	994043	993303	170.6	273.5	180.4	86.9	82.8	107.3	114.5	83.6	108.3	243.1	368.4	345.0	223.4	154.0	147.0	275.8	277.0	233.6	0.6	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.3810	Tb927_07_v4	995808	994663	766.0	940.2	774.0	781.7	650.1	663.8	896.5	739.9	759.7	1861.1	2228.5	1934.0	1164.6	822.4	702.7	1804.3	1661.1	1039.7	1.8	TriTrypDB V5.0	No	DNA-associated	"hypothetical protein, conserved"
Tb927.7.3820	Tb927_07_v4	998514	996424	299.8	397.2	353.6	333.2	423.9	419.7	195.3	188.4	259.0	448.0	621.3	668.6	436.3	599.7	613.0	592.1	775.2	681.7	0.7	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.3830	Tb927_07_v4	1004138	998727	60.8	123.3	78.5	44.8	23.2	32.4	88.3	167.6	132.7	589.8	483.7	441.9	415.0	809.3	641.5	741.9	753.5	818.3	67.8	TriTrypDB V5.0	No	organelle biogenesis and structure	"kinesin K39, putative"
Tb927.7.3850	Tb927_07_v4	1007913	1004929	58.0	73.8	43.5	33.3	75.7	55.2	74.2	45.6	72.9	641.7	638.8	658.3	577.8	736.6	780.1	885.5	680.4	1100.3	0.4	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.3860	Tb927_07_v4	1009145	1008426	403.2	297.0	310.7	216.4	172.6	230.0	562.2	466.9	416.5	458.1	581.7	452.5	466.5	286.7	251.7	810.1	607.1	598.4	0.4	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.3870	Tb927_07_v4	1010286	1009516	251.5	306.8	383.2	760.4	585.5	577.4	1616.2	969.7	1348.7	718.3	1011.0	511.2	1065.7	525.0	338.1	2242.8	1494.6	994.4	1.7	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.3880	Tb927_07_v4	1013651	1011321	929.2	1277.8	971.1	919.8	822.7	703.7	1136.7	847.4	753.8	594.9	625.0	580.6	657.5	794.3	743.6	678.4	630.4	1004.2	1.3	TriTrypDB V5.0	No	Phosphorylation	"protein kinase, putative"
Tb927.7.3890	Tb927_07_v4	1019281	1020231	254.9	269.2	219.5	137.7	110.0	131.2	280.4	272.3	166.0	449.9	638.0	470.8	497.7	352.5	289.8	841.6	563.5	428.0	0.6	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.390	Tb927_07_v4	71742	70477	71.2	57.5	70.4	80.9	61.6	33.8	71.8	57.2	60.9	343.7	384.0	377.3	632.3	481.0	496.8	561.3	416.2	308.2	100.0	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.3900	Tb927_07_v4	1021359	1021901	728.5	543.2	1057.5	328.8	242.3	327.3	891.4	577.7	659.9	1547.8	1878.6	1614.7	958.5	512.6	442.1	2200.4	1125.0	743.6	1.9	TriTrypDB V5.0	No	organelle biogenesis and structure	"vacuolar transporter chaperone, putative"
Tb927.7.3910	Tb927_07_v4	1022318	1023832	280.4	324.4	284.6	282.4	315.9	280.8	391.1	232.4	234.0	1031.8	1362.7	843.9	966.2	654.7	494.1	1452.9	1059.9	768.4	1.7	TriTrypDB V5.0	No	Metabolism	"hypothetical protein, conserved"
Tb927.7.3920	Tb927_07_v4	1024201	1025163	667.0	946.7	715.3	958.6	968.0	962.0	499.2	574.4	615.8	969.2	1533.5	1115.4	981.1	698.1	578.9	857.0	998.4	683.2	0.2	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.3930	Tb927_07_v4	1025926	1030125	118.5	151.1	112.5	99.5	90.9	119.0	169.6	143.5	189.7	877.5	1097.6	1032.5	654.6	996.6	918.5	904.1	1157.1	1476.9	1.2	TriTrypDB V5.0	No	organelle biogenesis and structure	"hypothetical protein, conserved"
Tb927.7.3940	Tb927_07_v4	1032471	1033466	1361.5	1238.3	1690.8	362.3	325.0	285.5	606.6	763.8	796.0	2108.4	2470.3	3121.5	944.6	603.5	614.5	1558.7	1739.7	1353.9	0.4	TriTrypDB V5.0	No	Transporter	"mitochondrial carrier protein,adenine nucleotide mitochondrial translocator, putative (MCP16)"
Tb927.7.3950	Tb927_07_v4	1034535	1037462	486.9	674.1	369.8	305.6	261.4	232.3	386.6	351.5	311.8	638.0	785.6	935.7	755.5	858.7	823.3	1024.6	925.9	1187.2	0.6	TriTrypDB V5.0	No	RNA-associated	"RNA-editing complex protein,RNA-editing 3' terminal uridylyl transferase 1,KRET1 (KRET1)"
Tb927.7.3960	Tb927_07_v4	1037883	1038386	162.0	165.6	198.1	110.2	98.9	145.4	118.5	141.9	137.5	267.5	288.0	305.3	211.3	188.5	172.2	317.0	171.5	214.2	1.5	TriTrypDB V5.0	No	Translation	"50S ribosomal protein L16, putative"
Tb927.7.3970	Tb927_07_v4	1039338	1040300	524.0	265.1	539.8	4325.0	3486.5	3495.5	1236.4	737.2	632.2	349.2	179.0	106.8	281.1	1035.8	800.0	219.4	190.9	197.0	0.6	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.3980	Tb927_07_v4	1047000	1049714	3315.9	2865.0	2800.5	2710.0	1887.6	2019.9	1824.1	2557.6	1777.4	1285.8	1128.0	1350.1	1165.9	1488.2	1725.5	1093.7	1085.7	1759.9	0.5	TriTrypDB V5.0	No	Other	"immunodominant antigen, putative,tc40 antigen-like"
Tb927.7.3990	Tb927_07_v4	1051209	1056158	356.0	239.6	263.8	204.8	163.5	139.7	279.5	306.6	329.8	723.4	334.0	417.5	331.3	857.5	914.4	472.4	449.9	605.5	1.0	TriTrypDB V5.0	No	DNA-associated	mitochondrial DNA polymerase I protein C (TbPOL1C)
Tb927.7.400	Tb927_07_v4	73746	72835	10.8	8.8	6.7	12.9	13.1	24.0	20.5	11.3	13.5	224.8	143.9	142.6	344.1	304.4	270.9	188.8	181.5	120.2	98.9	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4000	Tb927_07_v4	1057299	1058966	662.0	744.8	557.5	609.2	949.8	924.3	329.6	452.1	358.0	640.4	780.1	809.3	653.4	863.0	979.2	457.9	606.1	675.8	0.6	TriTrypDB V5.0	No	metabolism	"glutathione synthetase, putative"
Tb927.7.4010	Tb927_07_v4	1060604	1060840	133.9	96.1	121.3	74.2	66.6	104.7	140.1	96.7	130.2	156.1	194.9	148.6	140.7	147.1	158.5	155.6	153.3	153.7	0.8	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4020	Tb927_07_v4	1062389	1064629	679.0	994.1	512.1	782.3	1081.1	858.4	402.9	600.9	516.1	569.2	192.8	175.5	217.1	930.0	727.3	255.6	287.3	264.3	0.5	TriTrypDB V5.0	No	Phosphorylation	"protein phosphatase 2C, putative"
Tb927.7.4030	Tb927_07_v4	1067412	1069028	387.7	344.4	334.2	351.9	351.3	342.9	332.8	249.2	278.8	537.5	630.5	645.9	610.8	685.2	759.3	738.2	525.0	700.2	1.8	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4040	Tb927_07_v4	1069643	1072201	240.5	293.5	220.8	326.7	330.1	326.4	250.0	215.8	226.5	670.5	531.6	740.4	650.6	834.1	980.1	658.9	627.8	799.9	0.4	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4050	Tb927_07_v4	1072747	1075014	90.7	131.1	73.5	111.1	180.7	136.5	192.7	170.8	199.6	1076.4	1154.8	1353.0	1286.7	1151.7	1434.5	1380.0	1077.1	1233.6	1.5	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4060	Tb927_07_v4	1075298	1075645	8149.3	9911.4	6985.6	1356.5	1660.5	2854.8	1174.3	3214.9	2303.0	7156.0	8172.6	5638.7	1652.8	1299.9	914.8	2757.9	3633.3	1460.5	68.0	TriTrypDB V5.0	No	Protease-related	"calpain-like cysteine peptidase, putative,cysteine peptidase, Clan CA, family C2, putative"
Tb927.7.4070	Tb927_07_v4	1076026	1076388	7064.6	9146.6	6845.9	886.0	1122.5	1917.6	788.8	2173.7	1494.8	4924.2	5557.3	4262.2	917.6	761.8	610.1	1547.0	2085.4	880.9	84.1	TriTrypDB V5.0	No	Protease-related	"calpain-like cysteine peptidase, putative,cysteine peptidase, Clan CA, family C2, putative"
Tb927.7.4080	Tb927_07_v4	1077369	1080749	427.7	430.4	430.6	399.6	336.1	311.0	286.8	304.8	317.7	637.4	461.5	629.1	692.5	1053.0	1148.1	581.7	549.9	969.7	1.2	TriTrypDB V5.0	No	DNA-associated	"DNA excision repair protein, putative,SNF2 family helicase-like protein, putative"
Tb927.7.4090	Tb927_07_v4	1082655	1084727	125.9	229.3	136.1	163.1	222.1	152.2	114.7	118.9	110.8	320.7	155.9	227.7	238.1	532.7	552.5	214.1	293.7	336.3	0.6	TriTrypDB V5.0	No	Phosphorylation	"serine/threonine-protein kinase, putative"
Tb927.7.410	Tb927_07_v4	74660	74142	31.3	26.5	26.2	23.1	18.2	13.5	30.3	28.2	18.5	205.6	232.7	201.8	336.1	208.1	191.1	275.0	195.1	163.8	99.6	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4100	Tb927_07_v4	1086034	1087536	385.6	486.6	480.1	941.4	1128.5	973.7	337.0	446.7	416.3	605.7	823.5	785.0	878.8	1026.2	929.7	547.4	620.9	684.7	0.7	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4110	Tb927_07_v4	1088499	1091183	37.7	81.2	19.1	213.5	149.4	198.9	743.3	445.7	197.9	265.2	159.7	74.9	174.7	562.3	463.3	238.3	217.1	170.4	1.1	TriTrypDB V5.0	No	organelle biogenesis and structure	"kinesin, putative"
Tb927.7.4120	Tb927_07_v4	1093713	1095236	2021.0	2190.6	1851.9	615.3	560.2	420.6	584.7	1007.2	600.4	868.1	870.5	1058.1	755.7	683.2	633.6	622.6	598.7	736.0	11.6	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4130	Tb927_07_v4	1096162	1103388	302.1	403.8	261.4	231.8	200.9	179.2	152.9	189.3	315.9	887.6	422.6	513.8	418.1	1374.9	950.6	409.8	584.8	551.7	48.0	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4140	Tb927_07_v4	1103801	1104367	223.5	228.4	212.8	198.8	238.2	300.0	166.3	234.4	256.6	231.1	387.9	266.2	273.2	227.8	179.0	271.9	282.8	201.6	0.8	TriTrypDB V5.0	No	Translation	"hypothetical protein, conserved"
Tb927.7.4150	Tb927_07_v4	1104777	1108532	496.4	463.5	403.5	394.8	428.0	360.8	424.3	293.2	337.3	821.6	590.7	757.5	956.1	1450.0	1367.0	869.7	682.4	1089.0	0.5	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4160	Tb927_07_v4	1109482	1110387	2674.4	2933.2	1711.4	2176.7	1601.9	2133.4	2615.9	3357.3	3419.2	1144.1	966.5	973.2	925.4	847.2	990.4	983.8	872.8	1532.8	0.5	TriTrypDB V5.0	No	Metabolism	"fatty acid elongase, putative"
Tb927.7.4170	Tb927_07_v4	1111707	1112522	2888.3	1298.0	581.8	2220.6	2050.1	2420.5	3321.9	3007.5	2774.3	931.9	639.7	380.1	1037.6	857.7	968.7	1429.2	1325.0	1466.1	3.9	TriTrypDB V5.0	No	Metabolism	"fatty acid elongase, putative"
Tb927.7.4180	Tb927_07_v4	1114698	1115615	11867.8	6113.0	4116.6	1350.9	2107.6	1944.3	4032.1	4261.2	3740.8	2766.9	1969.9	1490.3	792.4	1096.2	1018.1	869.1	1134.4	1496.1	4.7	TriTrypDB V5.0	No	Metabolism	"fatty acid elongase, putative"
Tb927.7.4190	Tb927_07_v4	1117158	1117751	88.5	160.9	96.9	189.2	239.2	354.1	186.2	84.3	143.6	323.9	345.3	202.6	452.6	313.3	278.6	525.4	376.6	210.5	3.5	TriTrypDB V5.0	No	Interacting	"hypothetical protein, conserved"
Tb927.7.420	Tb927_07_v4	76665	75754	15.4	8.9	8.1	11.2	9.1	15.5	32.5	18.4	13.7	203.0	147.6	162.1	289.8	267.3	271.8	189.9	183.6	122.9	99.4	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4200	Tb927_07_v4	1119038	1120102	175.4	225.1	221.7	119.1	199.9	213.0	123.1	78.2	127.6	394.6	556.7	461.4	392.9	325.5	328.0	601.4	506.8	349.0	5.3	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4210	Tb927_07_v4	1120725	1121075	47.2	38.8	71.2	32.0	17.2	54.0	57.3	30.6	77.4	179.5	208.7	183.5	120.6	81.5	76.0	200.2	181.5	107.9	2.5	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4220	Tb927_07_v4	1121347	1124664	1344.0	552.1	1030.8	642.8	465.3	380.5	439.4	573.6	556.2	1383.4	1196.3	1789.5	1029.1	936.1	1045.8	870.9	1133.8	1221.5	0.9	TriTrypDB V5.0	No	Interacting	"hypothetical protein, conserved"
Tb927.7.4230	Tb927_07_v4	1125163	1125858	64.3	82.8	93.7	2235.2	1434.4	1583.0	2228.1	967.9	1134.8	305.3	400.8	245.2	1387.2	893.1	830.9	1539.9	868.6	872.0	22.2	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4240	Tb927_07_v4	1126788	1127126	147.4	128.1	179.7	59.7	27.3	56.9	62.4	79.3	83.9	169.2	136.6	167.9	160.2	116.6	110.7	134.6	165.0	148.0	100.0	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4250	Tb927_07_v4	1133209	1132871	134.2	127.0	161.6	59.4	34.3	72.3	83.0	90.8	81.6	144.4	153.2	163.3	159.9	122.8	125.5	129.4	132.6	137.7	100.0	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4260	Tb927_07_v4	1134891	1134100	61.7	73.9	62.7	5082.4	3486.5	4750.5	3154.3	1530.8	2136.4	158.8	360.3	171.9	2500.4	1545.3	1459.4	1692.1	922.9	1249.1	5.7	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4270	Tb927_07_v4	1136568	1135900	888.0	782.6	1231.3	901.5	718.7	780.5	394.6	199.8	206.0	780.1	948.1	762.5	588.3	437.4	412.8	469.8	319.3	240.4	13.9	TriTrypDB V5.0	No	Other	"hypothetical protein, conserved"
Tb927.7.4280	Tb927_07_v4	1138174	1137539	43.6	45.3	50.8	127.6	109.0	112.4	174.2	155.1	101.4	154.8	138.4	148.2	260.0	256.3	203.3	244.6	183.1	212.7	24.9	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4290	Tb927_07_v4	1140765	1139872	1189.6	997.7	773.0	785.3	444.2	613.5	604.4	1263.6	943.4	680.6	733.0	774.3	705.4	519.9	398.9	680.4	983.9	833.7	1.0	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.430	Tb927_07_v4	77579	77061	23.0	21.0	27.2	23.0	20.2	13.4	26.6	17.5	18.4	183.2	217.9	227.4	346.6	173.6	205.0	288.2	215.5	157.5	100.0	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4300	Tb927_07_v4	1142905	1141301	65.1	51.9	61.3	169.0	186.7	144.7	142.7	116.2	139.9	329.0	364.7	358.9	621.9	477.1	565.3	513.9	316.3	444.3	0.7	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4310	Tb927_07_v4	1144820	1143279	515.6	413.9	373.5	167.4	216.0	206.4	187.8	194.8	139.1	526.1	429.2	467.5	416.0	381.7	494.4	440.5	354.6	389.8	0.2	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4320	Tb927_07_v4	1146407	1145574	61.8	44.4	113.8	54.6	67.6	60.7	81.9	75.6	111.7	351.2	363.7	301.3	434.1	315.5	334.9	375.1	331.4	314.9	0.7	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4330	Tb927_07_v4	1149664	1146860	442.0	391.8	353.9	473.0	462.3	463.7	462.2	360.2	377.5	750.1	769.0	736.4	1036.2	1035.5	1241.5	859.3	624.6	1008.6	2.2	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4340	Tb927_07_v4	1152865	1150298	823.4	424.0	588.6	296.8	166.6	164.5	239.3	289.0	287.2	860.8	695.0	907.0	735.8	805.2	839.8	628.3	644.7	996.4	1.5	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4350	Tb927_07_v4	1153686	1153207	32.9	47.4	55.8	17.3	22.2	27.2	50.0	55.6	41.6	487.6	484.7	307.9	348.7	201.5	117.4	497.0	433.9	231.4	0.3	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4360	Tb927_07_v4	1155343	1154351	480.5	332.3	357.7	417.8	592.5	432.5	704.4	406.0	285.4	331.9	382.2	348.4	455.7	379.1	347.0	529.8	371.4	380.8	2.7	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4370	Tb927_07_v4	1160161	1155995	210.4	297.8	216.8	185.1	135.3	81.4	138.1	172.7	204.3	645.5	476.3	548.5	431.6	714.8	633.7	478.8	504.0	813.8	33.3	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4380	Tb927_07_v4	1163650	1161758	117.3	164.2	98.3	110.3	129.2	97.7	133.0	137.4	141.2	304.8	267.6	338.8	354.2	574.3	537.7	359.7	285.3	508.8	0.6	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4390	Tb927_07_v4	1166258	1164231	7385.4	8472.1	1550.2	288.5	595.5	571.1	358.3	258.1	215.8	4034.8	4313.9	2226.8	864.5	826.0	785.1	1171.2	1017.9	710.7	0.4	TriTrypDB V5.0	No	Metabolism	"threonine synthase, putative"
Tb927.7.440	Tb927_07_v4	79658	78666	7.2	6.6	6.6	12.2	24.2	13.6	38.5	21.1	13.8	122.2	112.6	102.6	184.3	208.4	165.2	158.4	170.9	117.4	99.9	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4400	Tb927_07_v4	1170483	1168213	256.2	284.7	268.8	355.9	344.2	286.1	216.7	150.6	125.7	396.8	333.2	313.5	389.0	618.0	614.7	323.4	307.0	394.4	0.4	TriTrypDB V5.0	No	Metabolism	"inositol polyphosphate kinase-like protein, putative"
Tb927.7.4410	Tb927_07_v4	1174081	1172804	74.1	133.4	112.2	542.2	630.9	585.2	195.3	195.5	249.3	285.1	175.3	147.5	338.0	597.0	582.7	152.9	143.9	219.3	1.6	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4420	Tb927_07_v4	1176212	1175352	1764.8	1694.0	1485.2	1342.4	1521.2	1812.7	904.4	1426.3	1475.1	1026.6	1112.4	1279.7	1094.7	768.9	789.4	659.0	858.8	1010.3	0.5	TriTrypDB V5.0	No	Protease-related	"proteasome alpha 3 subunit, putative"
Tb927.7.4430	Tb927_07_v4	1177601	1176912	65.5	105.8	73.3	37.3	54.5	63.9	47.7	44.8	64.3	487.8	455.1	358.0	421.0	306.8	243.0	261.8	260.5	223.2	0.3	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4440	Tb927_07_v4	1178956	1178078	199.3	159.0	203.4	207.8	269.5	231.1	235.6	264.3	299.3	435.7	622.3	519.4	595.7	466.0	375.5	792.1	627.0	431.0	0.5	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4450	Tb927_07_v4	1184269	1181279	873.1	506.8	752.8	282.7	192.8	157.5	967.2	763.7	767.0	884.8	571.3	710.4	756.3	1224.6	1295.2	722.0	688.4	1134.6	0.8	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
Tb927.7.4460	Tb927_07_v4	1187990	1185462	1563.2	1835.2	1379.6	1864.2	2168.2	1794.2	663.1	1642.4	1296.3	1122.5	1070.8	1314.8	985.2	1285.4	1545.4	775.9	997.9	1374.6	1.2	TriTrypDB V5.0	No	Other	"hypothetical protein, conserved"
Tb927.7.4470	Tb927_07_v4	1190700	1190119	1492.9	1053.0	1439.2	2413.7	1762.4	2861.1	2924.6	4105.4	3307.4	575.9	554.8	425.3	907.3	853.3	972.2	839.5	791.8	1278.2	0.7	TriTrypDB V5.0	No	Unknown: conserved	"hypothetical protein, conserved"
