"Gene_acc","Gene_id","bsf","pcf","rank_bsf","rank_pcf","Desc","prot_group"
"aa7499aa","Tb927.9.5690","8.67","8.15","6614.00","6570.00","60S acidic ribosomal protein, putative","PG6448"
"aa749aa","Tb927.11.3600","8.28","8.35","6554.00","6603.00","40S ribosomal protein S4, putative","PG358"
"aa74aa","Tb05.5K5.90","6.94","3.60","5676.00","657.00","dynein light chain, putative","PG32"
"aa7500aa","Tb927.9.5700","5.22","4.66","2046.00","2276.00","hypothetical protein, conserved","PG6449"
"aa7501aa","Tb927.9.5710","6.27","5.97","4488.00","4405.00","general transcription factor IIB","PG6450"
"aa7502aa","Tb927.9.5730","7.33","7.27","6125.00","6231.00","nucleosome assembly protein-like protein","PG6451"
"aa7503aa","Tb927.9.5860","8.48","8.24","6595.00","6583.00","tryparedoxin peroxidase","PG6452"
"aa7504aa","Tb927.9.5770","8.48","8.24","6595.00","6583.00","tryparedoxin peroxidase","PG6452"
"aa7505aa","Tb927.9.5800","3.72","6.04","904.00","4565.00","hypothetical protein, conserved","PG6453"
"aa7506aa","Tb927.9.5880","5.42","5.26","2452.00","2930.00","pre-mRNA splicing factor, putative","PG6454"
"aa7507aa","Tb927.9.5880","5.42","5.26","2452.00","2930.00","pre-mRNA splicing factor, putative","PG6454"
"aa7508aa","Tb927.9.5890","6.77","6.06","5428.00","4604.00","solanesyl-diphosphate synthase, putative","PG6455"
"aa7509aa","Tb927.9.5900","7.32","7.97","6111.00","6530.00","glutamate dehydrogenase","PG6456"
"aa750aa","Tb927.11.3590","8.28","8.35","6554.00","6603.00","40S ribosomal protein S4, putative","PG358"
"aa7510aa","Tb927.9.5960","5.79","7.40","3329.00","6284.00","succinate dehydrogenase iron-sulfur subunit, putative","PG6457"
"aa7511aa","Tb927.9.6010","5.87","5.41","3534.00","3206.00","DNA repair protein Rad9, putative","PG6458"
"aa7512aa","Tb927.9.6040","6.29","5.84","4542.00","4118.00","E1-like ubiquitin-activating enzyme, putative","PG6459"
"aa7513aa","Tb927.9.6060","6.45","6.15","4888.00","4800.00","ERV/ALR sulfhydryl oxidase domain-containing protein","PG6460"
"aa7514aa","Tb927.9.6090","6.21","6.35","4344.00","5175.00","PTP1-interacting protein, 39 kDa","PG6461"
"aa7515aa","Tb11.v5.0854","6.21","6.35","4344.00","5175.00","NLI interacting factor-like phosphatase, putative","PG6461"
"aa7516aa","Tb927.9.6100","3.29","5.63","294.00","3641.00","PTP1-interacting protein, 39 kDa","PG6462"
"aa7517aa","Tb927.9.6110","4.13","3.69","1000.00","1369.00","Nucleus and spindle associated protein 2","PG6463"
"aa7518aa","Tb927.9.6130","7.50","7.10","6242.00","6095.00","calmodulin, putative","PG6464"
"aa7519aa","Tb927.9.6150","4.21","4.88","1025.00","2418.00","protein phosphatase 2A regulatory subunit, putative","PG6465"
"aa751aa","Tb11.v5.1059","8.28","8.35","6554.00","6603.00","40S ribosomal protein S4, putative","PG358"
"aa7520aa","Tb927.9.6160","3.34","3.57","484.00","436.00","hypothetical protein, conserved","PG6466"
"aa7521aa","Tb927.9.6210","3.22","3.56","85.00","357.00","arginine kinase","PG6467"
"aa7522aa","Tb927.9.6250","7.10","5.82","5877.00","4071.00","arginine kinase","PG6468"
"aa7523aa","Tb927.9.6270","4.88","5.21","1521.00","2846.00","hypothetical protein, conserved","PG6469"
"aa7524aa","Tb927.9.6290","8.68","8.32","6617.00","6600.00","arginine kinase","PG6470"
"aa7525aa","Tb927.9.6310","6.14","6.57","4177.00","5538.00","ABC transporter, putative","PG6471"
"aa7526aa","Tb927.9.6320","6.15","3.56","4205.00","345.00","hypothetical protein, conserved","PG6472"
"aa7527aa","Tb11.v5.0828","6.15","3.56","4205.00","345.00","hypothetical protein, conserved","PG6472"
"aa7528aa","Tb927.9.6350","6.35","6.14","4676.00","4783.00","inositol-1(or 4)-monophosphatase, putative","PG6473"
"aa7529aa","Tb927.9.6370","6.53","6.58","5044.00","5547.00","hypothetical protein, conserved","PG6474"
"aa752aa","Tb927.1.1000","3.36","6.17","524.00","4841.00","developmentally regulated phosphoprotein","PG359"
"aa7530aa","Tb927.9.6380","6.53","6.58","5044.00","5547.00","hypothetical protein, conserved","PG6474"
"aa7531aa","Tb927.9.6360","6.53","6.58","5044.00","5547.00","hypothetical protein, conserved","PG6474"
"aa7532aa","Tb927.9.6390","5.13","3.63","1896.00","914.00","hypothetical protein, conserved","PG6475"
"aa7533aa","Tb927.9.6410","4.06","4.02","990.00","2057.00","hypothetical protein, conserved","PG6476"
"aa7534aa","Tb927.9.6420","4.59","3.69","1251.00","1364.00","Kinetoplastid kinetochore protein 22","PG6477"
"aa7535aa","Tb927.9.6430","5.94","6.01","3709.00","4501.00","Rab geranylgeranyl transferase component A, putative","PG6478"
"aa7536aa","Tb927.9.6450","6.52","6.19","5032.00","4898.00","peroxisomal membrane protein (Pex16), putative","PG6479"
"aa7537aa","Tb927.9.6460","6.17","6.62","4237.00","5589.00","hypothetical protein, conserved","PG6480"
"aa7538aa","Tb927.9.6470","6.03","3.65","3943.00","1132.00","hypothetical protein, conserved","PG6481"
"aa7539aa","Tb927.9.6510","4.99","6.10","1674.00","4698.00","Mitochondrial SSU ribosomal protein, putative","PG6482"
"aa753aa","Tb927.1.1010","4.25","4.40","1040.00","2177.00","E3 ubiquitin-protein ligase KCMF1, putative","PG360"
"aa7540aa","Tb927.9.6530","6.33","4.60","4633.00","2247.00","hypothetical protein","PG6483"
"aa7541aa","Tb927.9.6560","7.43","6.61","6197.00","5580.00","NAK family pseudokinase, putative","PG6484"
"aa7542aa","Tb927.9.6580","5.10","5.11","1841.00","2704.00","hypothetical protein, conserved","PG6485"
"aa7543aa","Tb927.9.6620","3.21","6.42","55.00","5315.00","hypothetical protein, conserved","PG6486"
"aa7544aa","Tb927.9.6650","5.95","6.22","3739.00","4950.00","tRNA synthetases class II (A)/Threonyl and Alanyl tRNA synthetase second additional domain containing protein, putative","PG6487"
"aa7545aa","Tb927.9.6660","4.37","5.26","1088.00","2939.00","hypothetical protein, conserved","PG6488"
"aa7546aa","Tb927.9.6710","4.52","4.53","1185.00","2215.00","kynurenine 3-monooxygenase, putative","PG6489"
"aa7547aa","Tb927.9.6720","5.41","3.71","2428.00","1449.00","Putative methyltransferase, putative","PG6490"
"aa7548aa","Tb927.9.6730","4.51","3.69","1177.00","1362.00","hypothetical protein, conserved","PG6491"
"aa7549aa","Tb927.9.6760","5.76","3.73","3255.00","1554.00","hypothetical protein, conserved","PG6492"
"aa754aa","Tb927.1.1020","5.69","5.16","3089.00","2780.00","leucine-rich repeat-containing protein","PG361"
"aa7550aa","Tb927.9.6870","6.33","6.98","4636.00","5994.00","RNA-binding protein, putative","PG6493"
"aa7551aa","Tb927.9.6880","6.28","5.83","4511.00","4100.00","cAMP-specific phosphodiesterase, putative","PG6494"
"aa7552aa","Tb927.9.6890","5.35","4.02","2313.00","2054.00","hypothetical protein, conserved","PG6495"
"aa7553aa","Tb927.9.690","4.99","3.53","1682.00","147.00","variant surface glycoprotein (VSG, pseudogene)-related, putative","PG6496"
"aa7554aa","Tb927.9.6910","5.05","5.99","1751.00","4462.00","hypothetical protein, conserved","PG6497"
"aa7555aa","Tb927.9.6920","7.04","7.33","5800.00","6260.00","hypothetical protein, conserved","PG6498"
"aa7556aa","Tb927.9.6940","6.73","6.25","5381.00","4998.00","DNA topoisomerase type IB small subunit","PG6499"
"aa7557aa","Tb927.9.7000","7.05","6.27","5811.00","5033.00","methyltransferase domain containing protein, putative","PG6500"
"aa7558aa","Tb927.9.7020","5.87","5.87","3518.00","4201.00","hypothetical protein, conserved","PG6501"
"aa7559aa","Tb927.9.7060","5.46","3.82","2542.00","1778.00","hypothetical protein, conserved","PG6502"
"aa755aa","Tb927.1.1025","3.33","3.66","443.00","1191.00","conserved protein, unknown function","PG362"
"aa7560aa","Tb927.9.7070","5.84","6.03","3452.00","4537.00","exosome complex exonuclease RRP40","PG6503"
"aa7561aa","Tb927.9.7080","7.05","7.39","5816.00","6278.00","hypothetical protein, conserved","PG6504"
"aa7562aa","Tb927.9.7090","5.74","3.72","3220.00","1476.00","hypothetical protein, conserved","PG6505"
"aa7563aa","Tb927.9.7110","7.75","6.81","6358.00","5817.00","GRAM domain containing protein, putative","PG6506"
"aa7564aa","Tb927.9.7150","3.86","3.72","944.00","1467.00","RNA pseudouridylate synthase protein, putative","PG6507"
"aa7565aa","Tb927.9.7160","6.17","6.11","4257.00","4722.00","hypothetical protein, conserved","PG6508"
"aa7566aa","Tb927.9.7170","5.62","5.98","2907.00","4438.00","Mitochondrial ribosomal protein L47","PG6509"
"aa7567aa","Tb927.9.7180","6.23","5.65","4400.00","3678.00","adenosine monophosphate deaminase, putative","PG6510"
"aa7568aa","Tb927.9.7190","5.36","6.27","2335.00","5032.00","Trans-2-enoyl-ACP reductase 1, putative","PG6511"
"aa7569aa","Tb927.9.720","5.87","3.53","3536.00","148.00","hypothetical protein, conserved","PG6512"
"aa756aa","Tb927.1.1050","5.66","5.55","3023.00","3461.00","Metallo-dependent phosphatase-like domain-containing protein","PG363"
"aa7570aa","Tb927.9.7200","3.47","3.46","744.00","4.00","hypothetical protein, conserved","PG6513"
"aa7571aa","Tb927.9.7210","5.06","4.80","1762.00","2361.00","mitochondrial exoribonuclease DSS-1","PG6514"
"aa7572aa","Tb927.9.7230","6.72","3.71","5357.00","1434.00","ADP-ribosylation factor-like protein, putative","PG6515"
"aa7573aa","Tb927.9.7250","6.12","5.76","4153.00","3907.00","hypothetical protein, conserved","PG6516"
"aa7574aa","Tb927.9.7260","5.56","3.55","2762.00","288.00","phytanoyl-CoA dioxygenase (PhyH), putative","PG6517"
"aa7575aa","Tb927.9.730","5.27","3.60","2138.00","685.00","hypothetical protein, conserved","PG6518"
"aa7576aa","Tb927.9.7430","5.78","3.57","3298.00","432.00","variant surface glycoprotein (VSG)-related, putative","PG6519"
"aa7577aa","Tb927.9.7380","5.78","3.57","3298.00","432.00","variant surface glycoprotein (VSG)-related, putative","PG6519"
"aa7578aa","Tb927.9.7400","5.62","3.57","2922.00","387.00","expression site-associated gene 11 (ESAG11) protein, putative","PG6520"
"aa7579aa","Tb927.9.7470","3.27","7.43","188.00","6293.00","purine nucleoside transporter","PG6521"
"aa757aa","Tb11.v5.0536","5.66","5.55","3023.00","3461.00","hypothetical protein, conserved","PG363"
"aa7580aa","Tb927.9.7480","5.14","3.85","1916.00","1831.00","hypothetical protein, conserved","PG6522"
"aa7581aa","Tb927.9.7520","8.04","7.28","6472.00","6235.00","hypothetical protein, conserved","PG6523"
"aa7582aa","Tb927.9.7540","6.25","5.95","4426.00","4359.00","cysteine peptidase, Clan CA, family C2, putative","PG6524"
"aa7583aa","Tb927.9.7550","7.09","6.92","5851.00","5940.00","adenylosuccinate lyase, putative","PG6525"
"aa7584aa","Tb927.9.7580","3.30","5.27","312.00","2955.00","hypothetical protein, conserved","PG6526"
"aa7585aa","Tb927.9.7620","8.07","7.99","6488.00","6533.00","60S ribosomal protein L11, putative","PG6527"
"aa7586aa","Tb927.9.7590","8.07","7.99","6488.00","6533.00","60S ribosomal protein L11, putative","PG6527"
"aa7587aa","Tb927.9.7650","6.33","3.65","4637.00","1138.00","ADP-ribosylation factor, putative","PG6528"
"aa7588aa","Tb927.9.7670","6.66","6.82","5273.00","5835.00","hypothetical protein, conserved","PG6529"
"aa7589aa","Tb927.9.7690","5.81","5.53","3376.00","3417.00","SUMO-interacting motif-containing protein","PG6530"
"aa758aa","Tb927.1.1060","5.65","5.41","3005.00","3191.00","Cell cycle checkpoint protein RAD1-like, putative","PG364"
"aa7590aa","Tb927.9.7700","5.90","3.83","3614.00","1800.00","palmitoyl acyltransferase 1, putative","PG6531"
"aa7591aa","Tb927.9.7710","6.27","5.58","4498.00","3533.00","hypothetical protein, conserved","PG6532"
"aa7592aa","Tb927.9.7720","6.89","6.10","5622.00","4705.00","predicted tetratricopeptide repeat protein","PG6533"
"aa7593aa","Tb927.9.7740","5.68","5.72","3086.00","3808.00","lipid-like atypical dual specificity phosphatase, putative","PG6534"
"aa7594aa","Tb927.9.7760","5.72","5.11","3188.00","2716.00","DENN (AEX-3) domain containing protein, putative","PG6535"
"aa7595aa","Tb927.9.7770","8.09","7.39","6492.00","6280.00","spermidine synthase","PG6536"
"aa7596aa","Tb927.9.7800","3.32","6.75","426.00","5764.00","hypothetical protein, conserved","PG6537"
"aa7597aa","Tb927.9.7820","6.06","5.12","4016.00","2726.00","KKT-interacting protein 11","PG6538"
"aa7598aa","Tb927.9.7830","3.35","6.05","490.00","4580.00","tRNA import complex component, putative","PG6539"
"aa7599aa","Tb927.9.7980","6.82","3.72","5502.00","1464.00","hypothetical protein, conserved","PG6540"
"aa759aa","Tb927.1.1080","5.09","4.57","1821.00","2232.00","TFIIH basal transcription factor subunit, putative","PG365"
"aa75aa","Tb06.3A7.270","3.31","4.47","356.00","2201.00","hypothetical protein, conserved","PG33"
"aa7600aa","Tb927.9.8000","7.85","6.16","6408.00","4825.00","ubiquitin-protein ligase, putative","PG6541"
"aa7601aa","Tb927.9.8040","3.56","3.57","831.00","400.00","hypothetical protein, conserved","PG6542"
"aa7602aa","Tb927.9.8050","6.21","5.78","4351.00","3945.00","Protein of unknown function (DUF974), putative","PG6543"
"aa7603aa","Tb927.9.8060","5.92","3.89","3663.00","1906.00","WAHD domain of WASH complex, putative","PG6544"
"aa7604aa","Tb927.9.8420","8.30","7.79","6561.00","6473.00","QM-like protein","PG6545"
"aa7605aa","Tb927.9.8070","8.30","7.79","6561.00","6473.00","QM-like protein","PG6545"
"aa7606aa","Tb927.9.8130","8.28","7.69","6552.00","6431.00","nascent polypeptide associated complex subunit, putative","PG6546"
"aa7607aa","Tb927.9.8100","8.28","7.69","6552.00","6431.00","nascent polypeptide associated complex subunit, putative","PG6546"
"aa7608aa","Tb927.9.8160","6.17","6.63","4251.00","5612.00","chaperone protein DnaJ, putative","PG6547"
"aa7609aa","Tb927.9.8180","6.34","6.29","4644.00","5083.00","Flagellum attachment zone protein 31","PG6548"
"aa760aa","Tb927.1.1100","5.29","5.04","2192.00","2614.00","Basal body protein","PG366"
"aa7610aa","Tb927.9.8190","6.89","6.56","5619.00","5510.00","hypothetical protein, conserved","PG6549"
"aa7611aa","Tb927.9.8200","6.45","5.85","4899.00","4151.00","Pescadillo N-terminus/BRCA1 C Terminus (BRCT) domain containing protein, putative","PG6550"
"aa7612aa","Tb11.v5.0687","6.45","5.85","4899.00","4151.00","Pescadillo N-terminus/BRCA1 C Terminus (BRCT) domain containing protein, putative","PG6550"
"aa7613aa","Tb927.9.8210","5.96","5.82","3763.00","4072.00","Peptide deformylase 2","PG6551"
"aa7614aa","Tb927.9.8240","6.03","5.35","3941.00","3088.00","hypothetical protein, conserved","PG6552"
"aa7615aa","Tb927.9.8250","5.11","4.61","1861.00","2250.00","atypical dual specificity phosphatase, putative","PG6553"
"aa7616aa","Tb927.9.8260","6.26","5.74","4457.00","3884.00","rhomboid-like protein","PG6554"
"aa7617aa","Tb927.9.8290","6.01","6.24","3873.00","4996.00","mitochondrial ribosomal protein l30","PG6555"
"aa7618aa","Tb927.9.8330","5.43","3.59","2462.00","601.00","Flagellum attachment zone protein 39","PG6556"
"aa7619aa","Tb927.9.8350","6.44","6.14","4883.00","4795.00","Flagellum attachment zone protein 27","PG6557"
"aa761aa","Tb927.1.1120","5.38","5.61","2360.00","3581.00","ribosomal RNA-processing protein 8, putative","PG367"
"aa7620aa","Tb927.9.8370","5.95","5.73","3740.00","3849.00","hypothetical protein, conserved","PG6558"
"aa7621aa","Tb927.9.8380","5.99","3.64","3824.00","1037.00","hypothetical protein, conserved","PG6559"
"aa7622aa","Tb927.9.8400","3.33","3.62","459.00","837.00","predicted zinc finger protein","PG6560"
"aa7623aa","Tb927.9.8410","6.90","7.02","5635.00","6030.00","chaperone protein DnaJ, putative","PG6561"
"aa7624aa","Tb927.9.8450","7.40","7.46","6182.00","6313.00","UMP/CMP kinase","PG6562"
"aa7625aa","Tb927.9.8490","3.28","3.70","263.00","1401.00","hypothetical protein, conserved","PG6563"
"aa7626aa","Tb927.9.8520","6.48","6.41","4955.00","5288.00","hypothetical protein, conserved","PG6564"
"aa7627aa","Tb927.9.8540","3.22","4.87","89.00","2415.00","Voltage-gated Chloride channel Like 1","PG6565"
"aa7628aa","Tb927.9.8550","5.68","6.15","3069.00","4802.00","Domain of unknown function (DUF947), putative","PG6566"
"aa7629aa","Tb927.9.8570","4.89","3.52","1541.00","121.00","COPI associated protein, putative","PG6567"
"aa762aa","Tb927.1.1140","3.27","5.13","192.00","2739.00","Transmembrane protein 231, putative","PG368"
"aa7630aa","Tb927.9.8610","5.37","3.61","2346.00","821.00","Transcriptional repressor TCF25, putative","PG6568"
"aa7631aa","Tb927.9.8620","3.32","3.55","399.00","283.00","hypothetical protein, conserved","PG6569"
"aa7632aa","Tb927.9.8650","6.58","5.97","5129.00","4398.00","Flagellum attachment zone protein 32","PG6570"
"aa7633aa","Tb927.9.8655","5.24","3.64","2079.00","1005.00","hypothetical protein","PG6571"
"aa7634aa","Tb927.9.8670","3.52","3.59","796.00","621.00","hypothetical protein, conserved","PG6572"
"aa7635aa","Tb927.9.8680","5.31","5.82","2231.00","4062.00","cytochrome c oxidase assembly factor, putative","PG6573"
"aa7636aa","Tb927.9.8700","5.27","5.07","2149.00","2660.00","hypothetical protein, conserved","PG6574"
"aa7637aa","Tb927.9.8710","5.87","3.70","3540.00","1380.00","Cardiolipin-dependent protein 19kDa","PG6575"
"aa7638aa","Tb927.9.8720","7.27","7.59","6064.00","6392.00","fructose-1,6-bisphosphatase","PG6576"
"aa7639aa","Tb927.9.8740","7.79","7.85","6377.00","6496.00","Double RNA binding domain protein 3","PG6577"
"aa763aa","Tb927.1.1150","4.29","4.98","1053.00","2542.00","zeta tubulin","PG369"
"aa7640aa","Tb927.9.8760","4.52","4.28","1178.00","2147.00","hypothetical protein, conserved","PG6578"
"aa7641aa","Tb927.9.8780","5.82","5.91","3381.00","4286.00","CCA tRNA nucleotidyltransferase","PG6579"
"aa7642aa","Tb927.9.8810","6.75","6.37","5398.00","5203.00","hypothetical protein, conserved","PG6580"
"aa7643aa","Tb927.9.8815","5.54","6.79","2698.00","5804.00","hypothetical protein","PG6581"
"aa7644aa","Tb927.9.8820","6.04","6.16","3975.00","4821.00","hypothetical protein, conserved","PG6582"
"aa7645aa","Tb927.9.8880","8.25","8.02","6535.00","6540.00","actin B","PG6583"
"aa7646aa","Tb927.9.8850","8.25","8.02","6535.00","6540.00","actin A","PG6583"
"aa7647aa","Tb927.9.8905","3.27","3.89","215.00","1896.00","hypothetical protein","PG6584"
"aa7648aa","Tb927.9.8950","7.53","6.94","6261.00","5962.00","metallo- peptidase, Clan M- Family M48","PG6585"
"aa7649aa","Tb927.9.8990","7.56","7.08","6280.00","6079.00","Ankyrin repeats (3 copies), putative","PG6586"
"aa764aa","Tb11.v5.0383","4.29","4.98","1053.00","2542.00","zeta tubulin, putative","PG369"
"aa7650aa","Tb927.9.9000","6.61","5.57","5184.00","3503.00","isopentenyl-diphosphate delta-isomerase (type II)","PG6587"
"aa7651aa","Tb927.9.9010","5.87","5.46","3550.00","3301.00","SAC3/GANP/Nin1/mts3/eIF-3 p25 family, putative","PG6588"
"aa7652aa","Tb927.9.9020","6.23","6.07","4401.00","4631.00","ribosome-interacting GTPase 2, putative","PG6589"
"aa7653aa","Tb927.9.9030","5.01","3.55","1703.00","275.00","hypothetical protein, conserved","PG6590"
"aa7654aa","Tb927.9.9060","7.74","7.21","6353.00","6177.00","Lsm12 protein, putative","PG6591"
"aa7655aa","Tb927.9.9080","6.14","6.53","4186.00","5481.00","Present in the outer mitochondrial membrane proteome 5","PG6592"
"aa7656aa","Tb927.9.9090","6.05","6.04","3988.00","4560.00","WD domain, G-beta repeat, putative","PG6593"
"aa7657aa","Tb927.9.9100","8.05","7.34","6484.00","6265.00","hypothetical protein, conserved","PG6594"
"aa7658aa","Tb927.9.9120","5.88","3.84","3572.00","1821.00","tRNA (guanine-N(7)-)-methyltransferase, putative","PG6595"
"aa7659aa","Tb927.9.9140","6.07","3.58","4029.00","455.00","hypothetical protein, conserved","PG6596"
"aa765aa","Tb927.1.1160","3.57","3.55","841.00","271.00","kinetoplast ribosomal PPR-repeat containing protein 3","PG370"
"aa7660aa","Tb927.9.9150","5.13","5.40","1895.00","3178.00","Mitoribosomal LSU assembly factor 13","PG6597"
"aa7661aa","Tb927.9.9160","3.60","3.75","860.00","1615.00","hypothetical protein, conserved","PG6598"
"aa7662aa","Tb927.9.9170","5.10","3.61","1844.00","798.00","hypothetical protein, conserved","PG6599"
"aa7663aa","Tb927.9.9180","5.36","3.60","2323.00","650.00","hypothetical protein, conserved","PG6600"
"aa7664aa","Tb927.9.9190","5.29","4.66","2171.00","2275.00","hypothetical protein, conserved","PG6601"
"aa7665aa","Tb927.9.9200","5.85","5.49","3488.00","3339.00","alpha-1,2-mannosyltransferase, putative","PG6602"
"aa7666aa","Tb927.9.9220","5.19","5.33","1989.00","3056.00","ribonuclease P","PG6603"
"aa7667aa","Tb927.9.9230","6.48","6.48","4963.00","5407.00","hypothetical protein, conserved","PG6604"
"aa7668aa","Tb927.9.9260","6.54","5.97","5069.00","4410.00","hypothetical protein, conserved","PG6605"
"aa7669aa","Tb927.9.9270","5.57","5.57","2804.00","3499.00","hypothetical protein, conserved","PG6606"
"aa766aa","Tb11.v5.0382","3.57","3.55","841.00","271.00","hypothetical protein, conserved","PG370"
"aa7670aa","Tb927.9.9280","5.12","3.60","1889.00","635.00","hypothetical protein, conserved","PG6607"
"aa7671aa","Tb927.9.9290","7.24","7.13","6037.00","6112.00","polyadenylate-binding protein 1","PG6608"
"aa7672aa","Tb927.9.9300","3.84","5.11","941.00","2710.00","hypothetical protein, conserved","PG6609"
"aa7673aa","Tb927.9.9310","4.65","4.16","1304.00","2116.00","Mitoribosomal SSU assembly factor 3","PG6610"
"aa7674aa","Tb927.9.9370","6.05","4.06","3998.00","2084.00","PSP1 C-terminal conserved region, putative","PG6611"
"aa7675aa","Tb927.9.9380","5.27","3.57","2154.00","381.00","sphingomyelin/ceramide phosphorylethanolamine synthase, bifunctional","PG6612"
"aa7676aa","Tb927.9.9410","6.78","5.47","5447.00","3305.00","inositol phosphorylceramide synthase","PG6613"
"aa7677aa","Tb927.9.9390","6.78","5.47","5447.00","3305.00","sphingomyelin/ceramide phosphorylethanolamine synthase, bifunctional","PG6613"
"aa7678aa","Tb927.9.9420","5.06","6.18","1765.00","4887.00","hypothetical protein, conserved","PG6614"
"aa7679aa","Tb927.9.9430","3.35","3.73","505.00","1544.00","Peroxisomal membrane protein PEX13.2","PG6615"
"aa767aa","Tb927.1.1170","6.18","5.67","4263.00","3722.00","DNA-directed RNA polymerase 2, RPB12 subunit","PG371"
"aa7680aa","Tb927.9.9450","6.66","6.38","5263.00","5231.00","zinc finger protein family member, putative","PG6616"
"aa7681aa","Tb927.9.9520","6.77","5.79","5435.00","3974.00","zinc finger protein family member, putative","PG6617"
"aa7682aa","Tb927.9.9550","7.75","6.87","6357.00","5900.00","EnigmRBP2","PG6618"
"aa7683aa","Tb927.9.9580","5.72","5.56","3179.00","3478.00","tubulin tyrosine ligase protein, putative","PG6619"
"aa7684aa","Tb927.9.9600","4.63","3.93","1288.00","1955.00","DNA replication licensing factor MCM9, putative","PG6620"
"aa7685aa","Tb927.9.9630","6.93","6.76","5675.00","5777.00","TPR repeat/Tetratricopeptide repeat, putative","PG6621"
"aa7686aa","Tb927.9.9640","5.27","4.16","2140.00","2115.00","hypothetical protein, conserved","PG6622"
"aa7687aa","Tb927.9.9660","6.89","7.00","5614.00","6017.00","Mitochondrial import receptor subunit ATOM40","PG6623"
"aa7688aa","Tb927.9.9670","7.18","6.33","5971.00","5137.00","proteasome alpha 1 subunit, putative","PG6624"
"aa7689aa","Tb927.9.9690","4.87","3.86","1506.00","1851.00","hypothetical protein, conserved","PG6625"
"aa768aa","Tb927.1.120","7.70","7.86","6339.00","6502.00","retrotransposon hot spot protein 4 (RHS4), putative","PG372"
"aa7690aa","Tb927.9.9700","3.39","4.41","613.00","2181.00","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative","PG6626"
"aa7691aa","Tb927.9.9710","6.33","6.39","4633.00","5246.00","Histidine phosphatase superfamily (branch 1), putative","PG6627"
"aa7692aa","Tb927.9.9720","6.20","5.55","4319.00","3456.00","glucosidase II beta subunit-like protein, putative","PG6628"
"aa7693aa","Tb927.9.9730","5.72","6.75","3187.00","5768.00","Flagellar pocket protein FP45","PG6629"
"aa7694aa","Tb927.9.9740","5.62","5.37","2905.00","3131.00","AMP deaminase, putative","PG6630"
"aa7695aa","Tb927.9.9750","6.61","3.62","5187.00","878.00","membrane- trafficking protein, putative","PG6631"
"aa7696aa","Tb927.9.9780","7.59","7.16","6294.00","6140.00","peptidyl-prolyl cis-trans isomerase (cyclophilin- 40), putative","PG6632"
"aa7697aa","Tb927.9.9810","7.21","6.70","5994.00","5706.00","hypothetical protein, conserved","PG6633"
"aa7698aa","Tb927.9.9820","7.22","6.79","6006.00","5802.00","glyceraldehyde-3-phosphate dehydrogenase, putative","PG6634"
"aa7699aa","Tb927.9.9840","7.53","7.71","6264.00","6446.00","lipoic acid containing carrier protein, putative","PG6635"
"aa769aa","Tb927.1.1200","4.96","5.81","1630.00","4045.00","Mitochondrial ribosomal protein S15","PG373"
"aa76aa","Tb06.3A7.960","6.41","5.85","4787.00","4143.00","hypothetical protein","PG34"
"aa7700aa","Tb927.9.9860","7.42","6.51","6196.00","5443.00","170 kDa glucose-regulated protein, putative","PG6636"
"aa7701aa","Tb927.9.9870","6.83","6.17","5525.00","4840.00","Kinesin-13 6, putative","PG6637"
"aa7702aa","Tb927.9.9940","6.99","6.81","5753.00","5822.00","parkin coregulated gene protein","PG6638"
"aa7703aa","Tb927.9.9950","3.53","3.54","808.00","198.00","hypothetical protein, conserved","PG6639"
"aa7704aa","Tb927.9.9960","5.85","5.41","3487.00","3187.00","katanin P80 subunit, putative","PG6640"
"aa7705aa","Tb927.9.9970","5.70","3.93","3118.00","1958.00","Small nuclear RNA gene activation protein (SNAP) 50","PG6641"
"aa7706aa","Tb927.9.9990","3.31","3.67","362.00","1249.00","kinetoplastid-specific dual specificity phosphatase, putative","PG6642"
"aa770aa","Tb927.1.1210","5.70","5.02","3126.00","2593.00","conserved protein, unknown function","PG374"
"aa771aa","Tb927.1.1220","6.54","6.33","5060.00","5144.00","RWD domain-containing protein","PG375"
"aa772aa","Tb927.1.1330","4.53","5.90","1194.00","4267.00","Mitochondrial Editosome-like Complex TUTase","PG376"
"aa773aa","Tb11.v5.0371","4.53","5.90","1194.00","4267.00","hypothetical protein, conserved","PG376"
"aa774aa","Tb927.1.1340","5.57","5.04","2784.00","2617.00","Quinonprotein alcohol dehydrogenase-like protein, putative","PG377"
"aa775aa","Tb927.1.1350","3.23","3.62","116.00","890.00","kinesin heavy chain, putative","PG378"
"aa776aa","Tb11.v5.0392","3.23","3.62","116.00","890.00","kinesin heavy chain, putative","PG378"
"aa777aa","Tb927.1.1380","6.68","6.32","5309.00","5119.00","serine/threonine protein phosphatase 2A regulatory subunit, putative","PG379"
"aa778aa","Tb11.v5.0390","6.68","6.32","5309.00","5119.00","serine/threonine protein phosphatase 2A regulatory subunit, putative","PG379"
"aa779aa","Tb927.1.1390","3.28","4.00","228.00","2035.00","hypothetical protein, conserved","PG380"
"aa77aa","Tb07.11L3.100","5.09","5.24","1833.00","2910.00","SUMO-interacting motif-containing protein","PG35"
"aa780aa","Tb927.1.1400","6.48","6.29","4972.00","5084.00","Overproducer of inositol protein 10 homolog, putative","PG381"
