Tb927.9.13440	Tb927_09_v5.1:2132976..2133162:r	Tb927_09_v5.1:2127479..2128238:r
Tb927.2.2540	Tb927_02_v5.1:501336..501338:r	Tb927_02_v5.1:500416..500795:r
Tb927.11.2210	Tb927_11_v5.1:622976..623052	Tb927_11_v5.1:627628..628992
Tb927.10.12090	Tb927_10_v5.1:2944944..2944999	Tb927_10_v5.1:2945351..2945818
Tb927.7.3645	Tb927_07_v5.1:949879..949888:r	Tb927_07_v5.1:949373..949782:r
Tb927.11.14570	Tb927_11_v5.1:3868126..3868217	Tb927_11_v5.1:3869463..3869650
Tb927.9.15550	Tb927_09_v5.1:2427886..2427941	Tb927_09_v5.1:2428815..2429299
Tb927.9.6370	Tb927_09_v5.1:1045318..1045333	Tb927_09_v5.1:1046747..1047207
Tb927.10.13990	Tb927_10_v5.1:3406987..3407070:r	Tb927_10_v5.1:3405784..3405900:r
Tb927.6.4560	Tb927_06_v5.1:1276792..1276802:r	Tb927_06_v5.1:1275521..1275567:r
Tb927.4.260	Tb927_04_v5.1:56519..57683:r	
Tb927.2.2460	Tb927_02_v5.1:486991..487095:r	Tb927_02_v5.1:484516..486393:r
Tb927.6.1120	Tb927_06_v5.1:441718..441763:r	Tb927_06_v5.1:439023..439497:r
Tb927.8.5760	Tb927_08_v5.1:1701495..1701925	Tb927_08_v5.1:1703363..1704564
Tb927.6.3640	Tb927_06_v5.1:1086407..1086574:r	Tb927_06_v5.1:1083599..1084720:r
Tb927.9.10250	Tb927_09_v5.1:1610927..1611036:r	Tb927_09_v5.1:1610120..1610698:r
Tb927.11.15570	Tb927_11_v5.1:4134307..4134392:r	Tb927_11_v5.1:4132292..4132404:r
Tb927.8.5470	Tb927_08_v5.1:1619974..1620009	Tb927_08_v5.1:1620712..1621391
Tb927.10.1320	Tb927_10_v5.1:352319..352423:r	Tb927_10_v5.1:350064..350170:r
Tb927.2.2520	Tb927_02_v5.1:496414..496453:r	Tb927_02_v5.1:495308..495600:r
Tb927.3.1410	Tb927_03_v5.1:352754..352869	Tb927_03_v5.1:353368..353633
Tb927.3.3690	Tb927_03_v5.1:1030530..1030635	Tb927_03_v5.1:1032283..1032991
Tb927.4.2120	Tb927_04_v5.1:550266..550540	Tb927_04_v5.1:551768..551826
Tb927.10.11590	Tb927_10_v5.1:2827000..2827190	Tb927_10_v5.1:2828478..2828691
Tb927.10.14500	Tb927_10_v5.1:3546536..3546635:r	Tb927_10_v5.1:3544251..3545521:r
Tb927.10.13513	Tb927_10_v5.1:3299342..3299447:r	Tb927_10_v5.1:3298808..3298987:r
Tb927.7.5910	Tb927_07_v5.1:1586854..1586968	Tb927_07_v5.1:1587332..1588266
Tb927.10.11080	Tb927_10_v5.1:2708771..2708882:r	Tb927_10_v5.1:2700598..2705275:r
Tb927.4.2540	Tb927_04_v5.1:669891..670240	Tb927_04_v5.1:670478..670747
Tb927.7.1270	Tb927_07_v5.1:329442..329640	Tb927_07_v5.1:330628..331294
Tb927.10.13510	Tb927_10_v5.1:3298641..3298688:r	Tb927_10_v5.1:3296746..3296930:r
Tb927.4.200	Tb927_04_v5.1:36947..36996:r	Tb927_04_v5.1:34667..34906:r
Tb927.11.13660	Tb927_11_v5.1:3639836..3639873:r	Tb927_11_v5.1:3639258..3639427:r
Tb927.2.5350	Tb927_02_v5.1:954224..954245	Tb927_02_v5.1:955356..956039
Tb927.10.15510	Tb927_10_v5.1:3806253..3806536	Tb927_10_v5.1:3807296..3807526
Tb927.2.4410	Tb927_02_v5.1:784189..784409:r	Tb927_02_v5.1:782129..783513:r
Tb927.11.12660	Tb927_11_v5.1:3392174..3392213	Tb927_11_v5.1:3394575..3395143
Tb927.10.13870	Tb927_10_v5.1:3385519..3385694:r	Tb927_10_v5.1:3383988..3384213:r
Tb927.2.6210	Tb927_02_v5.1:1124923..1125002	Tb927_02_v5.1:1125963..1128186
Tb927.5.1860	Tb927_05_v5.1:635578..635623	Tb927_05_v5.1:637154..637245
Tb927.9.6270	Tb927_09_v5.1:1031212..1031273	Tb927_09_v5.1:1032801..1033035
Tb927.11.15140	Tb927_11_v5.1:4027570..4027689:r	Tb927_11_v5.1:4025217..4025862:r
Tb927.10.11950	Tb927_10_v5.1:2912061..2912145	Tb927_10_v5.1:2912755..2913277
Tb927.11.13650	Tb927_11_v5.1:3639061..3639148:r	Tb927_11_v5.1:3638365..3638700:r
Tb927.7.4410	Tb927_07_v5.1:1174082..1174167:r	Tb927_07_v5.1:1170782..1172803:r
Tb927.7.7420	Tb927_07_v5.1:2134762..2134775:r	Tb927_07_v5.1:2132720..2133006:r
Tb927.2.4150	Tb927_02_v5.1:730122..730138:r	Tb927_02_v5.1:728742..729161:r
Tb927.8.3120	Tb927_08_v5.1:933670..933682	Tb927_08_v5.1:934046..934249
Tb927.1.1310	Tb927_01_v5.1:339514..339556	Tb927_01_v5.1:340850..341181
Tb927.10.1990	Tb927_10_v5.1:521589..521749	Tb927_10_v5.1:524342..524455
Tb927.11.9665	Tb927_11_v5.1:2626790..2626828:r	Tb927_11_v5.1:2626217..2626429:r
Tb927.5.1480	Tb927_05_v5.1:527396..527447:r	Tb927_05_v5.1:525222..526912:r
Tb927.7.5220	Tb927_07_v5.1:1376156..1376248	Tb927_07_v5.1:1381286..1381777
Tb927.3.2210	Tb927_03_v5.1:579104..579140:r	Tb927_03_v5.1:576772..577318:r
Tb927.10.8310	Tb927_10_v5.1:2056763..2056767:r	Tb927_10_v5.1:2055810..2055910:r
Tb927.10.12180	Tb927_10_v5.1:2966617..2966689	Tb927_10_v5.1:2968799..2969315
Tb927.11.2370	Tb927_11_v5.1:680254..680696	Tb927_11_v5.1:682425..683771
Tb927.9.5000	Tb927_09_v5.1:900568..900604	Tb927_09_v5.1:901430..901583
Tb927.1.1690	Tb927_01_v5.1:425774..425786	Tb927_01_v5.1:428241..428601
Tb927.9.10840	Tb927_09_v5.1:1711083..1711171:r	Tb927_09_v5.1:1709319..1709705:r
Tb927.11.2510	Tb927_11_v5.1:742294..742354:r	Tb927_11_v5.1:738111..738414:r
Tb927.4.1000	Tb927_04_v5.1:275666..275918:r	Tb927_04_v5.1:271688..274999:r
Tb927.4.610	Tb927_04_v5.1:175437..175440:r	Tb927_04_v5.1:173337..174020:r
Tb927.10.2650	Tb927_10_v5.1:684309..684474	Tb927_10_v5.1:688003..688915
Tb927.7.5990	Tb927_07_v5.1:1611940..1612049	Tb927_07_v5.1:1613808..1614755
Tb927.11.16970	Tb927_11_v5.1:4526889..4526930:r	Tb927_11_v5.1:4524454..4525976:r
Tb927.7.2900	Tb927_07_v5.1:736192..736257	Tb927_07_v5.1:736663..736900
Tb927.7.2980	Tb927_07_v5.1:748485..748549	Tb927_07_v5.1:749123..749775
Tb927.6.4500	Tb927_06_v5.1:1263601..1263767:r	Tb927_06_v5.1:1262519..1262988:r
Tb927.9.9940	Tb927_09_v5.1:1573657..1573707:r	Tb927_09_v5.1:1572110..1572717:r
Tb927.1.4370	Tb927_01_v5.1:902820..903223	Tb927_01_v5.1:905027..905658
Tb927.9.15190	Tb927_09_v5.1:2361556..2361568	Tb927_09_v5.1:2362184..2362285
Tb927.8.620	Tb927_08_v5.1:176570..176691:r	Tb927_08_v5.1:175193..175387:r
Tb927.4.2400	Tb927_04_v5.1:619190..619196	Tb927_04_v5.1:623601..623970
Tb927.8.8220	Tb927_08_v5.1:2431190..2431225	Tb927_08_v5.1:2432609..2433189
Tb927.11.3130	Tb927_11_v5.1:893462..893699:r	Tb927_11_v5.1:890533..891535:r
Tb927.10.9880	Tb927_10_v5.1:2440509..2440543	Tb927_10_v5.1:2441126..2441208
Tb927.10.9740	Tb927_10_v5.1:2407356..2407537	Tb927_10_v5.1:2408765..2409320
Tb927.10.14710	Tb927_10_v5.1:3592828..3592849:r	Tb927_10_v5.1:3591958..3592026:r
Tb927.10.2850	Tb927_10_v5.1:726850..726982	Tb927_10_v5.1:728120..729005
Tb927.1.2530	Tb927_01_v5.1:600372..600426	Tb927_01_v5.1:600829..601800
Tb927.6.5120	Tb927_06_v5.1:1401831..1401848	Tb927_06_v5.1:1402173..1402226
Tb927.11.1090	Tb927_11_v5.1:279062..279193	
Tb927.8.5480	Tb927_08_v5.1:1622863..1622907	Tb927_08_v5.1:1623934..1624660
Tb927.10.14540		Tb927_10_v5.1:3560536..3564029:r
Tb927.11.2060	Tb927_11_v5.1:592638..592669	Tb927_11_v5.1:593645..593734
Tb927.7.3380	Tb927_07_v5.1:883462..883570:r	Tb927_07_v5.1:882204..882630:r
Tb927.7.570	Tb927_07_v5.1:117588..117615:r	Tb927_07_v5.1:116560..116993:r
Tb927.10.400	Tb927_10_v5.1:106470..106604	Tb927_10_v5.1:107085..108003
Tb927.9.2020	Tb927_09_v5.1:455542..455549:r	Tb927_09_v5.1:455117..455292:r
Tb927.10.14330	Tb927_10_v5.1:3487239..3487319:r	Tb927_10_v5.1:3483867..3484115:r
Tb927.6.3280	Tb927_06_v5.1:966695..966762	Tb927_06_v5.1:972277..972478
Tb927.5.3320	Tb927_05_v5.1:1103050..1103130:r	Tb927_05_v5.1:1098222..1099287:r
Tb927.2.6280	Tb927_02_v5.1:1147123..1148973	Tb927_02_v5.1:1150375..1153421
Tb927.10.3410	Tb927_10_v5.1:882489..882702	Tb927_10_v5.1:883027..883338
Tb927.4.1800	Tb927_04_v5.1:451409..451428:r	Tb927_04_v5.1:449971..450118:r
Tb927.10.12170	Tb927_10_v5.1:2965288..2965414	Tb927_10_v5.1:2966099..2966502
Tb927.10.11570	Tb927_10_v5.1:2818276..2818296	Tb927_10_v5.1:2820499..2820599
Tb927.11.14000	Tb927_11_v5.1:3709414..3709460	Tb927_11_v5.1:3710250..3710358
Tb927.11.5760	Tb927_11_v5.1:1632352..1632464	Tb927_11_v5.1:1633461..1633615
Tb927.10.650	Tb927_10_v5.1:173264..173389	Tb927_10_v5.1:174053..174436
Tb927.8.5320		Tb927_08_v5.1:1584063..1584179
Tb927.5.2340	Tb927_05_v5.1:800573..800760	Tb927_05_v5.1:802399..802489
Tb927.10.13260	Tb927_10_v5.1:3234329..3234637:r	Tb927_10_v5.1:3230549..3230854:r
Tb927.8.3240	Tb927_08_v5.1:965524..965641	Tb927_08_v5.1:966455..966752
Tb927.8.3640	Tb927_08_v5.1:1092191..1092384:r	Tb927_08_v5.1:1090900..1091083:r
Tb927.2.5320	Tb927_02_v5.1:948419..948440	Tb927_02_v5.1:949536..950219
Tb927.11.13030	Tb927_11_v5.1:3486743..3486807:r	Tb927_11_v5.1:3486080..3486292:r
Tb927.7.5740	Tb927_07_v5.1:1548216..1548340	Tb927_07_v5.1:1549841..1549998
Tb927.9.8250	Tb927_09_v5.1:1353596..1353666:r	Tb927_09_v5.1:1352255..1352299:r
Tb927.10.13520	Tb927_10_v5.1:3302554..3302639:r	Tb927_10_v5.1:3300538..3300945:r
Tb927.11.4300	Tb927_11_v5.1:1254520..1254582:r	Tb927_11_v5.1:1253721..1253937:r
Tb927.11.2540	Tb927_11_v5.1:749662..749669:r	Tb927_11_v5.1:748069..748767:r
Tb927.10.1090	Tb927_10_v5.1:291267..291297:r	Tb927_10_v5.1:290668..290834:r
Tb927.8.1680	Tb927_08_v5.1:561467..561559:r	Tb927_08_v5.1:560516..560863:r
Tb927.11.11220	Tb927_11_v5.1:2995908..2996094	Tb927_11_v5.1:3008824..3009517
Tb927.11.5450	Tb927_11_v5.1:1550261..1550377	Tb927_11_v5.1:1552094..1553187
Tb927.9.13010	Tb927_09_v5.1:2054247..2054302	Tb927_09_v5.1:2056208..2056408
Tb927.11.14810	Tb927_11_v5.1:3937347..3937350:r	Tb927_11_v5.1:3936226..3936404:r
Tb927.11.12630	Tb927_11_v5.1:3384193..3384410	Tb927_11_v5.1:3385992..3386036
Tb927.10.3590		Tb927_10_v5.1:930585..931138
Tb927.8.5890	Tb927_08_v5.1:1734270..1734297	Tb927_08_v5.1:1734973..1735071
Tb927.9.12900	Tb927_09_v5.1:2037158..2037230	Tb927_09_v5.1:2038974..2039545
Tb927.3.4280	Tb927_03_v5.1:1208543..1208549:r	Tb927_03_v5.1:1205814..1206169:r
Tb927.11.15740	Tb927_11_v5.1:4168732..4168838:r	Tb927_11_v5.1:4166652..4167102:r
Tb927.1.40	Tb927_01_v5.1:12734..41394:r	
Tb927.1.4830	Tb927_01_v5.1:986557..986717	Tb927_01_v5.1:987621..988178
Tb927.3.3430	Tb927_03_v5.1:967897..972686:r	
Tb927.7.630	Tb927_07_v5.1:130398..130420:r	Tb927_07_v5.1:129429..129644:r
Tb927.11.3640	Tb927_11_v5.1:1072703..1072714	Tb927_11_v5.1:1073273..1075101
Tb927.10.10910	Tb927_10_v5.1:2662734..2662808:r	Tb927_10_v5.1:2660359..2660618:r
Tb927.5.1770	Tb927_05_v5.1:609952..609994	Tb927_05_v5.1:612098..612212
Tb927.11.12570	Tb927_11_v5.1:3370950..3371020	Tb927_11_v5.1:3371864..3371988
Tb927.10.11900	Tb927_10_v5.1:2904260..2904291	Tb927_10_v5.1:2904796..2904860
Tb927.5.4480	Tb927_05_v5.1:1382429..1382458:r	Tb927_05_v5.1:1380372..1380688:r
Tb927.11.7060	Tb927_11_v5.1:1984777..1984790:r	Tb927_11_v5.1:1982996..1983531:r
Tb927.10.15640	Tb927_10_v5.1:3833346..3833523	Tb927_10_v5.1:3835639..3836277
Tb927.4.2870	Tb927_04_v5.1:756607..756687	Tb927_04_v5.1:757540..758101
Tb927.4.410	Tb927_04_v5.1:118336..118350:r	Tb927_04_v5.1:116889..117384:r
Tb927.3.1190	Tb927_03_v5.1:287854..288019	Tb927_03_v5.1:295004..295302
Tb927.2.3880	Tb927_02_v5.1:688219..690640:r	
Tb927.3.2650	Tb927_03_v5.1:674937..674967:r	Tb927_03_v5.1:674328..674714:r
Tb927.1.5240	Tb927_01_v5.1:1039795..1039807	
Tb927.10.13120	Tb927_10_v5.1:3193836..3193858:r	Tb927_10_v5.1:3191822..3192629:r
Tb927.11.14240	Tb927_11_v5.1:3789898..3790003	Tb927_11_v5.1:3792965..3793190
Tb927.9.14530	Tb927_09_v5.1:2267369..2267602	Tb927_09_v5.1:2268167..2268361
Tb04.3I12.100		Tb927_04_v5.1:1312814..1312950:r
Tb927.11.6500	Tb927_11_v5.1:1834311..1834344:r	Tb927_11_v5.1:1833484..1833719:r
Tb927.8.595	Tb927_08_v5.1:169735..169788:r	Tb927_08_v5.1:169313..169488:r
Tb927.3.3460	Tb927_03_v5.1:980289..980327	Tb927_03_v5.1:981780..982444
Tb927.11.2290	Tb927_11_v5.1:651376..651515	Tb927_11_v5.1:655827..656204
Tb927.11.1010	Tb927_11_v5.1:258773..258815	Tb927_11_v5.1:259932..260238
Tb927.7.5070	Tb927_07_v5.1:1337832..1337959	Tb927_07_v5.1:1339880..1340022
Tb927.10.9320	Tb927_10_v5.1:2305968..2306107	Tb927_10_v5.1:2307026..2307309
Tb927.9.12750	Tb927_09_v5.1:2006930..2007029	Tb927_09_v5.1:2008062..2009218
Tb927.10.12870	Tb927_10_v5.1:3129719..3129768:r	Tb927_10_v5.1:3125602..3126454:r
Tb927.3.5550	Tb927_03_v5.1:1558248..1558310	Tb927_03_v5.1:1558863..1559338
Tb927.11.11420	Tb927_11_v5.1:3051566..3052644	Tb927_11_v5.1:3052846..3057222
Tb927.8.3620	Tb927_08_v5.1:1087375..1087444:r	Tb927_08_v5.1:1084687..1085475:r
Tb927.11.3080	Tb927_11_v5.1:883276..883401:r	Tb927_11_v5.1:881882..882660:r
Tb927.7.5610	Tb927_07_v5.1:1516783..1516846	Tb927_07_v5.1:1520120..1520321
Tb927.1.1580	Tb927_01_v5.1:403754..403774	Tb927_01_v5.1:404681..405277
Tb927.2.2500	Tb927_02_v5.1:493301..493687:r	Tb927_02_v5.1:492151..492454:r
Tb927.10.15320	Tb927_10_v5.1:3752175..3752646	Tb927_10_v5.1:3752962..3753239
Tb927.11.13850	Tb927_11_v5.1:3683852..3683905	Tb927_11_v5.1:3684878..3684982
Tb927.7.6360	Tb927_07_v5.1:1729584..1729717:r	Tb927_07_v5.1:1727189..1729043:r
Tb927.7.6730	Tb927_07_v5.1:1860675..1860699:r	Tb927_07_v5.1:1858216..1858451:r
Tb927.8.3920	Tb927_08_v5.1:1168527..1168666:r	Tb927_08_v5.1:1165659..1165682:r
Tb927.9.12980	Tb927_09_v5.1:2047239..2047738	Tb927_09_v5.1:2049008..2049473
Tb927.4.2810	Tb927_04_v5.1:742669..742779	
Tb927.4.2510	Tb927_04_v5.1:661612..661908	Tb927_04_v5.1:666421..666501
Tb927.3.3660	Tb927_03_v5.1:1025461..1025517	Tb927_03_v5.1:1026313..1026953
Tb927.11.10550	Tb927_11_v5.1:2808495..2808615	Tb927_11_v5.1:2811097..2811597
Tb927.3.3310	Tb927_03_v5.1:851555..851567:r	Tb927_03_v5.1:850858..850897:r
Tb927.5.3150	Tb927_05_v5.1:1040497..1040685:r	Tb927_05_v5.1:1034430..1035567:r
Tb927.11.7320	Tb927_11_v5.1:2065330..2065477	Tb927_11_v5.1:2066723..2067440
Tb927.7.3720	Tb927_07_v5.1:969283..973880	Tb927_07_v5.1:974457..975100
Tb927.10.8180	Tb927_10_v5.1:2035540..2035544:r	Tb927_10_v5.1:2031888..2031927:r
Tb927.11.17580	Tb927_11_v5.1:4755967..4756220	
Tb927.11.2190	Tb927_11_v5.1:619987..620153	Tb927_11_v5.1:620454..620916
Tb927.4.4720	Tb927_04_v5.1:1299897..1299944:r	Tb927_04_v5.1:1298273..1298312:r
Tb927.11.3670	Tb927_11_v5.1:1081973..1082228	Tb927_11_v5.1:1083603..1083765
Tb927.1.5170	Tb927_01_v5.1:1027233..1027245	
Tb927.9.9080	Tb927_09_v5.1:1450571..1450621:r	Tb927_09_v5.1:1449469..1449808:r
Tb927.4.2020	Tb927_04_v5.1:509457..509511:r	Tb927_04_v5.1:507952..508175:r
Tb927.8.1440	Tb927_08_v5.1:469240..469240	Tb927_08_v5.1:469730..470168
Tb927.11.2790	Tb927_11_v5.1:816989..817181:r	Tb927_11_v5.1:814320..814858:r
Tb927.10.3960	Tb927_10_v5.1:1048981..1049407:r	Tb927_10_v5.1:1046976..1048512:r
Tb927.4.5080	Tb927_04_v5.1:1393848..1393861:r	Tb927_04_v5.1:1393347..1393457:r
Tb927.11.2650	Tb927_11_v5.1:779750..779996:r	Tb927_11_v5.1:776710..777487:r
Tb927.11.6650	Tb927_11_v5.1:1876313..1879381:r	Tb927_11_v5.1:1873591..1875598:r
Tb927.9.8950	Tb927_09_v5.1:1439300..1439396:r	Tb927_09_v5.1:1437858..1438015:r
Tb927.7.2310	Tb927_07_v5.1:596032..596060:r	Tb927_07_v5.1:594584..594765:r
Tb927.10.8600	Tb927_10_v5.1:2130322..2130955	Tb927_10_v5.1:2134226..2134433
Tb927.7.4260	Tb927_07_v5.1:1134892..1134967:r	Tb927_07_v5.1:1133442..1134099:r
Tb927.5.3930	Tb927_05_v5.1:1277187..1277224	Tb927_05_v5.1:1278593..1279263
Tb927.8.3970	Tb927_08_v5.1:1187035..1187153:r	Tb927_08_v5.1:1185389..1185732:r
Tb927.10.6070	Tb927_10_v5.1:1533113..1533168:r	Tb927_10_v5.1:1532135..1532689:r
Tb927.6.1790		Tb927_06_v5.1:597140..601484:r
Tb927.7.3370	Tb927_07_v5.1:881751..881926:r	Tb927_07_v5.1:879311..879959:r
Tb927.10.4850	Tb927_10_v5.1:1213255..1213303:r	Tb927_10_v5.1:1211647..1211835:r
Tb927.3.3050	Tb927_03_v5.1:781791..781798:r	Tb927_03_v5.1:778577..778754:r
Tb927.4.1780	Tb927_04_v5.1:448201..448209:r	Tb927_04_v5.1:446656..447057:r
Tb927.9.3590	Tb927_09_v5.1:723532..723545	Tb927_09_v5.1:724101..724421
Tb927.6.2310	Tb927_06_v5.1:719950..720153	Tb927_06_v5.1:720583..720698
Tb927.7.4370	Tb927_07_v5.1:1160162..1160373:r	Tb927_07_v5.1:1155766..1155994:r
Tb927.11.3990	Tb927_11_v5.1:1167078..1167199	Tb927_11_v5.1:1168142..1168669
Tb927.11.1850	Tb927_11_v5.1:551533..551570:r	Tb927_11_v5.1:549724..550044:r
Tb927.2.4090	Tb927_02_v5.1:719468..719837:r	Tb927_02_v5.1:718375..718654:r
Tb927.11.6510	Tb927_11_v5.1:1835167..1835187:r	Tb927_11_v5.1:1834485..1834581:r
Tb927.7.7160	Tb927_07_v5.1:2054128..2054337:r	Tb927_07_v5.1:2048316..2051226:r
Tb927.3.4650	Tb927_03_v5.1:1317905..1318041:r	Tb927_03_v5.1:1316508..1317238:r
Tb927.10.12490	Tb927_10_v5.1:3027376..3027694:r	Tb927_10_v5.1:3023416..3023976:r
Tb927.6.2830	Tb927_06_v5.1:846277..846337	Tb927_06_v5.1:847685..848866
Tb927.7.6020	Tb927_07_v5.1:1620711..1621324	
Tb927.1.4100	Tb927_01_v5.1:861574..861806	Tb927_01_v5.1:862869..864625
Tb927.2.4925	Tb927_02_v5.1:870106..870162:r	Tb927_02_v5.1:869251..869997:r
Tb927.7.6090	Tb927_07_v5.1:1661293..1661608:r	Tb927_07_v5.1:1658831..1659003:r
Tb927.3.1380	Tb927_03_v5.1:344355..344482	Tb927_03_v5.1:346043..347117
Tb927.6.2470	Tb927_06_v5.1:755697..755737	Tb927_06_v5.1:757217..757347
Tb927.11.13560	Tb927_11_v5.1:3626215..3626303:r	Tb927_11_v5.1:3624480..3624579:r
Tb927.10.6750	Tb927_10_v5.1:1701003..1701091	Tb927_10_v5.1:1702610..1703044
Tb927.11.12650	Tb927_11_v5.1:3389761..3389830	Tb927_11_v5.1:3391190..3392062
Tb927.10.2310	Tb927_10_v5.1:597906..597950	Tb927_10_v5.1:599397..599530
Tb927.9.4440	Tb927_09_v5.1:828021..828085	Tb927_09_v5.1:829382..829820
Tb927.3.4090	Tb927_03_v5.1:1154650..1154714:r	Tb927_03_v5.1:1152523..1152861:r
Tb927.6.4650	Tb927_06_v5.1:1298731..1298801	Tb927_06_v5.1:1299873..1300610
Tb927.9.15950	Tb927_09_v5.1:2530510..2532729:r	
Tb927.10.2400		Tb927_10_v5.1:619328..619663:r
Tb927.8.7270	Tb927_08_v5.1:2088153..2088198	Tb927_08_v5.1:2089417..2089619
Tb927.11.4250	Tb927_11_v5.1:1243175..1243194:r	Tb927_11_v5.1:1242061..1242451:r
Tb927.11.3370	Tb927_11_v5.1:989532..989571	Tb927_11_v5.1:990136..991704
Tb927.7.3170	Tb927_07_v5.1:818320..818367	Tb927_07_v5.1:819544..820052
Tb927.8.5630	Tb927_08_v5.1:1672928..1673092	Tb927_08_v5.1:1674266..1675161
Tb927.1.2400	Tb927_01_v5.1:583262..583367	Tb927_01_v5.1:584724..584807
Tb927.4.2970	Tb927_04_v5.1:788013..788020	Tb927_04_v5.1:789029..789918
Tb927.11.2590	Tb927_11_v5.1:762067..762402:r	Tb927_11_v5.1:758016..758820:r
Tb927.10.3280	Tb927_10_v5.1:847418..847443	Tb927_10_v5.1:847693..847902
Tb927.5.110	Tb927_05_v5.1:3893..5535:r	
Tb927.3.3100	Tb927_03_v5.1:796340..796466:r	Tb927_03_v5.1:795477..795970:r
Tb927.10.5490	Tb927_10_v5.1:1378131..1378324	Tb927_10_v5.1:1379597..1379755
Tb927.4.2890	Tb927_04_v5.1:765039..765316	Tb927_04_v5.1:767213..767929
Tb927.11.7980	Tb927_11_v5.1:2247400..2247551	
Tb927.9.12290	Tb927_09_v5.1:1910292..1910322	Tb927_09_v5.1:1911181..1911494
Tb927.4.1270	Tb927_04_v5.1:337940..337988:r	Tb927_04_v5.1:336235..336559:r
Tb927.3.4580	Tb927_03_v5.1:1282709..1282748:r	Tb927_03_v5.1:1279500..1280122:r
Tb927.9.7980	Tb927_09_v5.1:1323460..1323536:r	Tb927_09_v5.1:1322257..1323012:r
Tb927.8.4390	Tb927_08_v5.1:1308695..1308814:r	Tb927_08_v5.1:1306914..1307266:r
Tb927.11.12240	Tb927_11_v5.1:3272386..3272480	Tb927_11_v5.1:3274854..3275855
Tb927.1.1020	Tb927_01_v5.1:294104..294227	Tb927_01_v5.1:295509..296172
Tb927.8.6820	Tb927_08_v5.1:1970100..1970237:r	Tb927_08_v5.1:1968681..1968806:r
Tb927.11.3760	Tb927_11_v5.1:1106646..1107163	Tb927_11_v5.1:1107887..1110084
Tb927.7.4140	Tb927_07_v5.1:1103655..1103800	Tb927_07_v5.1:1104368..1104632
Tb927.10.8480	Tb927_10_v5.1:2102972..2103018	Tb927_10_v5.1:2104603..2105423
Tb927.4.5580	Tb927_04_v5.1:1522796..1522806:r	
Tb927.9.12690	Tb927_09_v5.1:1994000..1994135	Tb927_09_v5.1:1994874..1995699
Tb927.10.14700	Tb927_10_v5.1:3591765..3591832:r	Tb927_10_v5.1:3590492..3590735:r
Tb927.11.7390	Tb927_11_v5.1:2081516..2081626	Tb927_11_v5.1:2082515..2083281
Tb927.4.3590	Tb927_04_v5.1:917843..917875:r	Tb927_04_v5.1:917049..917161:r
Tb927.8.2840	Tb927_08_v5.1:850222..850287	Tb927_08_v5.1:851701..851750
Tb927.10.4380	Tb927_10_v5.1:1135552..1135562:r	
Tb927.11.16540	Tb927_11_v5.1:4381800..4382146:r	Tb927_11_v5.1:4381275..4381502:r
Tb927.10.12230	Tb927_10_v5.1:2974438..2974558	Tb927_10_v5.1:2975861..2975999
Tb927.9.14420	Tb927_09_v5.1:2254172..2254356:r	Tb927_09_v5.1:2252786..2253016:r
Tb927.10.13560	Tb927_10_v5.1:3317549..3317597:r	Tb927_10_v5.1:3316146..3316399:r
Tb927.10.5980	Tb927_10_v5.1:1502961..1503057:r	Tb927_10_v5.1:1500698..1501679:r
Tb927.11.7820	Tb927_11_v5.1:2217501..2217767:r	Tb927_11_v5.1:2211824..2215856:r
Tb927.11.3140	Tb927_11_v5.1:896549..896588:r	Tb927_11_v5.1:893829..895180:r
Tb927.10.15340	Tb927_10_v5.1:3756566..3756895	Tb927_10_v5.1:3757286..3757796
Tb927.1.1960	Tb927_01_v5.1:513878..514038	Tb927_01_v5.1:516016..516276
Tb927.4.1950	Tb927_04_v5.1:495587..495623:r	Tb927_04_v5.1:493439..493753:r
Tb927.8.5280	Tb927_08_v5.1:1573734..1573770	Tb927_08_v5.1:1574545..1575151
Tb927.10.15290	Tb927_10_v5.1:3730781..3731285	Tb927_10_v5.1:3736323..3737041
Tb927.8.4680	Tb927_08_v5.1:1375527..1375582:r	Tb927_08_v5.1:1374306..1374611:r
Tb927.7.3490	Tb927_07_v5.1:905343..905352:r	Tb927_07_v5.1:902474..902879:r
Tb927.11.7475	Tb927_11_v5.1:2121460..2121515:r	Tb927_11_v5.1:2121058..2121174:r
Tb927.11.15050	Tb927_11_v5.1:4004338..4004348:r	Tb927_11_v5.1:4002497..4002906:r
Tb927.2.370	Tb927_02_v5.1:58341..58404:r	Tb927_02_v5.1:55593..55835:r
Tb927.9.7150	Tb927_09_v5.1:1156514..1156527	
Tb927.10.10940	Tb927_10_v5.1:2671048..2671122:r	Tb927_10_v5.1:2668673..2668932:r
Tb927.11.13320	Tb927_11_v5.1:3569876..3569904:r	Tb927_11_v5.1:3567473..3567709:r
Tb927.10.13380	Tb927_10_v5.1:3268174..3268199:r	Tb927_10_v5.1:3265905..3266031:r
Tb927.11.9550	Tb927_11_v5.1:2605784..2606162:r	Tb927_11_v5.1:2604303..2604757:r
Tb927.6.1350	Tb927_06_v5.1:496505..497774:r	
Tb927.5.360	Tb927_05_v5.1:165301..165396:r	Tb927_05_v5.1:163362..163728:r
Tb927.10.16030	Tb927_10_v5.1:3948942..3949001	Tb927_10_v5.1:3950100..3950142
Tb927.9.15170	Tb927_09_v5.1:2360382..2360400	Tb927_09_v5.1:2361328..2361402
