,Chromosome,Peak_Start,Peak_End,Peak_Name,UTR_Start,UTR_End,UTR_Gene_ID,UTR_Strand,UTR_Peak_overlap,Control_total,Control_F,Control_R,Treatment_total,Treatment_F,Treatment_R,Treatment_fraction_F,Treatment_fraction_R,Treatment_total_corrected_F,Treatment_total_corrected_R,download_seq,is_fully_contained
2032,Tb927_11_v5.1,2185364,2185693,NA_peak_4186,2185225,2185468,Tb927.11.7705,-,104,2070,94,124,4148,145,256,0.36159600997506236,0.6384039900249376,1499.9002493765586,2648.099750623441,Tb927_11_v5.1:2185364..2185468:r,False
2034,Tb927_11_v5.1,2206379,2209196,NA_peak_4187,2209024,2210087,Tb927.11.7810,-,172,2528,30,47,6729,9,146,0.05806451612903226,0.9419354838709677,390.7161290322581,6338.283870967742,Tb927_11_v5.1:2209024..2209196:r,False
2035,Tb927_11_v5.1,2217027,2218057,NA_peak_4188,2217906,2218355,Tb927.11.7830,-,151,2414,119,56,6655,331,26,0.927170868347339,0.07282913165266103,6170.322128851541,484.67787114845913,Tb927_11_v5.1:2217906..2218057:r,False
2036,Tb927_11_v5.1,2218946,2220094,NA_peak_4189,2219507,2220206,Tb927.11.7840,-,587,2397,157,9,7265,149,348,0.29979879275653926,0.7002012072434607,2178.0382293762577,5086.961770623742,Tb927_11_v5.1:2219507..2220094:r,False
2037,Tb927_11_v5.1,2227361,2229159,NA_peak_4190,2229056,2229537,Tb927.11.7870,-,103,6566,126,284,34712,40,1175,0.03292181069958848,0.9670781893004116,1142.7818930041153,33569.21810699589,Tb927_11_v5.1:2229056..2229159:r,False
2038,Tb927_11_v5.1,2232011,2232743,NA_peak_4191,2232566,2233385,Tb927.11.7890,-,177,84,2,1,588,1,22,0.043478260869565216,0.9565217391304348,25.565217391304348,562.4347826086956,Tb927_11_v5.1:2232566..2232743:r,False
2039,Tb927_11_v5.1,2234135,2235955,NA_peak_4192,2234814,2235432,Tb927.11.7900,-,618,9520,175,528,60377,118,2616,0.04316020482809071,0.9568397951719093,2605.8836869056327,57771.11631309437,Tb927_11_v5.1:2234814..2235432:r,False
2040,Tb927_11_v5.1,2257988,2259725,NA_peak_4194,2258603,2258793,Tb927.11.8030,+,190,2377,45,96,8142,277,170,0.6196868008948546,0.3803131991051454,5045.4899328859065,3096.5100671140935,Tb927_11_v5.1:2258603..2258793:f,False
2041,Tb927_11_v5.1,2263625,2264195,NA_peak_4195,2264188,2264702,Tb927.11.8060,+,7,593,14,8,1673,73,3,0.9605263157894737,0.03947368421052633,1606.9605263157894,66.03947368421055,Tb927_11_v5.1:2264188..2264195:f,False
2042,Tb927_11_v5.1,2278337,2279144,NA_peak_4196,2277563,2278702,Tb927.11.8140,+,365,852,14,18,3233,23,263,0.08041958041958042,0.9195804195804196,259.99650349650346,2973.0034965034965,Tb927_11_v5.1:2278337..2278702:f,False
2043,Tb927_11_v5.1,2295880,2296185,NA_peak_4197,2295924,2296365,Tb927.11.8160,+,261,7083,226,118,13690,537,56,0.9055649241146712,0.09443507588532885,12397.183811129848,1292.8161888701518,Tb927_11_v5.1:2295924..2296185:f,False
2044,Tb927_11_v5.1,2296320,2296624,NA_peak_4198,2295924,2296365,Tb927.11.8160,+,45,7100,201,160,13430,419,63,0.8692946058091287,0.13070539419087135,11674.626556016598,1755.3734439834022,Tb927_11_v5.1:2296320..2296365:f,False
2045,Tb927_11_v5.1,2302884,2306067,NA_peak_4199,2302878,2303401,Tb927.11.8185,+,517,7270,157,113,40485,840,655,0.5618729096989966,0.4381270903010034,22747.424749163878,17737.575250836122,Tb927_11_v5.1:2302884..2303401:f,False
2047,Tb927_11_v5.1,2311768,2312086,NA_peak_4200,2311006,2312159,Tb927.11.8210,+,318,105,3,4,252,4,35,0.10256410256410256,0.8974358974358975,25.846153846153847,226.15384615384616,Tb927_11_v5.1:2311768..2312086:f,True
2048,Tb927_11_v5.1,2312842,2313755,NA_peak_4201,2313246,2314205,Tb927.11.8220,+,509,275,6,11,825,9,23,0.28125,0.71875,232.03125,592.96875,Tb927_11_v5.1:2313246..2313755:f,False
2049,Tb927_11_v5.1,2313762,2314477,NA_peak_4202,2313246,2314205,Tb927.11.8220,+,443,203,6,4,498,5,22,0.18518518518518517,0.8148148148148149,92.22222222222221,405.7777777777778,Tb927_11_v5.1:2313762..2314205:f,False
2050,Tb927_11_v5.1,2330225,2330637,NA_peak_4203,2330031,2330380,Tb927.11.8290,+,155,87,1,1,226,0,14,0.0,1.0,0.0,226.0,Tb927_11_v5.1:2330225..2330380:f,False
2051,Tb927_11_v5.1,2333845,2335299,NA_peak_4204,2334853,2335641,Tb927.11.8310,+,446,2389,151,15,6442,318,74,0.8112244897959183,0.18877551020408168,5225.908163265306,1216.0918367346942,Tb927_11_v5.1:2334853..2335299:f,False
2052,Tb927_11_v5.1,2348483,2349898,NA_peak_4205,2348126,2348700,Tb927.11.8370,+,217,538,47,3,4479,815,8,0.9902794653705954,0.009720534629404587,4435.461725394897,43.53827460510315,Tb927_11_v5.1:2348483..2348700:f,False
2053,Tb927_11_v5.1,2374272,2375805,NA_peak_4208,2371453,2376754,Tb927.11.8470,+,1533,241,6,7,3277,15,114,0.11627906976744186,0.8837209302325582,381.04651162790697,2895.953488372093,Tb927_11_v5.1:2374272..2375805:f,True
2054,Tb927_11_v5.1,2411834,2412862,NA_peak_4210,2411779,2412191,Tb927.11.8770,+,357,108,28,0,1413,46,5,0.9019607843137255,0.0980392156862745,1274.4705882352941,138.52941176470586,Tb927_11_v5.1:2411834..2412191:f,False
2056,Tb927_11_v5.1,2465780,2467226,NA_peak_4211,2465916,2466607,Tb927.11.8980,+,691,3,0,0,223,0,0,,,,,Tb927_11_v5.1:2465916..2466607:f,False
2057,Tb927_11_v5.1,2468657,2469738,NA_peak_4212,2468239,2469619,Tb927.11.8990,+,962,2653,60,133,27936,732,1086,0.40264026402640263,0.5973597359735974,11248.158415841584,16687.841584158417,Tb927_11_v5.1:2468657..2469619:f,False
2058,Tb927_11_v5.1,2477000,2477307,NA_peak_4213,2476794,2477466,Tb927.11.9020,+,307,1608,31,22,3121,5,83,0.056818181818181816,0.9431818181818182,177.32954545454544,2943.6704545454545,Tb927_11_v5.1:2477000..2477307:f,True
2059,Tb927_11_v5.1,2480696,2481618,NA_peak_4214,2481336,2481678,Tb927.11.9050,+,282,939,9,38,2161,107,4,0.963963963963964,0.036036036036036,2083.126126126126,77.8738738738738,Tb927_11_v5.1:2481336..2481618:f,False
2060,Tb927_11_v5.1,2488578,2489386,NA_peak_4215,2489289,2489929,Tb927.11.9080,+,97,2798,42,229,8013,9,661,0.013432835820895522,0.9865671641791045,107.63731343283582,7905.362686567164,Tb927_11_v5.1:2489289..2489386:f,False
2061,Tb927_11_v5.1,2493356,2494281,NA_peak_4216,2493439,2494205,Tb927.11.9100,+,766,860,90,9,4257,179,1,0.9944444444444445,0.005555555555555536,4233.35,23.649999999999917,Tb927_11_v5.1:2493439..2494205:f,False
2062,Tb927_11_v5.1,2515378,2516267,NA_peak_4217,2515510,2515709,Tb927.11.9170,+,199,136,5,1,661,27,3,0.9,0.09999999999999998,594.9,66.09999999999998,Tb927_11_v5.1:2515510..2515709:f,False
2063,Tb927_11_v5.1,2516962,2519350,NA_peak_4218,2516854,2518303,Tb927.11.9180,+,1341,1772,54,45,17482,863,53,0.9421397379912664,0.05786026200873362,16470.48689956332,1011.5131004366812,Tb927_11_v5.1:2516962..2518303:f,False
2064,Tb927_11_v5.1,2526275,2527884,NA_peak_4219,2526803,2526999,Tb927.11.9210,+,196,8403,125,309,23691,26,979,0.025870646766169153,0.9741293532338309,612.9014925373134,23078.098507462688,Tb927_11_v5.1:2526803..2526999:f,False
2065,Tb927_11_v5.1,2529950,2530669,NA_peak_4220,2530283,2530781,Tb927.11.9220,+,386,441,6,65,1957,46,22,0.6764705882352942,0.32352941176470584,1323.8529411764707,633.1470588235294,Tb927_11_v5.1:2530283..2530669:f,False
2066,Tb927_11_v5.1,2543760,2544787,NA_peak_4222,2543864,2544375,Tb927.11.9260,+,511,92,2,5,284,0,21,0.0,1.0,0.0,284.0,Tb927_11_v5.1:2543864..2544375:f,False
2067,Tb927_11_v5.1,2553928,2555285,NA_peak_4223,2552710,2554919,Tb927.11.9290,+,991,671,24,21,1765,63,27,0.7,0.30000000000000004,1235.5,529.5000000000001,Tb927_11_v5.1:2553928..2554919:f,False
2068,Tb927_11_v5.1,2575739,2576844,NA_peak_4225,2576641,2576830,Tb927.11.9400,-,189,917,70,15,4706,16,247,0.060836501901140684,0.9391634980988594,286.2965779467681,4419.703422053232,Tb927_11_v5.1:2576641..2576830:r,False
2072,Tb927_11_v5.1,2579980,2583108,NA_peak_4226,2582863,2583237,Tb927.11.9430,-,245,2349,72,55,11991,158,274,0.36574074074074076,0.6342592592592593,4385.597222222223,7605.402777777778,Tb927_11_v5.1:2582863..2583108:r,False
2073,Tb927_11_v5.1,2583830,2585687,NA_peak_4227,2584574,2584958,Tb927.11.9440,-,384,4063,37,180,15335,22,691,0.030855539971949508,0.9691444600280505,473.1697054698457,14861.830294530155,Tb927_11_v5.1:2584574..2584958:r,False
2074,Tb927_11_v5.1,2588498,2589486,NA_peak_4228,2588983,2589147,Tb927.11.9470,-,164,731,20,17,1761,22,69,0.24175824175824176,0.7582417582417582,425.73626373626377,1335.2637362637363,Tb927_11_v5.1:2588983..2589147:r,False
2075,Tb927_11_v5.1,2590262,2590789,NA_peak_4230,2590396,2590490,Tb927.11.9480,-,94,405,6,15,822,2,34,0.05555555555555555,0.9444444444444444,45.666666666666664,776.3333333333333,Tb927_11_v5.1:2590396..2590490:r,False
2077,Tb927_11_v5.1,2592951,2594752,NA_peak_4231,2594028,2594662,Tb927.11.9510,-,634,235,16,1,1098,34,14,0.7083333333333334,0.29166666666666663,777.75,320.24999999999994,Tb927_11_v5.1:2594028..2594662:r,False
2078,Tb927_11_v5.1,2599830,2601052,NA_peak_4232,2599724,2600762,Tb927.11.9530,-,932,433,21,6,2052,11,103,0.09649122807017543,0.9035087719298246,198.0,1854.0,Tb927_11_v5.1:2599830..2600762:r,False
2079,Tb927_11_v5.1,2603781,2604729,NA_peak_4233,2604303,2604757,Tb927.11.9550,-,426,104,4,6,1488,1,101,0.00980392156862745,0.9901960784313726,14.588235294117647,1473.4117647058824,Tb927_11_v5.1:2604303..2604729:r,False
2080,Tb927_11_v5.1,2609774,2610101,NA_peak_4236,2610063,2610626,Tb927.11.9590,-,38,4321,0,0,8400,0,0,,,,,Tb927_11_v5.1:2610063..2610101:r,False
2081,Tb927_11_v5.1,2610108,2610883,NA_peak_4237,2610063,2610626,Tb927.11.9590,-,518,6636,93,151,12756,99,449,0.18065693430656934,0.8193430656934306,2304.4598540145985,10451.540145985402,Tb927_11_v5.1:2610108..2610626:r,False
2082,Tb927_11_v5.1,2613209,2613928,NA_peak_4238,2613788,2613941,Tb927.11.9610,-,140,69,2,4,538,2,35,0.05405405405405406,0.9459459459459459,29.081081081081084,508.9189189189189,Tb927_11_v5.1:2613788..2613928:r,False
2083,Tb927_11_v5.1,2622151,2622821,NA_peak_4240,2622418,2623268,Tb927.11.9650,-,403,380,9,6,1133,29,19,0.6041666666666666,0.39583333333333337,684.5208333333333,448.4791666666667,Tb927_11_v5.1:2622418..2622821:r,False
2084,Tb927_11_v5.1,2640802,2641330,NA_peak_4241,2640426,2642856,Tb927.11.9770,-,528,1501,114,16,3975,4,179,0.02185792349726776,0.9781420765027322,86.88524590163935,3888.1147540983607,Tb927_11_v5.1:2640802..2641330:r,True
2085,Tb927_11_v5.1,2642152,2643045,NA_peak_4242,2640426,2642856,Tb927.11.9770,-,704,245,7,5,1349,32,17,0.6530612244897959,0.34693877551020413,880.9795918367346,468.02040816326536,Tb927_11_v5.1:2642152..2642856:r,False
2086,Tb927_11_v5.1,2659788,2661068,NA_peak_4243,2660166,2660276,Tb927.11.9830,+,110,424,13,8,1166,34,4,0.8947368421052632,0.10526315789473684,1043.2631578947369,122.73684210526315,Tb927_11_v5.1:2660166..2660276:f,False
2087,Tb927_11_v5.1,2662011,2663255,NA_peak_4244,2662179,2662210,Tb927.11.9850,+,31,76,6,8,694,32,28,0.5333333333333333,0.4666666666666667,370.1333333333333,323.8666666666667,Tb927_11_v5.1:2662179..2662210:f,False
2089,Tb927_11_v5.1,2683826,2684534,NA_peak_4246,2684144,2684361,Tb927.11.9960,+,217,0,0,0,36,0,0,,,,,Tb927_11_v5.1:2684144..2684361:f,False
2090,Tb927_11_v5.1,2685079,2686330,NA_peak_4247,2685140,2685459,Tb927.11.9970,+,319,22,0,1,210,9,0,1.0,0.0,210.0,0.0,Tb927_11_v5.1:2685140..2685459:f,False
2091,Tb927_11_v5.1,2689144,2689506,NA_peak_4248,2688814,2690324,Tb927.11.9980,+,362,271,9,20,596,36,9,0.8,0.19999999999999996,476.8,119.19999999999997,Tb927_11_v5.1:2689144..2689506:f,True
2092,Tb927_11_v5.1,2703827,2704398,NA_peak_4250,2703926,2704183,Tb927.11.10075,+,257,419,17,15,1304,71,16,0.8160919540229885,0.1839080459770115,1064.183908045977,239.816091954023,Tb927_11_v5.1:2703926..2704183:f,False
2093,Tb927_11_v5.1,2709306,2711588,NA_peak_4251,2709898,2710162,Tb927.11.10110,+,264,1604,34,68,8460,35,8,0.813953488372093,0.18604651162790697,6886.046511627907,1573.953488372093,Tb927_11_v5.1:2709898..2710162:f,False
2094,Tb927_11_v5.1,2736527,2737397,NA_peak_4255,2736460,2736973,Tb927.11.10230,+,446,601,82,2,6437,797,10,0.9876084262701363,0.012391573729863659,6357.235439900867,79.76456009913237,Tb927_11_v5.1:2736527..2736973:f,False
2095,Tb927_11_v5.1,2738775,2740421,NA_peak_4256,2740212,2740399,Tb927.11.10250,+,187,2870,39,102,10441,288,17,0.9442622950819672,0.05573770491803276,9859.04262295082,581.9573770491801,Tb927_11_v5.1:2740212..2740399:f,False
2096,Tb927_11_v5.1,2755244,2756371,NA_peak_4257,2755856,2756058,Tb927.11.10330,+,202,2654,97,42,8343,259,9,0.9664179104477612,0.03358208955223885,8062.824626865671,280.1753731343287,Tb927_11_v5.1:2755856..2756058:f,False
2097,Tb927_11_v5.1,2759239,2759645,NA_peak_4259,2759389,2759664,Tb927.11.10340,+,256,6,0,0,674,4,17,0.19047619047619047,0.8095238095238095,128.38095238095238,545.6190476190476,Tb927_11_v5.1:2759389..2759645:f,False
2098,Tb927_11_v5.1,2787487,2788501,NA_peak_4260,2787396,2788990,Tb927.11.10470,+,1014,7267,175,42,17779,25,500,0.047619047619047616,0.9523809523809523,846.6190476190476,16932.38095238095,Tb927_11_v5.1:2787487..2788501:f,True
2099,Tb927_11_v5.1,2802538,2803052,NA_peak_4261,2802596,2803615,Tb927.11.10520,+,456,812,62,7,1827,111,25,0.8161764705882353,0.18382352941176472,1491.1544117647059,335.84558823529414,Tb927_11_v5.1:2802596..2803052:f,False
2100,Tb927_11_v5.1,2806983,2809245,NA_peak_4262,2807562,2808339,Tb927.11.10540,+,777,10109,223,229,82579,1638,295,0.8473874806001035,0.1526125193998965,69976.41076047595,12602.589239524053,Tb927_11_v5.1:2807562..2808339:f,False
2101,Tb927_11_v5.1,2814139,2815056,NA_peak_4263,2814119,2815966,Tb927.11.10560,+,917,520,4,54,1757,76,91,0.4550898203592814,0.5449101796407185,799.5928143712574,957.4071856287425,Tb927_11_v5.1:2814139..2815056:f,True
2102,Tb927_11_v5.1,2829486,2831032,NA_peak_4264,2829543,2830065,Tb927.11.10620,+,522,5710,123,273,116370,4374,1743,0.7150564001961746,0.28494359980382544,83211.11329082883,33158.886709171165,Tb927_11_v5.1:2829543..2830065:f,False
2103,Tb927_11_v5.1,2833148,2833452,NA_peak_4265,2833350,2833659,Tb927.11.10630,+,102,231,11,2,436,27,5,0.84375,0.15625,367.875,68.125,Tb927_11_v5.1:2833350..2833452:f,False
2104,Tb927_11_v5.1,2839361,2840104,NA_peak_4267,2838811,2839364,Tb927.11.10650,+,3,36,1,0,190,7,11,0.3888888888888889,0.6111111111111112,73.88888888888889,116.11111111111111,Tb927_11_v5.1:2839361..2839364:f,False
2105,Tb927_11_v5.1,2881585,2882379,NA_peak_4268,2881805,2882079,Tb927.11.10760,+,274,2321,161,40,15267,1192,3,0.9974895397489539,0.002510460251046065,15228.67280334728,38.327196652720275,Tb927_11_v5.1:2881805..2882079:f,False
2106,Tb927_11_v5.1,2887324,2888299,NA_peak_4269,2887675,2887873,Tb927.11.10790,+,198,1746,88,41,19460,1184,26,0.9785123966942149,0.02148760330578514,19041.85123966942,418.14876033057885,Tb927_11_v5.1:2887675..2887873:f,False
2107,Tb927_11_v5.1,2894279,2894712,NA_peak_4270,2892141,2894607,Tb927.11.10810,+,328,284,64,3,19594,3205,21,0.9934903905765654,0.0065096094234345925,19466.450712957223,127.54928704277741,Tb927_11_v5.1:2894279..2894607:f,False
2108,Tb927_11_v5.1,2911652,2912496,NA_peak_4271,2912003,2912201,Tb927.11.10910,+,198,2031,31,38,15602,554,17,0.9702276707530648,0.02977232924693518,15137.492119089316,464.5078809106827,Tb927_11_v5.1:2912003..2912201:f,False
2109,Tb927_11_v5.1,2919919,2920775,NA_peak_4272,2918238,2923505,Tb927.11.10940,+,856,60,1,5,1904,134,11,0.9241379310344827,0.07586206896551728,1759.558620689655,144.4413793103449,Tb927_11_v5.1:2919919..2920775:f,True
2110,Tb927_11_v5.1,2921523,2922582,NA_peak_4273,2918238,2923505,Tb927.11.10940,+,1059,3678,101,165,14408,24,876,0.02666666666666667,0.9733333333333334,384.21333333333337,14023.786666666667,Tb927_11_v5.1:2921523..2922582:f,True
2111,Tb927_11_v5.1,2923015,2923771,NA_peak_4274,2918238,2923505,Tb927.11.10940,+,490,1648,46,79,4683,134,14,0.9054054054054054,0.09459459459459463,4240.013513513513,442.9864864864866,Tb927_11_v5.1:2923015..2923505:f,False
2112,Tb927_11_v5.1,2933512,2935239,NA_peak_4275,2933675,2934009,Tb11.01.2730,+,334,4168,222,22,15455,588,113,0.8388017118402282,0.16119828815977177,12963.680456490727,2491.319543509273,Tb927_11_v5.1:2933675..2934009:f,False
2113,Tb927_11_v5.1,2971119,2971590,NA_peak_4276,2971250,2971270,Tb927.11.11080,+,20,2808,69,69,19015,2355,11,0.9953508030431107,0.004649196956889257,18926.59551986475,88.40448013524922,Tb927_11_v5.1:2971250..2971270:f,False
2114,Tb927_11_v5.1,2978585,2979092,NA_peak_4277,2978894,2979357,Tb927.11.11120,+,198,45,4,0,4427,434,0,1.0,0.0,4427.0,0.0,Tb927_11_v5.1:2978894..2979092:f,False
2115,Tb927_11_v5.1,2992086,2992473,NA_peak_4279,2991004,2992133,Tb927.11.11180,+,47,1135,29,32,2220,82,11,0.8817204301075269,0.11827956989247312,1957.4193548387098,262.58064516129036,Tb927_11_v5.1:2992086..2992133:f,False
2116,Tb927_11_v5.1,2995416,2996280,NA_peak_4280,2995237,2995792,Tb927.11.11210,+,376,136,3,2,424,20,5,0.8,0.19999999999999996,339.20000000000005,84.79999999999998,Tb927_11_v5.1:2995416..2995792:f,False
2117,Tb927_11_v5.1,3010866,3011985,NA_peak_4283,3011211,3011466,Tb927.11.11240,+,255,1540,62,16,5036,237,13,0.948,0.052000000000000046,4774.128,261.87200000000024,Tb927_11_v5.1:3011211..3011466:f,False
2118,Tb927_11_v5.1,3019951,3021012,NA_peak_4284,3020108,3020757,Tb927.11.11280,+,649,547,15,21,3883,104,80,0.5652173913043478,0.4347826086956522,2194.7391304347825,1688.2608695652175,Tb927_11_v5.1:3020108..3020757:f,False
2119,Tb927_11_v5.1,3030067,3030698,NA_peak_4285,3030667,3030901,Tb927.11.11330,+,31,3942,117,146,11915,529,36,0.9362831858407079,0.06371681415929209,11155.814159292035,759.1858407079652,Tb927_11_v5.1:3030667..3030698:f,False
2120,Tb927_11_v5.1,3063370,3065256,NA_peak_4286,3064357,3064787,Tb927.11.11435,+,430,1893,50,62,15978,247,417,0.37198795180722893,0.6280120481927711,5943.623493975904,10034.376506024097,Tb927_11_v5.1:3064357..3064787:f,False
2122,Tb927_11_v5.1,3077086,3078580,NA_peak_4288,3077461,3079420,Tb927.11.11480,+,1119,171,3,6,4135,10,256,0.03759398496240601,0.9624060150375939,155.45112781954887,3979.548872180451,Tb927_11_v5.1:3077461..3078580:f,False
2123,Tb927_11_v5.1,3078604,3080692,NA_peak_4289,3077461,3079420,Tb927.11.11480,+,816,7268,417,22,35333,1235,298,0.8056099151989563,0.1943900848010437,28464.615133724725,6868.384866275277,Tb927_11_v5.1:3078604..3079420:f,False
2124,Tb927_11_v5.1,3096015,3097684,NA_peak_4291,3095947,3096246,Tb927.11.11550,+,231,1123,21,14,9005,99,175,0.3613138686131387,0.6386861313868613,3253.631386861314,5751.368613138686,Tb927_11_v5.1:3096015..3096246:f,False
2125,Tb927_11_v5.1,3102304,3103645,NA_peak_4292,3102037,3102506,Tb927.11.11560,+,202,582,18,37,6421,83,509,0.14020270270270271,0.8597972972972973,900.2415540540542,5520.758445945946,Tb927_11_v5.1:3102304..3102506:f,False
2126,Tb927_11_v5.1,3109908,3111790,NA_peak_4293,3109776,3110408,Tb927.11.11590,+,500,2468,47,95,25089,643,313,0.6725941422594143,0.3274058577405857,16874.714435146445,8214.285564853555,Tb927_11_v5.1:3109908..3110408:f,False
2127,Tb927_11_v5.1,3122498,3123456,NA_peak_4294,3121932,3122561,Tb927.11.11630,+,63,4,1,0,151,0,0,,,,,Tb927_11_v5.1:3122498..3122561:f,False
2128,Tb927_11_v5.1,3135091,3136283,NA_peak_4295,3133836,3135705,Tb927.11.11680,+,614,1755,14,167,74158,78,4143,0.01847903340440654,0.9815209665955935,1370.36815920398,72787.63184079602,Tb927_11_v5.1:3135091..3135705:f,False
2129,Tb927_11_v5.1,3137265,3139070,NA_peak_4296,3137308,3138260,Tb927.11.11690,+,952,1751,36,99,32155,1052,173,0.8587755102040816,0.1412244897959184,27613.926530612243,4541.073469387756,Tb927_11_v5.1:3137308..3138260:f,False
2130,Tb927_11_v5.1,3152878,3153987,NA_peak_4297,3152053,3153474,Tb927.11.11750,+,596,314,29,5,2045,55,4,0.9322033898305084,0.06779661016949157,1906.3559322033898,138.64406779661024,Tb927_11_v5.1:3152878..3153474:f,False
2131,Tb927_11_v5.1,3158733,3161060,NA_peak_4298,3156921,3159842,Tb927.11.11770,+,1109,1356,56,38,110123,4638,273,0.9444105070250458,0.05558949297495419,104001.31826511912,6121.68173488088,Tb927_11_v5.1:3158733..3159842:f,False
2132,Tb927_11_v5.1,3172696,3173173,NA_peak_4299,3172847,3172989,Tb927.11.11820,+,142,1,0,0,143,7,0,1.0,0.0,143.0,0.0,Tb927_11_v5.1:3172847..3172989:f,False
2133,Tb927_11_v5.1,3173265,3173638,NA_peak_4300,3173604,3173736,Tb927.11.11830,+,34,1,0,0,47,4,0,1.0,0.0,47.0,0.0,Tb927_11_v5.1:3173604..3173638:f,False
2134,Tb927_11_v5.1,3173707,3174171,NA_peak_4301,3173604,3173736,Tb927.11.11830,+,29,0,0,0,26,0,0,,,,,Tb927_11_v5.1:3173707..3173736:f,False
2135,Tb927_11_v5.1,3174324,3174625,NA_peak_4302,3174308,3174787,Tb927.11.11840,+,301,3,0,0,19,0,0,,,,,Tb927_11_v5.1:3174324..3174625:f,True
2136,Tb927_11_v5.1,3178786,3179338,NA_peak_4303,3178410,3178879,Tb927.11.11850,+,93,152,24,1,563,70,1,0.9859154929577465,0.014084507042253502,555.0704225352113,7.929577464788721,Tb927_11_v5.1:3178786..3178879:f,False
2137,Tb927_11_v5.1,3190456,3190763,NA_peak_4304,3190647,3191595,Tb927.11.11900,+,116,2370,106,4,4678,217,16,0.9313304721030042,0.06866952789699576,4356.763948497854,321.23605150214615,Tb927_11_v5.1:3190647..3190763:f,False
2138,Tb927_11_v5.1,3190846,3191807,NA_peak_4305,3190647,3191595,Tb927.11.11900,+,749,5270,208,11,11628,387,27,0.9347826086956522,0.06521739130434778,10869.652173913044,758.347826086956,Tb927_11_v5.1:3190846..3191595:f,False
2139,Tb927_11_v5.1,3200585,3200887,NA_peak_4306,3199996,3200595,Tb927.11.11950,+,10,495,17,27,916,52,1,0.9811320754716981,0.018867924528301883,898.7169811320755,17.283018867924525,Tb927_11_v5.1:3200585..3200595:f,False
2140,Tb927_11_v5.1,3205559,3205966,NA_peak_4307,3205479,3205878,Tb927.11.11965,-,319,275,29,6,869,3,117,0.025,0.975,21.725,847.275,Tb927_11_v5.1:3205559..3205878:r,False
2141,Tb927_11_v5.1,3210761,3211136,NA_peak_4309,3210708,3211080,Tb927.11.11975,-,319,273,18,15,752,7,99,0.0660377358490566,0.9339622641509434,49.660377358490564,702.3396226415094,Tb927_11_v5.1:3210761..3211080:r,False
2142,Tb927_11_v5.1,3216364,3216802,NA_peak_4310,3216456,3216845,Tb927.11.11980,+,346,200,3,24,604,78,1,0.9873417721518988,0.012658227848101222,596.3544303797469,7.645569620253138,Tb927_11_v5.1:3216456..3216802:f,False
2143,Tb927_11_v5.1,3227933,3228321,NA_peak_4312,3228046,3228130,Tb927.11.12050,+,84,161,5,12,369,0,65,0.0,1.0,0.0,369.0,Tb927_11_v5.1:3228046..3228130:f,False
2144,Tb927_11_v5.1,3233678,3234796,NA_peak_4313,3233063,3234301,Tb927.11.12100,+,623,1822,126,1,9376,519,30,0.9453551912568307,0.05464480874316935,8863.650273224044,512.3497267759558,Tb927_11_v5.1:3233678..3234301:f,False
2145,Tb927_11_v5.1,3265409,3266742,NA_peak_4316,3265544,3267076,Tb927.11.12210,+,1198,1015,26,37,13359,27,357,0.0703125,0.9296875,939.3046875,12419.6953125,Tb927_11_v5.1:3265544..3266742:f,False
2146,Tb927_11_v5.1,3266761,3267769,NA_peak_4317,3265544,3267076,Tb927.11.12210,+,315,3024,53,232,18314,1089,96,0.9189873417721519,0.08101265822784809,16830.33417721519,1483.66582278481,Tb927_11_v5.1:3266761..3267076:f,False
2147,Tb927_11_v5.1,3271965,3272359,NA_peak_4318,3271983,3272256,Tb927.11.12230,+,273,1537,7,102,2761,1,197,0.005050505050505051,0.9949494949494949,13.944444444444446,2747.0555555555557,Tb927_11_v5.1:3271983..3272256:f,False
2148,Tb927_11_v5.1,3285930,3286755,NA_peak_4321,3285887,3286456,Tb927.11.12280,+,526,52,5,2,344,0,9,0.0,1.0,0.0,344.0,Tb927_11_v5.1:3285930..3286456:f,False
2149,Tb927_11_v5.1,3288881,3289943,NA_peak_4322,3289162,3289283,Tb927.11.12300,+,121,6929,269,68,21007,1076,15,0.9862511457378552,0.013748854262144783,20718.177818515123,288.82218148487544,Tb927_11_v5.1:3289162..3289283:f,False
2150,Tb927_11_v5.1,3304456,3306765,NA_peak_4324,3304495,3304570,Tb927.11.12370,+,75,7558,120,252,25566,690,78,0.8984375,0.1015625,22969.453125,2596.546875,Tb927_11_v5.1:3304495..3304570:f,False
2152,Tb927_11_v5.1,3356060,3356659,NA_peak_4330,3356328,3357026,Tb927.11.12510,+,331,37,3,2,153,0,0,,,,,Tb927_11_v5.1:3356328..3356659:f,False
2153,Tb927_11_v5.1,3365763,3366967,NA_peak_4333,3365773,3366952,Tb927.11.12540,+,1179,426,11,12,2664,138,27,0.8363636363636363,0.1636363636363637,2228.072727272727,435.92727272727285,Tb927_11_v5.1:3365773..3366952:f,False
2154,Tb927_11_v5.1,3412696,3413684,NA_peak_4336,3413503,3413707,Tb927.11.12760,-,181,13,1,2,130,0,12,0.0,1.0,0.0,130.0,Tb927_11_v5.1:3413503..3413684:r,False
2155,Tb927_11_v5.1,3446242,3448085,NA_peak_4337,3447068,3447970,Tb927.11.12850,-,902,6321,141,188,15325,72,521,0.12141652613827993,0.8785834738617201,1860.7082630691398,13464.29173693086,Tb927_11_v5.1:3447068..3447970:r,False
