# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-F" "SAF" "-a" "count_pca/count_pca.SAF" "-o" "count_pca/count_pca.txt" "BSF_01/res4/BSF_01/BSF_01_sorted.bam" "BSF_03/res4/BSF_03/BSF_03_sorted.bam" "BSF_04/res4/BSF_04/BSF_04_sorted.bam" "BSF_05/res4/BSF_05/BSF_05_sorted.bam" "BSF_06/res4/BSF_06/BSF_06_sorted.bam" "BSF_07/res4/BSF_07/BSF_07_sorted.bam" "BSF_08/res4/BSF_08/BSF_08_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	BSF_01/res4/BSF_01/BSF_01_sorted.bam	BSF_03/res4/BSF_03/BSF_03_sorted.bam	BSF_04/res4/BSF_04/BSF_04_sorted.bam	BSF_05/res4/BSF_05/BSF_05_sorted.bam	BSF_06/res4/BSF_06/BSF_06_sorted.bam	BSF_07/res4/BSF_07/BSF_07_sorted.bam	BSF_08/res4/BSF_08/BSF_08_sorted.bam
Tb927.11.4150	Tb927_11_v5.1	1210488	1210737	.	250	805	18	13	16	4124	2787	4095
Tb927.2.3180	Tb927_02_v5.1	590710	590852	.	143	821	321	85	55	421	501	532
Tb927.5.4100	Tb927_05_v5.1	1312619	1312936	.	318	73	100	5	3	185	140	293
Tb927.7.3270	Tb927_07_v5.1	841187	841228	.	42	0	12	2	1	11	0	1
Tb927.11.12340	Tb927_11_v5.1	3298421	3298821	.	401	10	115	17	112	166	215	35
Tb927.2.2540	Tb927_02_v5.1	500416	500795	.	380	48	12	5	6	211	156	62
Tb927.11.2210	Tb927_11_v5.1	627628	628992	.	1365	1231	1714	1452	2508	1721	514	731
Tb927.10.12090	Tb927_10_v5.1	2945351	2945818	.	468	18	154	67	110	166	88	114
Tb927.7.3645	Tb927_07_v5.1	949373	949782	.	410	1702	110	3	29	2465	246	321
Tb927.11.14570	Tb927_11_v5.1	3869463	3869650	.	188	0	0	2	11	0	0	1
Tb927.9.15550	Tb927_09_v5.1	2428815	2429299	.	485	390	92	37	19	689	631	887
Tb927.9.6370	Tb927_09_v5.1	1046747	1047207	.	461	1341	943	170	7	2249	695	1492
Tb927.10.13990	Tb927_10_v5.1	3405784	3405900	.	117	3	0	0	3	1	1	2
Tb927.6.4560	Tb927_06_v5.1	1275521	1275567	.	47	157	0	3	0	543	46	469
Tb927.2.2460	Tb927_02_v5.1	484516	486393	.	1878	4564	11508	5156	3650	1949	712	921
Tb927.6.1120	Tb927_06_v5.1	439023	439497	.	475	1292	290	94	102	7314	3595	7954
Tb927.8.5760	Tb927_08_v5.1	1703363	1704564	.	1202	280	5005	4582	3142	38	10	832
Tb927.6.3640	Tb927_06_v5.1	1083599	1084720	.	1122	4482	1418	1222	1020	1239	1407	252
Tb927.9.10250	Tb927_09_v5.1	1610120	1610698	.	579	1723	2394	2879	2962	1387	1268	2029
Tb927.11.15570	Tb927_11_v5.1	4132292	4132404	.	113	9	2	0	0	19	9	14
Tb927.8.5470	Tb927_08_v5.1	1620712	1621391	.	680	17	4	10	9	10	7	2
Tb927.10.1320	Tb927_10_v5.1	350064	350170	.	107	7	0	1	6	24	25	27
Tb927.2.2520	Tb927_02_v5.1	495308	495600	.	293	51	3	7	4	3	4	18
Tb927.3.1410	Tb927_03_v5.1	353368	353633	.	266	67	93	164	55	334	53	95
Tb927.3.3690	Tb927_03_v5.1	1032283	1032991	.	709	4276	13734	14193	19019	1960	1312	1335
Tb927.4.2120	Tb927_04_v5.1	551768	551826	.	59	84	5	0	2	131	149	255
Tb927.10.11590	Tb927_10_v5.1	2828478	2828691	.	214	1625	358	485	136	250	97	32
Tb927.10.14500	Tb927_10_v5.1	3544251	3545521	.	1271	1144	3261	3114	2268	870	325	382
Tb927.10.13513	Tb927_10_v5.1	3298808	3298987	.	180	467	82	65	79	323	105	197
Tb927.7.5910	Tb927_07_v5.1	1587332	1588266	.	935	1798	15	8	0	93	69	113
Tb927.10.11080	Tb927_10_v5.1	2700598	2705275	.	4678	0	21	18	23	11	17	23
Tb927.4.2540	Tb927_04_v5.1	670478	670747	.	270	59	32	7	88	239	437	102
Tb927.7.1270	Tb927_07_v5.1	330628	331294	.	667	857	1723	847	434	1914	408	1071
Tb927.10.13510	Tb927_10_v5.1	3296746	3296930	.	185	0	1	2	12	2	0	3
Tb927.4.200	Tb927_04_v5.1	34667	34906	.	240	1523	574	286	285	849	808	860
Tb927.11.13660	Tb927_11_v5.1	3639258	3639427	.	170	0	2	0	1	0	0	1
Tb927.2.5350	Tb927_02_v5.1	955356	956039	.	684	3178	117	87	47	5439	2970	5489
Tb927.10.15510	Tb927_10_v5.1	3807296	3807526	.	231	0	0	2	0	2	1	0
Tb927.2.4410	Tb927_02_v5.1	782129	783513	.	1385	926	278	29	9	326	258	168
Tb927.11.12660	Tb927_11_v5.1	3394575	3395143	.	569	643	37	9	10	1501	1585	1058
Tb927.10.13870	Tb927_10_v5.1	3383988	3384213	.	226	2	0	0	4	6	3	2
Tb927.2.6210	Tb927_02_v5.1	1125963	1128186	.	2224	271	26	5	6	494	327	419
Tb927.5.1860	Tb927_05_v5.1	637154	637245	.	92	6	7	4	2	21	8	36
Tb927.9.6270	Tb927_09_v5.1	1032801	1033035	.	235	587	26	10	3	143	163	35
Tb927.11.15140	Tb927_11_v5.1	4025217	4025862	.	646	0	4	5	2	2	1	3
Tb927.10.11950	Tb927_10_v5.1	2912755	2913277	.	523	3183	65	43	32	8668	3808	2933
Tb927.11.13650	Tb927_11_v5.1	3638365	3638700	.	336	293	97	49	15	652	535	703
Tb927.7.4410	Tb927_07_v5.1	1170782	1172803	.	2022	1999	55	82	14	2018	290	358
Tb927.7.7420	Tb927_07_v5.1	2132720	2133006	.	287	276	14	33	3	38	5	18
Tb927.2.4150	Tb927_02_v5.1	728742	729161	.	420	138	1032	287	318	106	82	130
Tb927.8.3120	Tb927_08_v5.1	934046	934249	.	204	3	7	6	9	12	9	8
Tb927.1.1310	Tb927_01_v5.1	340850	341181	.	332	278	3	4	6	1130	795	805
Tb927.10.1990	Tb927_10_v5.1	524342	524455	.	114	753	68	66	27	1369	1280	1403
Tb927.11.9665	Tb927_11_v5.1	2626217	2626429	.	213	2112	506	63	14	1703	865	2762
Tb927.7.5220	Tb927_07_v5.1	1381286	1381777	.	492	94	158	13	6	158	436	142
Tb927.3.2210	Tb927_03_v5.1	576772	577318	.	547	117	181	95	63	99	25	31
Tb927.10.8310	Tb927_10_v5.1	2055810	2055910	.	101	534	998	893	718	432	429	370
Tb927.10.12180	Tb927_10_v5.1	2968799	2969315	.	517	667	1655	284	423	902	468	308
Tb927.11.2370	Tb927_11_v5.1	682425	683771	.	1347	585	3041	2914	3751	1035	659	1044
Tb927.9.5000	Tb927_09_v5.1	901430	901583	.	154	30	2	1	0	140	91	89
Tb927.1.1690	Tb927_01_v5.1	428241	428601	.	361	195	105	11	20	610	348	573
Tb927.9.10840	Tb927_09_v5.1	1709319	1709705	.	387	0	2	2	10	2	0	1
Tb927.11.2510	Tb927_11_v5.1	738111	738414	.	304	868	3645	4003	3599	1088	1130	1101
Tb927.4.1000	Tb927_04_v5.1	271688	274999	.	3312	581	2118	1832	2108	136	2	151
Tb927.4.610	Tb927_04_v5.1	173337	174020	.	684	143	168	50	15	440	160	340
Tb927.10.2650	Tb927_10_v5.1	688003	688915	.	913	561	2662	3683	2564	263	232	184
Tb927.7.5990	Tb927_07_v5.1	1613808	1614755	.	948	314	305	189	375	1427	540	461
Tb927.11.16970	Tb927_11_v5.1	4524454	4525976	.	1523	1489	4509	1216	418	3715	1473	1740
Tb927.7.2900	Tb927_07_v5.1	736663	736900	.	238	39	45	23	15	9	8	14
Tb927.7.2980	Tb927_07_v5.1	749123	749775	.	653	962	210	66	41	135	63	24
Tb927.6.4500	Tb927_06_v5.1	1262519	1262988	.	470	7	90	4	7	2	1	2
Tb927.9.9940	Tb927_09_v5.1	1572110	1572717	.	608	9	69	26	53	8	0	7
Tb927.1.4370	Tb927_01_v5.1	905027	905658	.	632	100	336	64	46	181	32	104
Tb927.9.15190	Tb927_09_v5.1	2362184	2362285	.	102	10	158	73	286	20	96	41
Tb927.8.620	Tb927_08_v5.1	175193	175387	.	195	284	134	122	37	405	212	135
Tb927.4.2400	Tb927_04_v5.1	623601	623970	.	370	386	376	194	123	411	407	423
Tb927.8.8220	Tb927_08_v5.1	2432609	2433189	.	581	4	6	2	6	2	7	14
Tb927.11.3130	Tb927_11_v5.1	890533	891535	.	1003	433	2261	965	1450	920	349	531
Tb927.10.9880	Tb927_10_v5.1	2441126	2441208	.	83	7	56	36	40	8	1	4
Tb927.10.9740	Tb927_10_v5.1	2408765	2409320	.	556	18	11	4	5	24	3	8
Tb927.10.14710	Tb927_10_v5.1	3591958	3592026	.	69	4	13	8	8	11	3	10
Tb927.10.2850	Tb927_10_v5.1	728120	729005	.	886	368	742	218	184	821	428	697
Tb927.1.2530	Tb927_01_v5.1	600829	601800	.	972	2	20	26	41	13	15	32
Tb927.6.5120	Tb927_06_v5.1	1402173	1402226	.	54	829	1466	733	164	779	715	866
Tb927.8.5480	Tb927_08_v5.1	1623934	1624660	.	727	205	162	102	106	72	30	30
Tb927.10.14540	Tb927_10_v5.1	3560536	3564029	.	3494	432	1710	1291	1466	608	571	770
Tb927.11.2060	Tb927_11_v5.1	593645	593734	.	90	249	40	4	12	215	150	146
Tb927.7.3380	Tb927_07_v5.1	882204	882630	.	427	1368	433	6	4	2697	916	2505
Tb927.7.570	Tb927_07_v5.1	116560	116993	.	434	3579	13667	10362	6300	2823	52	46
Tb927.10.400	Tb927_10_v5.1	107085	108003	.	919	18	10	4	40	39	49	19
Tb927.9.2020	Tb927_09_v5.1	455117	455292	.	176	173	641	421	454	211	194	223
Tb927.10.14330	Tb927_10_v5.1	3483867	3484115	.	249	0	0	0	3	1	1	1
Tb927.6.3280	Tb927_06_v5.1	972277	972478	.	202	557	91	18	178	858	892	862
Tb927.5.3320	Tb927_05_v5.1	1098222	1099287	.	1066	23	7	9	10	94	102	180
Tb927.10.3410	Tb927_10_v5.1	883027	883338	.	312	409	106	113	143	394	138	296
Tb927.4.1800	Tb927_04_v5.1	449971	450118	.	148	150	15	27	38	0	2	3
Tb927.10.12170	Tb927_10_v5.1	2966099	2966502	.	404	139	51	32	73	131	48	39
Tb927.10.11570	Tb927_10_v5.1	2820499	2820599	.	101	2	507	352	597	34	606	337
Tb927.11.14000	Tb927_11_v5.1	3710250	3710358	.	109	663	2	3	2	20	11	90
Tb927.11.5760	Tb927_11_v5.1	1633461	1633615	.	155	1153	189	140	170	274	333	548
Tb927.10.650	Tb927_10_v5.1	174053	174436	.	384	156	4	0	2	1	0	2
Tb927.8.5320	Tb927_08_v5.1	1584063	1584179	.	117	52	345	137	127	53	50	9
Tb927.5.2340	Tb927_05_v5.1	802399	802489	.	91	946	10	2	0	9	71	4
Tb927.10.13260	Tb927_10_v5.1	3230549	3230854	.	306	282	620	292	143	152	73	106
Tb927.8.3240	Tb927_08_v5.1	966455	966752	.	298	257	997	855	246	347	137	663
Tb927.8.3640	Tb927_08_v5.1	1090900	1091083	.	184	1514	358	179	139	2870	2472	3195
Tb927.2.5320	Tb927_02_v5.1	949536	950219	.	684	1951	68	55	25	3176	1768	3221
Tb927.11.13030	Tb927_11_v5.1	3486080	3486292	.	213	0	5	1	18	3	4	2
Tb927.7.5740	Tb927_07_v5.1	1549841	1549998	.	158	25	2	2	2	202	58	13
Tb927.9.8250	Tb927_09_v5.1	1352255	1352299	.	45	9	29	5	74	22	62	10
Tb927.10.13520	Tb927_10_v5.1	3300538	3300945	.	408	495	760	248	135	755	256	199
Tb927.11.4300	Tb927_11_v5.1	1253721	1253937	.	217	73	181	75	45	57	46	75
Tb927.11.2540	Tb927_11_v5.1	748069	748767	.	699	260	161	35	166	254	124	186
Tb927.10.1090	Tb927_10_v5.1	290668	290834	.	167	0	8	26	18	2	1	1
Tb927.8.1680	Tb927_08_v5.1	560516	560863	.	348	0	16	2	9	1	0	18
Tb927.11.11220	Tb927_11_v5.1	3008824	3009517	.	694	1140	1298	675	290	1208	515	798
Tb927.11.5450	Tb927_11_v5.1	1552094	1553187	.	1094	1070	242	204	125	161	124	108
Tb927.9.13010	Tb927_09_v5.1	2056208	2056408	.	201	0	4	2	1	2	1	1
Tb927.11.14810	Tb927_11_v5.1	3936226	3936404	.	179	46	4	1	1	0	2	2
Tb927.11.12630	Tb927_11_v5.1	3385992	3386036	.	45	368	224	20	4	366	261	533
Tb927.10.3590	Tb927_10_v5.1	930585	931138	.	554	49	35	18	28	188	123	526
Tb927.8.5890	Tb927_08_v5.1	1734973	1735071	.	99	751	576	192	65	524	388	369
Tb927.9.12900	Tb927_09_v5.1	2038974	2039545	.	572	1	3	6	1	0	2	2
Tb927.3.4280	Tb927_03_v5.1	1205814	1206169	.	356	4	3	3	2	14	22	27
Tb927.11.15740	Tb927_11_v5.1	4166652	4167102	.	451	1723	1095	259	8	1525	1317	1200
Tb927.1.4830	Tb927_01_v5.1	987621	988178	.	558	655	2130	2313	2735	978	672	859
Tb927.7.630	Tb927_07_v5.1	129429	129644	.	216	0	0	3	3	1	1	1
Tb927.11.3640	Tb927_11_v5.1	1073273	1075101	.	1829	1706	43	16	22	1288	1942	1692
Tb927.10.10910	Tb927_10_v5.1	2660359	2660618	.	260	1048	3137	2845	2856	410	127	199
Tb927.5.1770	Tb927_05_v5.1	612098	612212	.	115	2	26	30	57	2	0	14
Tb927.11.12570	Tb927_11_v5.1	3371864	3371988	.	125	1665	409	217	157	102	269	417
Tb927.10.11900	Tb927_10_v5.1	2904796	2904860	.	65	6	1	0	0	1	0	2
Tb927.5.4480	Tb927_05_v5.1	1380372	1380688	.	317	251	1590	1872	2528	181	102	107
Tb927.11.7060	Tb927_11_v5.1	1982996	1983531	.	536	4842	50	37	17	1317	787	1256
Tb927.10.15640	Tb927_10_v5.1	3835639	3836277	.	639	68	16	4	0	334	50	75
Tb927.4.2870	Tb927_04_v5.1	757540	758101	.	562	3	10	13	9	26	12	14
Tb927.4.410	Tb927_04_v5.1	116889	117384	.	496	1829	6858	3673	2166	1721	43	314
Tb927.3.1190	Tb927_03_v5.1	295004	295302	.	299	1352	3404	238	37	3748	875	1054
Tb927.3.2650	Tb927_03_v5.1	674328	674714	.	387	1586	2912	2620	2555	2208	621	1852
Tb927.10.13120	Tb927_10_v5.1	3191822	3192629	.	808	3076	1107	423	33	1952	621	591
Tb927.11.14240	Tb927_11_v5.1	3792965	3793190	.	226	161	45	17	14	289	314	358
Tb927.9.14530	Tb927_09_v5.1	2268167	2268361	.	195	1453	549	314	77	1001	1018	1326
Tb927.11.6500	Tb927_11_v5.1	1833484	1833719	.	236	2	2	1	1	3	2	3
Tb927.8.595	Tb927_08_v5.1	169313	169488	.	176	744	105	46	19	532	364	401
Tb927.3.3460	Tb927_03_v5.1	981780	982444	.	665	1	46	3	25	3	46	4
Tb927.11.2290	Tb927_11_v5.1	655827	656204	.	378	1287	423	66	26	851	621	574
Tb927.11.1010	Tb927_11_v5.1	259932	260238	.	307	61	94	44	4	90	88	72
Tb927.7.5070	Tb927_07_v5.1	1339880	1340022	.	143	4	4	2	0	13	20	10
Tb927.10.9320	Tb927_10_v5.1	2307026	2307309	.	284	45	35	26	7	156	79	88
Tb927.9.12750	Tb927_09_v5.1	2008062	2009218	.	1157	2	4	4	5	18	4	1
Tb927.10.12870	Tb927_10_v5.1	3125602	3126454	.	853	594	73	7	6	977	423	537
Tb927.3.5550	Tb927_03_v5.1	1558863	1559338	.	476	1474	8464	6092	5787	1333	953	1178
Tb927.8.3620	Tb927_08_v5.1	1084687	1085475	.	789	869	353	171	149	1149	991	1222
Tb927.11.3080	Tb927_11_v5.1	881882	882660	.	779	301	1022	927	527	289	183	245
Tb927.7.5610	Tb927_07_v5.1	1520120	1520321	.	202	173	157	60	25	142	161	90
Tb927.1.1580	Tb927_01_v5.1	404681	405277	.	597	1371	12	14	10	1967	3233	1367
Tb927.2.2500	Tb927_02_v5.1	492151	492454	.	304	0	3	1	1	1	2	0
Tb927.10.15320	Tb927_10_v5.1	3752962	3753239	.	278	115	275	244	214	189	108	119
Tb927.11.13850	Tb927_11_v5.1	3684878	3684982	.	105	1290	214	56	97	151	238	328
Tb927.7.6360	Tb927_07_v5.1	1727189	1729043	.	1855	531	204	71	54	64	18	38
Tb927.7.6730	Tb927_07_v5.1	1858216	1858451	.	236	2173	27	9	10	1710	1946	1380
Tb927.8.3920	Tb927_08_v5.1	1165659	1165682	.	24	8	0	1	1	5	1	1
Tb927.9.12980	Tb927_09_v5.1	2049008	2049473	.	466	590	194	75	49	588	150	301
Tb927.4.2510	Tb927_04_v5.1	666421	666501	.	81	9	1	0	0	2	0	1
Tb927.3.3660	Tb927_03_v5.1	1026313	1026953	.	641	538	122	16	30	597	370	348
Tb927.11.10550	Tb927_11_v5.1	2811097	2811597	.	501	46	58	23	4	42	21	38
Tb927.3.3310	Tb927_03_v5.1	850858	850897	.	40	85	48	17	24	80	60	19
Tb927.5.3150	Tb927_05_v5.1	1034430	1035567	.	1138	5581	1981	770	293	2820	2115	2617
Tb927.11.7320	Tb927_11_v5.1	2066723	2067440	.	718	866	46	7	48	2009	1547	635
Tb927.10.8180	Tb927_10_v5.1	2031888	2031927	.	40	0	1	1	4	2	1	2
Tb927.11.2190	Tb927_11_v5.1	620454	620916	.	463	1836	1494	1241	259	1161	2156	182
Tb927.4.4720	Tb927_04_v5.1	1298273	1298312	.	40	237	47	30	18	100	138	417
Tb927.11.3670	Tb927_11_v5.1	1083603	1083765	.	163	0	3	0	1	0	1	5
Tb927.9.9080	Tb927_09_v5.1	1449469	1449808	.	340	9	83	10	35	7	25	5
Tb927.4.2020	Tb927_04_v5.1	507952	508175	.	224	2604	171	37	15	632	337	398
Tb927.8.1440	Tb927_08_v5.1	469730	470168	.	439	4	6	1	5	89	23	11
Tb927.11.2790	Tb927_11_v5.1	814320	814858	.	539	2690	276	340	324	606	524	239
Tb927.10.3960	Tb927_10_v5.1	1046976	1048512	.	1537	3431	157	66	59	300	269	269
Tb927.4.5080	Tb927_04_v5.1	1393347	1393457	.	111	719	297	24	27	1448	1408	1005
Tb927.11.2650	Tb927_11_v5.1	776710	777487	.	778	624	1254	1046	1024	510	405	501
Tb927.9.8950	Tb927_09_v5.1	1437858	1438015	.	158	0	2	6	6	0	1	3
Tb927.7.2310	Tb927_07_v5.1	594584	594765	.	182	177	136	66	35	230	82	111
Tb927.10.8600	Tb927_10_v5.1	2134226	2134433	.	208	558	72	83	32	637	246	466
Tb927.7.4260	Tb927_07_v5.1	1133442	1134099	.	658	829	1149	232	186	1399	926	2361
Tb927.5.3930	Tb927_05_v5.1	1278593	1279263	.	671	773	175	63	9	6789	3583	1545
Tb927.8.3970	Tb927_08_v5.1	1185389	1185732	.	344	503	81	15	9	1239	1013	969
Tb927.10.6070	Tb927_10_v5.1	1532135	1532689	.	555	330	210	375	760	6	2	4
Tb927.7.3370	Tb927_07_v5.1	879311	879959	.	649	18	51	17	25	6	2	7
Tb927.10.4850	Tb927_10_v5.1	1211647	1211835	.	189	15	26	17	7	26	9	60
Tb927.3.3050	Tb927_03_v5.1	778577	778754	.	178	42	48	15	14	34	98	55
Tb927.4.1780	Tb927_04_v5.1	446656	447057	.	402	3	8	4	7	2	2	2
Tb927.9.3590	Tb927_09_v5.1	724101	724421	.	321	3	1	0	2	0	0	1
Tb927.6.2310	Tb927_06_v5.1	720583	720698	.	116	124	64	39	81	104	52	124
Tb927.7.4370	Tb927_07_v5.1	1155766	1155994	.	229	6	4	6	5	42	45	42
Tb927.11.3990	Tb927_11_v5.1	1168142	1168669	.	528	21	119	20	16	26	30	26
Tb927.11.1850	Tb927_11_v5.1	549724	550044	.	321	891	359	99	6	1407	1181	1549
Tb927.2.4090	Tb927_02_v5.1	718375	718654	.	280	6	3	5	2	44	4	1
Tb927.11.6510	Tb927_11_v5.1	1834485	1834581	.	97	4	1	2	0	36	39	37
Tb927.7.7160	Tb927_07_v5.1	2048316	2051226	.	2911	3853	3644	1958	1070	3217	2573	2123
Tb927.3.4650	Tb927_03_v5.1	1316508	1317238	.	731	80	399	464	455	457	201	388
Tb927.10.12490	Tb927_10_v5.1	3023416	3023976	.	561	18	3	1	5	86	24	55
Tb927.6.2830	Tb927_06_v5.1	847685	848866	.	1182	2708	143	39	12	5520	3062	2080
Tb927.1.4100	Tb927_01_v5.1	862869	864625	.	1757	434	240	27	17	1191	1132	1133
Tb927.2.4925	Tb927_02_v5.1	869251	869997	.	747	458	307	174	118	634	565	628
Tb927.7.6090	Tb927_07_v5.1	1658831	1659003	.	173	15	7	29	126	3	0	1
Tb927.3.1380	Tb927_03_v5.1	346043	347117	.	1075	865	60	46	52	5589	6289	4323
Tb927.6.2470	Tb927_06_v5.1	757217	757347	.	131	212	0	0	2	15	7	12
Tb927.11.13560	Tb927_11_v5.1	3624480	3624579	.	100	417	60	6	1	1565	1254	1372
Tb927.10.6750	Tb927_10_v5.1	1702610	1703044	.	435	218	35	9	5	264	397	342
Tb927.11.12650	Tb927_11_v5.1	3391190	3392062	.	873	5	5	7	7	110	28	112
Tb927.10.2310	Tb927_10_v5.1	599397	599530	.	134	2063	659	8	12	3890	242	697
Tb927.9.4440	Tb927_09_v5.1	829382	829820	.	439	0	5	2	6	2	3	8
Tb927.3.4090	Tb927_03_v5.1	1152523	1152861	.	339	1434	2252	2513	2957	524	399	398
Tb927.6.4650	Tb927_06_v5.1	1299873	1300610	.	738	524	837	256	822	1019	1305	1256
Tb927.8.7270	Tb927_08_v5.1	2089417	2089619	.	203	332	3549	2350	2369	76	1	2
Tb927.11.4250	Tb927_11_v5.1	1242061	1242451	.	391	305	99	63	19	11	3	24
Tb927.11.3370	Tb927_11_v5.1	990136	991704	.	1569	619	13	7	35	328	334	748
Tb927.7.3170	Tb927_07_v5.1	819544	820052	.	509	16	10	3	5	2	22	13
Tb927.8.5630	Tb927_08_v5.1	1674266	1675161	.	896	417	57	63	152	1749	511	402
Tb927.1.2400	Tb927_01_v5.1	584724	584807	.	84	0	7	5	11	4	8	7
Tb927.4.2970	Tb927_04_v5.1	789029	789918	.	890	617	359	393	435	123	76	94
Tb927.11.2590	Tb927_11_v5.1	758016	758820	.	805	291	2	3	8	5	2	4
Tb927.10.3280	Tb927_10_v5.1	847693	847902	.	210	5	13	8	57	4	2	5
Tb927.3.3100	Tb927_03_v5.1	795477	795970	.	494	5	9	21	5	20	10	18
Tb927.10.5490	Tb927_10_v5.1	1379597	1379755	.	159	1181	37	3	0	1125	806	810
Tb927.4.2890	Tb927_04_v5.1	767213	767929	.	717	2527	354	42	71	4466	3165	4077
Tb927.9.12290	Tb927_09_v5.1	1911181	1911494	.	314	10	37	0	1	96	69	108
Tb927.4.1270	Tb927_04_v5.1	336235	336559	.	325	1290	7909	10807	14365	1963	1714	2135
Tb927.3.4580	Tb927_03_v5.1	1279500	1280122	.	623	85	14	6	4	229	86	215
Tb927.9.7980	Tb927_09_v5.1	1322257	1323012	.	756	763	579	368	322	1322	888	1529
Tb927.8.4390	Tb927_08_v5.1	1306914	1307266	.	353	712	3134	3014	3034	875	1127	863
Tb927.11.12240	Tb927_11_v5.1	3274854	3275855	.	1002	1065	2	2	15	5	5	11
Tb927.1.1020	Tb927_01_v5.1	295509	296172	.	664	2	3	0	5	2	2	1
Tb927.8.6820	Tb927_08_v5.1	1968681	1968806	.	126	7	4	2	1	21	5	16
Tb927.11.3760	Tb927_11_v5.1	1107887	1110084	.	2198	10962	5479	5065	4332	1917	1366	2746
Tb927.7.4140	Tb927_07_v5.1	1104368	1104632	.	265	769	35	27	44	2143	1984	1843
Tb927.10.8480	Tb927_10_v5.1	2104603	2105423	.	821	229	1279	891	594	144	72	78
Tb927.9.12690	Tb927_09_v5.1	1994874	1995699	.	826	1133	1236	503	197	94	22	74
Tb927.10.14700	Tb927_10_v5.1	3590492	3590735	.	244	715	296	80	46	655	371	515
Tb927.11.7390	Tb927_11_v5.1	2082515	2083281	.	767	2367	1586	2396	3186	1067	1391	1507
Tb927.4.3590	Tb927_04_v5.1	917049	917161	.	113	380	242	196	309	313	435	767
Tb927.8.2840	Tb927_08_v5.1	851701	851750	.	50	245	4	4	6	114	96	134
Tb927.11.16540	Tb927_11_v5.1	4381275	4381502	.	228	2	3	1	0	5	1	1
Tb927.10.12230	Tb927_10_v5.1	2975861	2975999	.	139	13	57	9	11	7	3	8
Tb927.9.14420	Tb927_09_v5.1	2252786	2253016	.	231	1141	124	91	157	1505	1287	1397
Tb927.10.13560	Tb927_10_v5.1	3316146	3316399	.	254	14	5	3	1	28	8	18
Tb927.10.5980	Tb927_10_v5.1	1500698	1501679	.	982	1005	1634	1337	1213	437	390	202
Tb927.11.7820	Tb927_11_v5.1	2211824	2215856	.	4033	1441	308	121	141	491	482	201
Tb927.11.3140	Tb927_11_v5.1	893829	895180	.	1352	1774	1480	952	1064	2060	1714	2429
Tb927.1.1960	Tb927_01_v5.1	516016	516276	.	261	2471	86	34	63	2062	1951	1354
Tb927.4.1950	Tb927_04_v5.1	493439	493753	.	315	2249	206	257	189	5142	2453	3212
Tb927.8.5280	Tb927_08_v5.1	1574545	1575151	.	607	204	511	260	126	236	165	263
Tb927.10.15290	Tb927_10_v5.1	3736323	3737041	.	719	103	3	2	2	286	179	262
Tb927.8.4680	Tb927_08_v5.1	1374306	1374611	.	306	13	56	28	4	14	30	13
Tb927.7.3490	Tb927_07_v5.1	902474	902879	.	406	9	2	1	18	3	8	11
Tb927.11.7475	Tb927_11_v5.1	2121058	2121174	.	117	518	973	677	6	56	20	979
Tb927.11.15050	Tb927_11_v5.1	4002497	4002906	.	410	390	38	51	61	583	731	619
Tb927.2.370	Tb927_02_v5.1	55593	55835	.	243	3287	1966	1388	1596	3302	2708	3082
Tb927.10.10940	Tb927_10_v5.1	2668673	2668932	.	260	212	595	516	560	80	54	78
Tb927.11.13320	Tb927_11_v5.1	3567473	3567709	.	237	16	1	5	7	9	4	10
Tb927.10.13380	Tb927_10_v5.1	3265905	3266031	.	127	435	1	0	1	178	182	167
Tb927.11.9550	Tb927_11_v5.1	2604303	2604757	.	455	81	606	214	110	32	35	34
Tb927.5.360	Tb927_05_v5.1	163362	163728	.	367	388	184	95	88	537	214	264
Tb927.10.16030	Tb927_10_v5.1	3950100	3950142	.	43	15	8	7	7	58	69	47
Tb927.9.15170	Tb927_09_v5.1	2361328	2361402	.	75	93	144	98	201	175	114	49
Tb927.11.1800	Tb927_11_v5.1	537729	538007	.	279	1588	3165	2325	2281	2388	2008	2835
Tb927.10.14380	Tb927_10_v5.1	3494968	3495226	.	259	1265	291	26	465	106	91	234
Tb927.5.2320	Tb927_05_v5.1	784172	785018	.	847	159	198	316	210	17	117	5
Tb927.3.1760	Tb927_03_v5.1	457291	457501	.	211	23	47	56	25	7	2	12
Tb927.8.1620	Tb927_08_v5.1	541000	541194	.	195	911	135	76	122	2054	1843	2878
Tb927.9.2390	Tb927_09_v5.1	519987	520656	.	670	174	314	344	321	256	63	27
Tb927.11.16130	Tb927_11_v5.1	4271719	4271999	.	281	236	1	1	2	0	5	12
Tb927.10.2620	Tb927_10_v5.1	678644	678860	.	217	54	8	3	0	149	110	132
Tb927.4.930	Tb927_04_v5.1	260269	260387	.	119	840	97	23	29	70	77	83
Tb927.8.1820	Tb927_08_v5.1	593024	593274	.	251	1468	379	312	263	2396	2594	2770
Tb927.11.5080	Tb927_11_v5.1	1452298	1453880	.	1583	294	484	268	276	131	4	3
Tb927.6.4790	Tb927_06_v5.1	1337072	1337384	.	313	410	45	35	40	30	57	43
Tb927.10.10470	Tb927_10_v5.1	2572800	2573122	.	323	31	4	5	2	31	1	4
